chn_evidence_id,paper_country_code,affected_country,affected_country_code,chn_site_code,chn_site_name,event_date,storm_name,wind_mph,chn_original_category,closest_point_of_approach_miles,hurdat_storm_id,match_status,candidate_hurdat_ids,hurdat_original_category,category_conflict_flag,adopted_category,adoption_rule,source_dataset,source_reference,source_locator,source_url,source_sha256,proximity_rule,provenance_class
CHN-TAPA-19950827-050,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,1995-08-27,IRIS,63,TS,9,AL101995,CONFIRMED_EXACT_NAME_DATE,AL101995,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:50,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-19950905-051,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,1995-09-05,LUIS,138,H4,27,AL131995,CONFIRMED_EXACT_NAME_DATE,AL131995,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:51,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-19960708-052,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,1996-07-08,BERTHA,86,H1,25,AL021996,CONFIRMED_EXACT_NAME_DATE,AL021996,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:52,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-19980921-053,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,1998-09-21,GEORGES,115,H3,7,AL071998,CONFIRMED_EXACT_NAME_DATE,AL071998,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:53,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-19991020-054,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,1999-10-20,JOSE,98,H2,0,AL141999,CONFIRMED_EXACT_NAME_DATE,AL141999,H2,NO,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:54,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-19991119-055,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,1999-11-19,LENNY,81,H1,11,AL161999,CONFIRMED_EXACT_NAME_DATE,AL161999,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:55,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20000822-056,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2000-08-22,DEBBY,81,H1,26,AL072000,CONFIRMED_EXACT_NAME_DATE,AL072000,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:56,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20040914-057,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2004-09-14,JEANNE,40,TS,54,AL112004,CONFIRMED_EXACT_NAME_DATE,AL112004,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:57,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20090903-058,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2009-09-03,ERIKA,46,TS,56,AL062009,CONFIRMED_EXACT_NAME_DATE,AL062009,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:58,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20100830-059,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2010-08-30,EARL,109,H2,62,AL072010,CONFIRMED_EXACT_NAME_DATE,AL072010,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20110821-060,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2011-08-21,IRENE,52,TS,32,AL092011,CONFIRMED_EXACT_NAME_DATE,AL092011,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20110910-061,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2011-09-10,MARIA,52,TS,22,AL142011,CONFIRMED_EXACT_NAME_DATE,AL142011,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20141013-062,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2014-10-13,GONZALO,81,H1,2,AL082014,CONFIRMED_EXACT_NAME_DATE,AL082014,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20150827-063,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2015-08-27,ERIKA,52,TS,43,AL052015,CONFIRMED_EXACT_NAME_DATE,AL052015,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:63,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TAPA-20170906-064,ATG,Antigua and Barbuda,ATG,TAPA,Antigua,2017-09-06,IRMA,178,H5,37,AL112017,CONFIRMED_EXACT_NAME_DATE,AL112017,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TAPA_ALL_ISL,TAPA_all_isl.htm:storm_row:64,https://www.stormcarib.com/climatology/TAPA_all_isl.htm,2fac749dab5eb060ba02eae7f2b88cb001a06646846281acad90535e3bf73cf2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19500822-034,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1950-08-22,BAKER,98,H2,48,AL021950,CONFIRMED_EXACT_NAME_DATE,AL021950,H2,NO,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:34,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19500901-035,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1950-09-01,DOG,132,H4,21,AL041950,CONFIRMED_EXACT_NAME_DATE,AL041950,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:35,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19550102-036,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1955-01-02,ALICE,86,H1,55,,UNMATCHED,,,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:36,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19550914-037,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1955-09-14,IONE,58,TS,63,AL081955,CONFIRMED_EXACT_NAME_DATE,AL081955,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:37,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19600904-038,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1960-09-04,DONNA,127,H3,4,AL051960,CONFIRMED_EXACT_NAME_DATE,AL051960,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:38,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19621001-039,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1962-10-01,DAISY,40,TS,36,AL041962,CONFIRMED_EXACT_NAME_DATE,AL041962,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:39,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19631028-040,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1963-10-28,HELENA,52,TS,38,AL091963,CONFIRMED_EXACT_NAME_DATE,AL091963,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:40,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19650829-041,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1965-08-29,BETSY,40,TS,56,AL031965,CONFIRMED_EXACT_NAME_DATE,AL031965,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:41,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19660826-042,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1966-08-26,FAITH,98,H2,31,AL061966,CONFIRMED_EXACT_NAME_DATE,AL061966,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:42,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19790717-043,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1979-07-17,CLAUDETTE,46,TS,23,AL061979,CONFIRMED_EXACT_NAME_DATE,AL061979,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19790903-044,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1979-09-03,FREDERIC,63,TS,9,AL111979,CONFIRMED_EXACT_NAME_DATE,AL111979,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:44,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19901005-045,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1990-10-05,KLAUS,81,H1,13,AL131990,CONFIRMED_EXACT_NAME_DATE,AL131990,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:45,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19950827-046,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1995-08-27,IRIS,63,TS,14,AL101995,CONFIRMED_EXACT_NAME_DATE,AL101995,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:46,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19950905-047,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1995-09-05,LUIS,138,H4,4,AL131995,CONFIRMED_EXACT_NAME_DATE,AL131995,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:47,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19960708-048,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1996-07-08,BERTHA,86,H1,9,AL021996,CONFIRMED_EXACT_NAME_DATE,AL021996,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:48,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19980921-049,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1998-09-21,GEORGES,115,H3,41,AL071998,CONFIRMED_EXACT_NAME_DATE,AL071998,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:49,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19991020-050,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1999-10-20,JOSE,98,H2,33,AL141999,CONFIRMED_EXACT_NAME_DATE,AL141999,H2,NO,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:50,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-19991119-051,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,1999-11-19,LENNY,81,H1,21,AL161999,CONFIRMED_EXACT_NAME_DATE,AL161999,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:51,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20000822-052,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2000-08-22,DEBBY,81,H1,6,AL072000,CONFIRMED_EXACT_NAME_DATE,AL072000,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:52,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20060802-053,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2006-08-02,CHRIS,63,TS,40,AL042006,CONFIRMED_EXACT_NAME_DATE,AL042006,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:53,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20071210-054,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2007-12-10,OLGA,40,TS,46,AL172007,CONFIRMED_EXACT_NAME_DATE,AL172007,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:54,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20100830-055,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2010-08-30,EARL,109,H2,28,AL072010,CONFIRMED_EXACT_NAME_DATE,AL072010,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:55,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20100901-056,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2010-09-01,FIONA,58,TS,64,AL082010,CONFIRMED_EXACT_NAME_DATE,AL082010,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:56,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20110821-057,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2011-08-21,IRENE,52,TS,63,AL092011,CONFIRMED_EXACT_NAME_DATE,AL092011,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:57,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20110910-058,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2011-09-10,MARIA,52,TS,2,AL142011,CONFIRMED_EXACT_NAME_DATE,AL142011,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:58,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20141013-059,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2014-10-13,GONZALO,81,H1,28,AL082014,CONFIRMED_EXACT_NAME_DATE,AL082014,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20170906-060,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2017-09-06,IRMA,178,H5,4,AL112017,CONFIRMED_EXACT_NAME_DATE,AL112017,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TABA-20170909-061,ATG,Antigua and Barbuda,ATG,TABA,Barbuda,2017-09-09,JOSE,144,H4,53,AL122017,CONFIRMED_EXACT_NAME_DATE,AL122017,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TABA_ALL_ISL,TABA_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/TABA_all_isl.htm,ce591fc2d9ca1807849d033f76ed14d962f0e3822c7e22b9cdf625c94e3834bb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYAB-19510518-059,BHS,Bahamas,BHS,MYAB,", Bahamas",1951-05-18,ABLE,86,H1,50,AL021951,CONFIRMED_EXACT_NAME_DATE,AL021951,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL,MYAB_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/MYAB_all_isl.htm,b1447f023fa4002a375dc789bd475cae45c3fbf662b80b2e28c8c8acdfa48663,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYAB-19540826-060,BHS,Bahamas,BHS,MYAB,", Bahamas",1954-08-26,CAROL,46,TS,59,AL061954,CONFIRMED_EXACT_NAME_DATE,AL061954,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL,MYAB_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/MYAB_all_isl.htm,b1447f023fa4002a375dc789bd475cae45c3fbf662b80b2e28c8c8acdfa48663,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYAB-19560814-061,BHS,Bahamas,BHS,MYAB,", Bahamas",1956-08-14,BETSY,115,H3,26,AL031956,CONFIRMED_EXACT_NAME_DATE,AL031956,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL,MYAB_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/MYAB_all_isl.htm,b1447f023fa4002a375dc789bd475cae45c3fbf662b80b2e28c8c8acdfa48663,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYAB-19581007-062,BHS,Bahamas,BHS,MYAB,", Bahamas",1958-10-07,JANICE,75,H1,56,AL101958,CONFIRMED_EXACT_NAME_DATE,AL101958,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL,MYAB_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/MYAB_all_isl.htm,b1447f023fa4002a375dc789bd475cae45c3fbf662b80b2e28c8c8acdfa48663,named tropical system passing within 60 nautical miles of CHN location,DIRECT
