chn_evidence_id,paper_country_code,affected_country,affected_country_code,chn_site_code,chn_site_name,event_date,storm_name,wind_mph,chn_original_category,closest_point_of_approach_miles,hurdat_storm_id,match_status,candidate_hurdat_ids,hurdat_original_category,category_conflict_flag,adopted_category,adoption_rule,source_dataset,source_reference,source_locator,source_url,source_sha256,proximity_rule,provenance_class
CHN-TUAN-20100830-060,BVI,British Virgin Islands,VGB,TUAN,"Anegada, BVI",2010-08-30,EARL,132,H4,20,AL072010,CONFIRMED_EXACT_NAME_DATE,AL072010,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/TUAN_all_isl.htm,7fddec6914fafcfce17fbb167af27dc6813ae4b968b3b5a9846dc33bf15ffee1,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TUAN-20110821-061,BVI,British Virgin Islands,VGB,TUAN,"Anegada, BVI",2011-08-21,IRENE,69,TS,67,AL092011,CONFIRMED_EXACT_NAME_DATE,AL092011,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/TUAN_all_isl.htm,7fddec6914fafcfce17fbb167af27dc6813ae4b968b3b5a9846dc33bf15ffee1,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TUAN-20110911-062,BVI,British Virgin Islands,VGB,TUAN,"Anegada, BVI",2011-09-11,MARIA,58,TS,29,AL142011,CONFIRMED_EXACT_NAME_DATE,AL142011,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/TUAN_all_isl.htm,7fddec6914fafcfce17fbb167af27dc6813ae4b968b3b5a9846dc33bf15ffee1,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TUAN-20121014-063,BVI,British Virgin Islands,VGB,TUAN,"Anegada, BVI",2012-10-14,RAFAEL,58,TS,49,AL172012,CONFIRMED_EXACT_NAME_DATE,AL172012,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:63,https://www.stormcarib.com/climatology/TUAN_all_isl.htm,7fddec6914fafcfce17fbb167af27dc6813ae4b968b3b5a9846dc33bf15ffee1,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TUAN-20141014-064,BVI,British Virgin Islands,VGB,TUAN,"Anegada, BVI",2014-10-14,GONZALO,104,H2,33,AL082014,CONFIRMED_EXACT_NAME_DATE,AL082014,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:64,https://www.stormcarib.com/climatology/TUAN_all_isl.htm,7fddec6914fafcfce17fbb167af27dc6813ae4b968b3b5a9846dc33bf15ffee1,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TUAN-20170906-065,BVI,British Virgin Islands,VGB,TUAN,"Anegada, BVI",2017-09-06,IRMA,178,H5,17,AL112017,CONFIRMED_EXACT_NAME_DATE,AL112017,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL,TUAN_all_isl.htm:storm_row:65,https://www.stormcarib.com/climatology/TUAN_all_isl.htm,7fddec6914fafcfce17fbb167af27dc6813ae4b968b3b5a9846dc33bf15ffee1,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19510819-039,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1951-08-19,CHARLIE,92,H1,39,AL041951,CONFIRMED_EXACT_NAME_DATE,AL041951,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:39,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19511014-040,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1951-10-14,ITEM,63,TS,45,AL101951,CONFIRMED_EXACT_NAME_DATE,AL101951,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:40,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19521024-041,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1952-10-24,FOX,138,H4,36,AL101952,CONFIRMED_EXACT_NAME_DATE,AL101952,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:41,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19550915-042,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1955-09-15,HILDA,86,H1,0,AL091955,CONFIRMED_EXACT_NAME_DATE,AL091955,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:42,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19690814-043,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1969-08-14,CAMILLE,58,TS,29,AL091969,CONFIRMED_EXACT_NAME_DATE,AL091969,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19750919-044,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1975-09-19,ELOISE,40,TS,36,AL131975,CONFIRMED_EXACT_NAME_DATE,AL131975,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:44,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19800807-045,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1980-08-07,ALLEN,155,H4,54,AL041980,CONFIRMED_EXACT_NAME_DATE,AL041980,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:45,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19810507-046,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1981-05-07,ARLENE,40,TS,36,AL031981,CONFIRMED_EXACT_NAME_DATE,AL031981,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:46,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19811105-047,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1981-11-05,KATRINA,86,H1,17,AL211981,CONFIRMED_EXACT_NAME_DATE,AL211981,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:47,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-19880913-048,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",1988-09-13,GILBERT,144,H4,23,AL081988,CONFIRMED_EXACT_NAME_DATE,AL081988,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:48,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-20020919-049,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",2002-09-19,ISIDORE,69,TS,52,AL102002,CONFIRMED_EXACT_NAME_DATE,AL102002,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:49,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-20040812-050,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",2004-08-12,CHARLEY,92,H1,32,AL032004,CONFIRMED_EXACT_NAME_DATE,AL032004,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:50,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-20040912-051,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",2004-09-12,IVAN,155,H4,28,AL092004,CONFIRMED_EXACT_NAME_DATE,AL092004,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:51,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-20080830-052,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",2008-08-30,GUSTAV,98,H2,46,AL072008,CONFIRMED_EXACT_NAME_DATE,AL072008,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:52,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCR-20081108-053,CYM,Cayman Islands,CYM,MWCR,"Grand Cayman, Cayman Islands",2008-11-08,PALOMA,127,H3,30,AL172008,CONFIRMED_EXACT_NAME_DATE,AL172008,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:53,https://www.stormcarib.com/climatology/MWCR_all_isl.htm,80fc72a3173b9b03e8e469f5c6e9bfd1e751e193d0ab1d3b122db50da3a25fbb,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19550915-034,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1955-09-15,HILDA,69,TS,2,AL091955,CONFIRMED_EXACT_NAME_DATE,AL091955,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:34,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19700521-035,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1970-05-21,ALMA,46,TS,6,AL011970,CONFIRMED_EXACT_NAME_DATE,AL011970,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:35,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19731018-036,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1973-10-18,GILDA,52,TS,13,AL161973,CONFIRMED_EXACT_NAME_DATE,AL161973,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:36,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19750919-037,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1975-09-19,ELOISE,40,TS,14,AL131975,CONFIRMED_EXACT_NAME_DATE,AL131975,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:37,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19800806-038,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1980-08-06,ALLEN,144,H4,19,AL041980,CONFIRMED_EXACT_NAME_DATE,AL041980,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:38,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19810507-039,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1981-05-07,ARLENE,46,TS,18,AL031981,CONFIRMED_EXACT_NAME_DATE,AL031981,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:39,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-19811105-040,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",1981-11-05,KATRINA,86,H1,36,AL211981,CONFIRMED_EXACT_NAME_DATE,AL211981,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:40,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-20020919-041,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",2002-09-19,ISIDORE,69,TS,7,AL102002,CONFIRMED_EXACT_NAME_DATE,AL102002,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:41,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-20021001-042,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",2002-10-01,LILI,81,H1,10,AL132002,CONFIRMED_EXACT_NAME_DATE,AL132002,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:42,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-20040812-043,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",2004-08-12,CHARLEY,92,H1,52,AL032004,CONFIRMED_EXACT_NAME_DATE,AL032004,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-20080830-044,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",2008-08-30,GUSTAV,98,H2,26,AL072008,CONFIRMED_EXACT_NAME_DATE,AL072008,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:44,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWLC-20081108-045,CYM,Cayman Islands,CYM,MWLC,"Little Cayman, Cayman Islands",2008-11-08,PALOMA,144,H4,6,AL172008,CONFIRMED_EXACT_NAME_DATE,AL172008,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWLC_ALL_ISL,MWLC_all_isl.htm:storm_row:45,https://www.stormcarib.com/climatology/MWLC_all_isl.htm,b991cf8ec93214d99deb8f85752c76f93c19370fb605f07af0ef6379053d7151,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19550915-032,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1955-09-15,HILDA,69,TS,1,AL091955,CONFIRMED_EXACT_NAME_DATE,AL091955,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:32,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19700521-033,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1970-05-21,ALMA,46,TS,26,AL011970,CONFIRMED_EXACT_NAME_DATE,AL011970,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:33,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19731018-034,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1973-10-18,GILDA,58,TS,5,AL161973,CONFIRMED_EXACT_NAME_DATE,AL161973,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:34,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19750919-035,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1975-09-19,ELOISE,40,TS,10,AL131975,CONFIRMED_EXACT_NAME_DATE,AL131975,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:35,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19800806-036,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1980-08-06,ALLEN,144,H4,7,AL041980,CONFIRMED_EXACT_NAME_DATE,AL041980,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:36,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19810508-037,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1981-05-08,ARLENE,52,TS,10,AL031981,CONFIRMED_EXACT_NAME_DATE,AL031981,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:37,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-19811105-038,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",1981-11-05,KATRINA,86,H1,47,AL211981,CONFIRMED_EXACT_NAME_DATE,AL211981,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:38,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-20020919-039,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",2002-09-19,ISIDORE,58,TS,19,AL102002,CONFIRMED_EXACT_NAME_DATE,AL102002,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:39,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-20020930-040,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",2002-09-30,LILI,75,H1,5,AL132002,CONFIRMED_EXACT_NAME_DATE,AL132002,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:40,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-20040812-041,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",2004-08-12,CHARLEY,92,H1,68,AL032004,CONFIRMED_EXACT_NAME_DATE,AL032004,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:41,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-20080817-042,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",2008-08-17,FAY,52,TS,62,AL062008,CONFIRMED_EXACT_NAME_DATE,AL062008,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:42,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MWCB-20080830-043,CYM,Cayman Islands,CYM,MWCB,"Cayman Brac, Cayman Islands",2008-08-30,GUSTAV,98,H2,41,AL072008,CONFIRMED_EXACT_NAME_DATE,AL072008,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCB_ALL_ISL,MWCB_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/MWCB_all_isl.htm,eb3848017c983f4a36aefd15837c4e6ffbcd9eb21883987ae56494e3eeca61df,named tropical system passing within 60 nautical miles of CHN location,DIRECT
