scope,reliability_level,metric,N,mean,median,Q10,Q25,Q50,Q75,Q90,min,max
Vaccine,R0,F_quantity,158,1744051.7133703742,1615652.6384635407,790639.8757847134,1150275.0400588266,1615652.6384635407,2116556.660213487,2719095.3887092313,196137.50022073358,5737308.851740733
Vaccine,R0,F_exposure,158,481417.25245494704,319466.76323729916,134649.98271122266,183549.84965640272,319466.76323729916,636113.2477913137,1062833.3088584938,34107.647002645586,2645486.59206666
Vaccine,R0,budget_usage,158,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9999999999999996,1.0000000000000002
Vaccine,R1,A_R1,49,8.5235526224226,7.576675891221382,3.044412791593878,4.116522831337115,7.576675891221382,12.196961191589304,15.887088009557232,1.1792986454576855,19.495686416612823
Vaccine,R1,A_R2,49,1.1986589720925538,0.9864426902737984,0.4216509483803627,0.6538921363856518,0.9864426902737984,1.66112647218261,2.3561221906159893,0.11445817707645739,3.0798279123025236
Vaccine,R1,eta_1,49,0.3631262828572308,0.377583696592851,0.2158998940055653,0.30303807719514203,0.377583696592851,0.4646497410890261,0.48061731868118135,0.07858917233751901,0.4997586661539175
Vaccine,R1,eta_2,49,0.6223462642567079,0.6240790217907861,0.46101933156551295,0.5229819593527953,0.6240790217907861,0.704293899084788,0.8152417773526707,0.40607355707147497,0.8512799611672804
Vaccine,R1,c_R1_ratio,49,0.05849520389373024,0.0426331195342272,0.024290865708485286,0.0300766431232099,0.0426331195342272,0.07413364196879961,0.11570742105611008,0.021458016811531793,0.18895019564197926
Vaccine,R1,c_R2_ratio,49,0.3186750293565964,0.28826698329695727,0.1635220979815474,0.19756636592155702,0.28826698329695727,0.4537956172555079,0.5250683787693795,0.15203550883957306,0.5807629569793066
Vaccine,R1,incremental_reliability_gain,49,0.25921998139947716,0.23840461942421526,0.09763119148750185,0.153856660733722,0.23840461942421526,0.3435365099346279,0.42014804352372487,0.05323852533392537,0.5690798669743382
Vaccine,R1,incremental_reliability_cost_ratio,49,0.2601798254628662,0.21748188678164504,0.11856543804992278,0.16306264366403872,0.21748188678164504,0.3649108489639219,0.46710265699928016,0.08547525218437642,0.5029124667424677
Vaccine,R1,phi,49,0.2816496926313499,0.27363663720958953,0.17255806801325363,0.20740209867402967,0.27363663720958953,0.3610902200390053,0.4272100417018104,0.058623063692198475,0.4806244022732012
