OOS_exercise_cost_P90,OOS_exercise_cost_P95,OOS_exercise_cost_max,OOS_exercise_cost_mean,OOS_exercise_cost_median,OOS_exercise_cost_min,OOS_raw_total_shortage_P90,OOS_raw_total_shortage_P95,OOS_raw_total_shortage_max,OOS_raw_total_shortage_mean,OOS_raw_total_shortage_median,OOS_raw_total_shortage_min,OOS_service_level_cross_unit_descriptive_P90,OOS_service_level_cross_unit_descriptive_P95,OOS_service_level_cross_unit_descriptive_max,OOS_service_level_cross_unit_descriptive_mean,OOS_service_level_cross_unit_descriptive_median,OOS_service_level_cross_unit_descriptive_min,OOS_shortage_Crackers_P90,OOS_shortage_Crackers_P95,OOS_shortage_Crackers_max,OOS_shortage_Crackers_mean,OOS_shortage_Crackers_median,OOS_shortage_Crackers_min,OOS_shortage_Vaccine_P90,OOS_shortage_Vaccine_P95,OOS_shortage_Vaccine_max,OOS_shortage_Vaccine_mean,OOS_shortage_Vaccine_median,OOS_shortage_Vaccine_min,OOS_shortage_Water_P90,OOS_shortage_Water_P95,OOS_shortage_Water_max,OOS_shortage_Water_mean,OOS_shortage_Water_median,OOS_shortage_Water_min,OOS_shortage_loss_P90,OOS_shortage_loss_P95,OOS_shortage_loss_max,OOS_shortage_loss_mean,OOS_shortage_loss_median,OOS_shortage_loss_min,OOS_total_cost_P90,OOS_total_cost_P95,OOS_total_cost_max,OOS_total_cost_mean,OOS_total_cost_median,OOS_total_cost_min,in_sample_robust_T_COST,policy_label,row_sha256,sample_index,scenario_evaluations,simulation_id,status,OOS_mean_minus_in_sample_robust_T_COST,OOS_max_minus_in_sample_robust_T_COST,pre_disaster_expenditure
5451264.017721305,6193319.6947654355,8593688.587093102,2430883.776831356,1396652.5347822239,52996.12752225585,96111092.22263493,180161327.11295655,2264915308.496279,119904889.4999382,28146246.535857566,3234987.2955169696,0.010274443879075758,0.010709764838977088,0.012045313674892144,0.005381254448639643,0.0046226226421925976,0.00033294692036156537,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10700223.289156847,379993.8053489086,0.0,0.0,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,127346656.8061251,237245509.5325084,1449199818.066593,88870357.95734087,21371852.818319507,3126361.6234134794,139245448.82658714,253763867.59391272,1468337723.9220314,101845459.0025176,33621160.04650667,14173198.660162684,1234118773.556758,P4,f619e415ee71cecf5bb3f29a20961438febf0f40b99fd5996e2b80c75bcb8269,947,20000,LA-0947,PASS,-1132273314.5542402,234218950.36527348,10544217.268345375
4639602.023391214,6009685.777829558,9410168.741779953,2081568.6425121014,1299192.669419456,53228.642953767616,45821367.652423784,77115368.03141873,2104158460.6641371,84391319.43726353,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7342051680571471,0.8243886276124054,0.07128629503536144,0.0,0.0,2080715061.5359106,73458721.9415536,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1430642513.3712127,87354690.14441887,19417505.214077458,3574062.1164148846,136288054.61563256,243231873.35147113,1449780419.2266512,99163995.90058948,30309990.496342205,13897118.27077726,1215561468.8613775,P4,d4b59d5e38230b075605bfadfef0f35531a40852f166cda4a08ab36da3d0b7ac,278,20000,LA-0278,PASS,-1116397472.960788,234218950.3652737,9727737.113658525
3899749.6998990034,5051353.583867933,7976076.751412965,1752498.128397628,1092017.4181181695,44740.55820702949,45821367.652423784,77115368.03141873,2102800614.5485563,84332796.269682,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7342364677990794,0.8243886276124054,0.07188560840474278,0.0,0.0,2079357215.4203298,73400198.77397205,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1430133484.0194037,87332750.97935589,19417505.214077458,3574062.1164148846,137506450.75681555,243735263.31125772,1449271389.8748422,100247078.21177903,31549850.791032024,15236277.942970553,1215052439.5095685,P4,35cc184bdd10e396de2f1b5027d8f9906371d754eb501c3623753cd7df0b2c3a,164,20000,LA-0164,PASS,-1114805361.2977893,234218950.3652737,11161829.104025513
0.0,0.0,0.0,0.0,0.0,0.0,84709966.97747448,167587245.53706047,2254870543.814282,114409552.55544834,23350245.825494826,913588.4804794688,0.3088583550890044,0.5269778706805974,0.7357717841620828,0.172975256280809,0.14434582994688772,0.0047664108432120544,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,45155.070056883575,11055458.607159648,396017.7024666418,0.0,0.0,15253011.998030161,35004290.928561375,71252909.61660938,4827861.638631559,0.0,0.0,94480716.00035194,207116683.0198644,1442029316.8079011,75483478.49806537,10508328.448637499,342486.0495621433,113618621.8557904,226254588.87530288,1461167222.6633396,94621384.35350384,29646234.30407598,19480391.905000623,1226948272.298066,P1,f22548aa19728c407c6e591dff0173c99617395d434607f64125a86146e619d4,453,20000,LA-0453,PASS,-1132326887.944562,234218950.3652737,19137905.85543848
10503624.041920112,12011337.281710615,12832203.569511393,4735670.430663584,3851377.903467613,563395.2365769001,34063385.636293605,66295102.78393405,2137196051.6469767,81018985.31551673,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.8968635846708392,0.9915555054581386,0.05670447332451223,0.0,0.0,2124152652.5187502,75330882.11291397,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,17049222.25675219,35931943.004515946,73049119.8753314,5094728.187131968,0.0,0.0,94678186.09889665,199487076.15043768,1419982077.4788594,74469089.73487629,10844197.660713756,258946.78680631757,108107909.09893972,217829256.10137942,1439119983.334298,85510462.45146696,20292888.546467803,7708347.7586989105,1204901032.9690244,P4,0403fbc57b7479680905ad565778978216be3ee11316cfd7df7b16cb3363fd0e,258,20000,LA-0258,PASS,-1119390570.5175574,234218950.36527348,6305702.285927083
5527491.908961609,6258303.749013279,11782453.677788522,2702339.378704258,1549008.0463495685,234031.87060077966,95761092.22263493,179822973.29439884,2264296136.1390676,119545050.54443876,27796246.535857566,2884987.2955169696,0.07382676474287994,0.083849095850405,0.10951394632687428,0.025891883319469337,0.017573605073699095,0.0006062314018429049,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10415805.832790257,367735.4129795087,0.0,0.0,27531133.68567915,47339925.020646125,83531031.30425836,9991641.917109111,3620953.6345502296,0.0,126439876.8061251,236368902.4593891,1432500721.7782943,87287495.08153324,20465072.818319507,2204972.7730126027,135306257.66245803,249760347.75503573,1451638627.6337328,97345286.63788745,29675316.869273875,10238726.429442022,1217419677.268459,P4,15a49d4233a0e6a609a2fe52efbd7f6f2c97349152bb55385f86ae22072fbd5b,663,20000,LA-0663,PASS,-1120074390.6305716,234218950.3652737,7355452.177649954
5177858.597494502,6706890.59451498,14841453.087568715,2510094.544419588,1449916.5875090263,59403.885324991614,45821367.652423784,77115368.03141873,2037418919.7647412,81514845.22449957,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7357435827440991,0.8243886276124054,0.10074316696541263,0.0,0.0,2013975520.6365147,70582247.72878961,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1405623194.278847,86276357.4915379,19417505.214077458,3574062.1164148846,131013055.66926837,238527691.18216327,1424761100.1342854,93082904.80382724,25025598.546783157,8534898.983959544,1190542149.769012,P4,ebe3875eab1f98c047622064cbb24bb830ceb9676749f3473f81f8745b949451,640,20000,LA-0640,PASS,-1097459244.9651847,234218950.36527348,4296452.767869761
10566736.884711703,13687115.415063765,14218540.158482311,4429179.077576534,2958923.4229765427,121228.73082368675,45821367.652423784,77314768.16430375,2158517709.5779305,86739656.94613566,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.732923434333632,0.8243886276124054,0.047293720140650475,0.0,0.0,2135074310.4497037,75807059.45042571,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227595383.74193153,1451020708.6040154,88235034.90974484,19417505.214077458,3574062.1164148846,133197597.00392732,246404822.51485988,1470158614.4594538,97583579.68427753,27535068.63932614,9517944.208461596,1235939664.09418,P4,5c258f4ae6d21e69eb24597158e9dac76b1f83a8e49b6c3c03c8e9f7b09053e9,336,20000,LA-0336,PASS,-1138356084.4099026,234218950.3652737,4919365.696956167
8772893.310141092,11363546.24611418,14935112.286583858,3812786.512728341,2456606.9720358066,100648.54772515075,45821367.652423784,77115368.03141873,2130103402.6874015,85509546.43846624,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7336071106039068,0.8243886276124054,0.059834960127859604,0.0,0.0,2106660003.559175,74576948.94275628,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1440368753.236894,87773891.08262973,19417505.214077458,3574062.1164148846,131963232.18549234,243245983.00016245,1459506659.0923324,95789471.16421269,26150622.505415082,8717801.469089588,1225287708.727059,P4,1ccb6ad37a38629e9d2907c2463e093c58853689c3854d34701c7f24a440c5e6,303,20000,LA-0303,PASS,-1129498237.5628462,234218950.36527348,4202793.56885462
3932393.7157541974,5093637.442877204,15319029.367887188,2080771.5734990712,1101158.475020391,45115.0723691867,45821367.652423784,77115368.03141873,1955456505.1114056,77982265.15294081,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7376329002428639,0.8243886276124054,0.13691896798209147,0.0,0.0,1932013105.983179,67049667.65723086,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1374897124.2736046,84952063.87431195,19417505.214077458,3574062.1164148846,130173028.31956753,236433375.44632652,1394035030.129043,90851711.93536231,24215120.5689668,7897513.962527104,1159816079.7637694,P4,8e60773f5c7f84e4b692f66ba8659984e92de181e1f28d83bd41d175237eb861,434,20000,LA-0434,PASS,-1068964367.828407,234218950.3652737,3818876.487551288
0.0,0.0,0.0,0.0,0.0,0.0,85253410.91952989,168748978.61505806,2254775431.2921624,114598796.632114,23350245.825494826,913588.4804794688,0.3088583550890044,0.49638017633803555,0.7357717841620828,0.1700168895754959,0.14034693944619858,0.004808390715193012,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10960346.085040243,391253.94146412204,0.0,0.0,16457139.006338371,35743280.3032693,72457036.6249176,5021869.4762997385,0.0,0.0,96395289.67234522,207855350.54389092,1436734973.3766465,75720944.01145183,10958988.739979442,342486.0495621433,115533195.52778369,226993256.3993294,1455872879.232085,94858849.86689031,30096894.59541792,19480391.905000623,1221653928.8668115,P1,eecbb2d6bdfba6f6279bb12bcf6084acdf2b9e2e5ff3cf4c5dd1cc470fad0ccf,251,20000,LA-0251,PASS,-1126795078.9999213,234218950.36527348,19137905.85543848
0.0,0.0,0.0,0.0,0.0,0.0,85520416.2870663,169518403.4611018,2254811497.67688,114709106.68796569,23350245.825494826,913588.4804794688,0.3088583550890044,0.48058962491486173,0.7357717841620828,0.16840556802449885,0.13803501947938052,0.004792472072941534,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,58032.242098116505,10996412.469757618,393842.33837718755,0.0,0.0,17171292.750030287,36124650.53306052,73171190.3686095,5129591.135238359,0.0,0.0,97383343.66368832,212803359.69664955,1438742572.6155546,76144109.81119889,11871167.398410402,342486.0495621433,116521249.5191268,231941265.55208802,1457880478.470993,95282015.66663736,31009073.25384888,19480391.905000623,1223661528.1057193,P1,f6aee870f045495fa19f37600708acbe276c267c602b0fa4aaac80a16c41bb7a,758,20000,LA-0758,PASS,-1128379512.439082,234218950.3652737,19137905.85543848
7469897.291355627,9675772.897627719,11684244.431865467,3201985.29301018,2091738.8502973248,85699.69877120158,45821367.652423784,77115368.03141873,2141111562.4555728,85983998.12447442,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7333533612607821,0.8243886276124054,0.05497628192740023,0.0,0.0,2117668163.3273463,75051400.62876447,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1444495492.1707861,87951753.53068046,19417505.214077458,3574062.1164148846,134835768.84456524,244746087.38538516,1463633398.0262246,98607400.24726366,28922661.100860395,11907966.052175757,1229414447.660951,P4,4135b1b40537965e68d011b1672714e95bd6f8591981aeb625b484d8fa0f15dd,129,20000,LA-0129,PASS,-1130807047.4136872,234218950.3652737,7453661.423573011
8320508.987360735,10777571.928269781,18056130.038881697,3783884.963044098,2329929.2111086026,95458.4897258319,45821367.652423784,77115368.03141873,2092862895.3766072,83904480.573371,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7344655423914859,0.8243886276124054,0.07627182558544221,0.0,0.0,2069419496.2483807,72971883.07766105,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1426408031.8562233,87172183.99112281,19417505.214077458,3574062.1164148846,128710862.45723966,239508666.2841311,1445545937.7116618,92037844.7707237,22864203.92733851,5575708.281385977,1211326987.3463883,P4,7ce2e10ae71b51c23b6c97ecf2299809269b47de2e5aa21576edb99b657e2d05,534,20000,LA-0534,PASS,-1119289142.5756645,234218950.36527348,1081775.8165567832
10533153.114170298,11668929.013830949,17668965.05248013,5284863.843593302,3923715.7945065163,722214.508100532,85620082.46392359,169273971.5223964,2254182866.817656,114688201.4602022,23350245.825494826,913588.4804794688,0.3088583550890044,0.473280149095539,0.7357717841620828,0.16809690672400315,0.138028645140518,0.0050699312592333845,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10367781.610533683,365665.5690002503,0.0,0.0,16982131.913676675,36301187.52649176,72982029.53225589,5136862.676851811,0.0,0.0,97840715.70626998,209038548.66848508,1403750464.4677134,74594517.23061319,12120663.91270724,342486.0495621433,106609470.24327755,222107275.52401483,1422888370.3231518,81348321.87716483,17576477.022961393,3076956.683810857,1188669419.957878,P4,532643fa9d9d3d5bbb687f4066a1026ba21381fba7cbc9b3da9dd6a7677ca17c,988,20000,LA-0988,PASS,-1107321098.0807133,234218950.3652737,1468940.8029583422
3957964.775430126,5126759.687605025,7908450.09734829,1770612.7892542393,1108318.9454902206,45408.440808672945,45821367.652423784,77115368.03141873,2106556751.697847,84494685.78081644,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7341498849955599,0.8243886276124054,0.07022775985698093,0.0,0.0,2083113352.5696204,73562088.28510647,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1431541584.7139297,87393440.11928996,19417505.214077458,3574062.1164148846,137591072.87203732,243876121.9972926,1450679490.5693681,100393508.66663438,31632004.06469646,15311374.320245314,1216460540.2040946,P4,9f33c8b15fd218cb7883f9fff6d924d14ed39a88cf7530f2fe756cf67bc08268,56,20000,LA-0056,PASS,-1116067031.5374603,234218950.36527348,11229455.758090189
0.0,0.0,0.0,0.0,0.0,0.0,85893124.35191339,169906822.4619894,2254901309.9783263,114808835.06283769,23350245.825494826,913588.4804794688,0.3088583550890044,0.4601709145132345,0.7357717841620828,0.16671371986078207,0.13639635238089476,0.004752831562596427,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,75919.82417414019,160545.86393981177,11086224.771204093,406524.59844206285,0.0,0.0,17457198.129076194,36617799.12991578,73457095.7476554,5216637.2500455,0.0,0.0,98660993.04842092,219250401.59887782,1443741884.563271,77075574.20969245,12202091.786497142,342486.0495621433,117798898.9038594,238388307.4543163,1462879790.4187095,96213480.06513092,31339997.641935617,19480391.905000623,1228660840.053436,P1,63e5143827085ae4d74e1d6f4b5c0e1727e9f7b19793f15701045afa388b8f81,241,20000,LA-0241,PASS,-1132447359.988305,234218950.36527348,19137905.85543848
0.0,0.0,0.0,0.0,0.0,0.0,84510894.51629186,167941021.65955794,2254914858.8787875,114390113.0140448,23350245.825494826,913588.4804794688,0.3088583550890044,0.5421675454512631,0.7357717841620828,0.17372421966052334,0.1447200547318766,0.004746851476124414,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,1312.2307251395612,108812.12792347885,11099773.671665238,400127.5828061506,0.0,0.0,15543131.062661055,34637432.95112297,71543028.68124028,4804312.216888506,0.0,0.0,93530260.3524045,211411729.9615963,1444496070.5585403,75651239.03543189,10301942.160735808,342486.0495621433,112668166.20784295,230549635.81703475,1463633976.4139788,94789144.89087032,29439848.016174242,19480391.90500058,1229415026.048705,P1,89d118f62446d07ecca234831fe3a630049264d7deeec3d8c3f7c2efbe93398f,773,20000,LA-0773,PASS,-1134625881.1578348,234218950.3652737,19137905.855438434
0.0,0.0,0.0,0.0,0.0,0.0,84352913.73899277,169414418.93276155,2254839055.3643084,114487681.18623799,23350245.825494826,913588.4804794688,0.3088583550890044,0.5488541161591639,0.7357717841620828,0.17299079039238274,0.14168457095414194,0.004780308919609455,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,81118.83555244505,11023970.15718612,395513.9432769382,0.0,0.0,17044221.62823569,34475940.23696449,73044119.2468149,4906494.028610903,0.0,0.0,93111865.02856272,213759235.97234583,1440276543.7285748,75659158.0424882,10235311.599222679,342486.0495621433,112249770.8840012,232897141.8277843,1459414449.5840132,94797063.89792667,29373217.454661157,19480391.905000623,1225195499.2187395,P1,a42428203e282721a8dc473329d6dd9a35b0b09cd64affdeebf668f8643403c0,325,20000,LA-0325,PASS,-1130398435.320813,234218950.3652737,19137905.85543848
9361584.636311183,12126079.297996527,17139787.79353245,4120464.4119222723,2621453.7523533925,107402.41158086654,45821367.652423784,77115368.03141873,2119874860.233732,85068696.25871307,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7338428889704461,0.8243886276124054,0.06434953815804145,0.0,0.0,2096431461.1055055,74136098.76300313,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1436534277.2418623,87608625.16724385,19417505.214077458,3574062.1164148846,129929151.99524686,241841133.72155058,1455672183.0973008,93727207.64107215,24166664.857182153,6540551.59427251,1221453232.7320273,P4,926d5f276a354a0e80a20441d06d15cda673b22f41947e5c34c20e565d5f78cd,539,20000,LA-0539,PASS,-1127726025.0909553,234218950.36527348,1998118.0619060283
12328532.365440568,12328532.36544057,12328532.365440574,6513322.691292265,6032797.663762399,882502.1984822137,38486582.118127294,124031484.17980345,2210639723.5364256,88693497.4533163,195530.76282210695,4651.961533600129,0.9958736312766281,0.9962936365696777,0.9986702589820853,0.8519648288994646,0.9902493522492444,0.02428859500462155,29590917.323771,56615521.758834966,2197596324.408199,82857494.990519,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,17744647.935391106,35937748.702429436,73744545.55397032,5242627.447326509,0.0,0.0,94693227.50105092,223079226.0791676,1447514641.196776,77673843.77374488,10844197.660713756,258946.78680631757,112616400.84216927,242217131.9346061,1466652547.0522144,90996539.95503506,22298946.436792843,8855075.339882297,1232433596.686941,P4,c2a5eea17393ed79e10bdbe9d8bc7552bc1a6814fc6674f9f565d8d2854e653e,618,20000,LA-0618,PASS,-1141437056.731906,234218950.36527348,6809373.489997909
6129852.696459254,6964281.551503643,18065484.48695956,3095614.493091497,1570511.7709433907,59593.23454856133,96111092.22263493,180161327.11295655,2264259430.0608125,119876621.1393696,28146246.535857566,3234987.2955169696,0.010274443879075758,0.010709764838977088,0.012045313674892144,0.00539637311748841,0.0046226226421925976,0.0006224323860217762,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10044344.85369042,351725.44478030567,0.0,0.0,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,127346656.8061251,237245509.5325084,1412691000.83479,87296827.93465015,21371852.818319507,3126361.6234134794,129941491.03793456,245016893.9932328,1431828906.6902285,91464863.79622057,24359804.119894207,4762136.48642554,1197609956.3249547,P4,b3fa2c7b65f776f3781e3ba0e55e2a9a1fd63c13f0b4760921e7e562e25d102b,474,20000,LA-0474,PASS,-1106145092.5287342,234218950.3652737,1072421.3684789164
10837996.906863049,14038479.064143548,16990157.416804943,4647348.317095112,3034882.3156808773,124340.80871181806,45821367.652423784,77115368.03141873,2140835241.380795,85972088.68615149,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7333597307442101,0.8243886276124054,0.055098241928946745,0.0,0.0,2117391842.2525685,75039491.19044153,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1444391904.9262733,87947288.92044197,19417505.214077458,3574062.1164148846,130504128.18484698,243914678.935207,1463529810.7817118,94742385.67617062,24842806.496063292,6758964.264889138,1229310860.416438,P4,b1919871bd30d55a9058abb09038cb3ce7d3489121f80da295bd30fb80b7540c,559,20000,LA-0559,PASS,-1134568474.7402675,234218950.3652737,2147748.4386335355
8995424.935008194,11651791.904758759,16312756.201967467,3952549.3560294923,2518920.8201382393,103201.58058147208,45821367.652423784,77115368.03141873,2121261537.023611,85128462.02835687,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7338109246519798,0.8243886276124054,0.0637374997763358,0.0,0.0,2097818137.8953846,74195864.53264691,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1437054114.6368523,87631030.15896793,19417505.214077458,3574062.1164148846,130650201.40360348,242170714.42786944,1456192020.4922907,94408729.16846842,24851430.622446083,7350524.736319214,1221973070.127017,P4,37b46e08bcc0634084682c4bf48f9d13d6f3b0c0aceb688422fd68b7f8cb819f,626,20000,LA-0626,PASS,-1127564340.9585485,234218950.3652737,2825149.6534710107
0.0,0.0,0.0,0.0,0.0,0.0,85506174.83050944,169555524.82037482,2254762061.512349,114711140.08959089,23350245.825494826,913588.4804794688,0.3088583550890044,0.48117928932633114,0.7357717841620828,0.1683853993765132,0.13796335944946614,0.0048142917430751275,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,11272.610547741246,10946976.305226889,390838.8407002586,0.0,0.0,17255173.740853664,36110409.07650367,73255071.35943288,5134628.034540501,0.0,0.0,97346446.89804083,210571246.75655225,1435990757.953116,75989972.7152223,11834270.632762924,342486.0495621433,116484352.75347924,229709152.61199066,1455128663.8085544,95127878.57066071,30972176.488201328,19480391.90500055,1220909713.443281,P1,3455b75bc84c22cd92c0e1fef7824e7c783863e1fe70c8d37c7edba0b23e6c74,617,20000,LA-0617,PASS,-1125781834.87262,234218950.36527348,19137905.855438404
4454279.061257078,5060619.728999361,8885829.904205648,2066629.7510794697,1141217.9122691934,43303.63386963047,96111092.22263493,180161327.11295655,2264715081.863448,119896259.7320632,28146246.535857566,3234987.2955169696,0.010274443879075758,0.010709764838977088,0.012045313674892144,0.005385869877342247,0.0046226226421925976,0.00042132107158876497,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10499996.656326158,371364.037473906,0.0,0.0,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,127346656.8061251,237245509.5325084,1438054402.7767057,88389990.55834673,21371852.818319507,3126361.6234134794,138706719.1456475,252331481.86604485,1457192308.6321442,100708696.26065902,33022536.386509858,13791827.131586019,1222973358.2668705,P4,6b41a444bd7ba9647e32f9c6be38d6f6778a5786cf94bddd609c2f4d1af57383,624,20000,LA-0624,PASS,-1122264662.0062115,234218950.3652737,10252075.95123283
0.0,0.0,0.0,0.0,0.0,0.0,84665172.77102007,169738434.55220833,2254809451.9607997,114561114.65383701,23350245.825494826,913588.4804794688,0.3088583550890044,0.5336780433434025,0.7357717841620828,0.17172744452108002,0.14014807507890342,0.004793374991897359,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,65340.924022106876,10994366.753677446,393819.02993029327,0.0,0.0,17384015.159212805,34842469.70271712,73383912.77779202,4981622.409556567,0.0,0.0,94061469.56843463,213761311.3849766,1438628699.8756678,75759454.99531457,10385704.657253962,342486.0495621433,113199375.4238731,232899217.24041507,1457766605.7311063,94897360.85075305,29523610.512692444,19480391.905000623,1223547655.3658326,P1,2c7a9830d80b4fd33fd7604f60d9e4056ed1ec0ddfbe4146a3bb4c4c9d21ece3,419,20000,LA-0419,PASS,-1128650294.5150795,234218950.3652737,19137905.85543848
14095328.713010894,14095328.713010894,14095328.713010894,8203189.394278073,7746888.844882853,1846772.166982655,74109826.06295785,157710331.6578917,2243197079.6045585,104280383.00239499,11268094.630960839,0.0,1.0,1.0,1.0,0.5832069167325955,0.5712263537868625,0.009918734871395052,67408583.8481441,90987875.67304479,2230343331.4295263,98573916.17212303,10136857.559452854,0.0,279329.2375951223,356473.5242880364,11264920.070560478,463377.8344134389,0.0,0.0,17227677.005459648,36968659.60970948,73227574.62403886,5243088.995858511,0.0,0.0,94977722.37947045,224798693.41269565,1449234108.530304,76330648.43986538,8352859.369432515,0.0,113114424.59269238,243936599.26813415,1468372014.3857424,89576414.97657104,20179264.344214786,6889349.309410239,1234153064.020469,P4,05325ef2f7e582c5cb9ff3abf297ccafaa64bb5a3dc01cb583bebf7d338d134b,449,20000,LA-0449,PASS,-1144576649.0438979,234218950.36527348,5042577.142427584
