panel_index,simulation_id,E3A_H000_MF080_policy_label,E3A_H000_MF080_T_COST,E3A_H000_MF080_C_Q,E3A_H000_MF080_C_F,E3A_H000_MF080_C_R,E3A_H000_MF080_first_stage_cost,E3A_H000_MF080_worst_exercise_cost,E3A_H000_MF080_worst_shortage_penalty,E3A_H000_MF080_budget_usage,E3A_H000_MF080_worst_scenario,E3A_H000_MF080_Q_Vaccine,E3A_H000_MF080_F_Vaccine,E3A_H000_MF080_R_Vaccine,E3A_H000_MF080_paid_R_Vaccine,E3A_H000_MF080_R_level_numeric_Vaccine,E3A_H000_MF080_worst_shortage_Vaccine,E3A_H000_MF080_shortage_loss_Vaccine,E3A_H000_MF080_F_total,E3A_H000_MF080_paid_R_any,E3A_H000_MF080_R1_item_count,E3A_H000_MF080_R2_item_count,E3A_H000_MF100_policy_label,E3A_H000_MF100_T_COST,E3A_H000_MF100_C_Q,E3A_H000_MF100_C_F,E3A_H000_MF100_C_R,E3A_H000_MF100_first_stage_cost,E3A_H000_MF100_worst_exercise_cost,E3A_H000_MF100_worst_shortage_penalty,E3A_H000_MF100_budget_usage,E3A_H000_MF100_worst_scenario,E3A_H000_MF100_Q_Vaccine,E3A_H000_MF100_F_Vaccine,E3A_H000_MF100_R_Vaccine,E3A_H000_MF100_paid_R_Vaccine,E3A_H000_MF100_R_level_numeric_Vaccine,E3A_H000_MF100_worst_shortage_Vaccine,E3A_H000_MF100_shortage_loss_Vaccine,E3A_H000_MF100_F_total,E3A_H000_MF100_paid_R_any,E3A_H000_MF100_R1_item_count,E3A_H000_MF100_R2_item_count,E3A_H000_MF120_policy_label,E3A_H000_MF120_T_COST,E3A_H000_MF120_C_Q,E3A_H000_MF120_C_F,E3A_H000_MF120_C_R,E3A_H000_MF120_first_stage_cost,E3A_H000_MF120_worst_exercise_cost,E3A_H000_MF120_worst_shortage_penalty,E3A_H000_MF120_budget_usage,E3A_H000_MF120_worst_scenario,E3A_H000_MF120_Q_Vaccine,E3A_H000_MF120_F_Vaccine,E3A_H000_MF120_R_Vaccine,E3A_H000_MF120_paid_R_Vaccine,E3A_H000_MF120_R_level_numeric_Vaccine,E3A_H000_MF120_worst_shortage_Vaccine,E3A_H000_MF120_shortage_loss_Vaccine,E3A_H000_MF120_F_total,E3A_H000_MF120_paid_R_any,E3A_H000_MF120_R1_item_count,E3A_H000_MF120_R2_item_count,E3A_H050_MF080_policy_label,E3A_H050_MF080_T_COST,E3A_H050_MF080_C_Q,E3A_H050_MF080_C_F,E3A_H050_MF080_C_R,E3A_H050_MF080_first_stage_cost,E3A_H050_MF080_worst_exercise_cost,E3A_H050_MF080_worst_shortage_penalty,E3A_H050_MF080_budget_usage,E3A_H050_MF080_worst_scenario,E3A_H050_MF080_Q_Vaccine,E3A_H050_MF080_F_Vaccine,E3A_H050_MF080_R_Vaccine,E3A_H050_MF080_paid_R_Vaccine,E3A_H050_MF080_R_level_numeric_Vaccine,E3A_H050_MF080_worst_shortage_Vaccine,E3A_H050_MF080_shortage_loss_Vaccine,E3A_H050_MF080_F_total,E3A_H050_MF080_paid_R_any,E3A_H050_MF080_R1_item_count,E3A_H050_MF080_R2_item_count,E3A_H050_MF100_policy_label,E3A_H050_MF100_T_COST,E3A_H050_MF100_C_Q,E3A_H050_MF100_C_F,E3A_H050_MF100_C_R,E3A_H050_MF100_first_stage_cost,E3A_H050_MF100_worst_exercise_cost,E3A_H050_MF100_worst_shortage_penalty,E3A_H050_MF100_budget_usage,E3A_H050_MF100_worst_scenario,E3A_H050_MF100_Q_Vaccine,E3A_H050_MF100_F_Vaccine,E3A_H050_MF100_R_Vaccine,E3A_H050_MF100_paid_R_Vaccine,E3A_H050_MF100_R_level_numeric_Vaccine,E3A_H050_MF100_worst_shortage_Vaccine,E3A_H050_MF100_shortage_loss_Vaccine,E3A_H050_MF100_F_total,E3A_H050_MF100_paid_R_any,E3A_H050_MF100_R1_item_count,E3A_H050_MF100_R2_item_count,E3A_H050_MF120_policy_label,E3A_H050_MF120_T_COST,E3A_H050_MF120_C_Q,E3A_H050_MF120_C_F,E3A_H050_MF120_C_R,E3A_H050_MF120_first_stage_cost,E3A_H050_MF120_worst_exercise_cost,E3A_H050_MF120_worst_shortage_penalty,E3A_H050_MF120_budget_usage,E3A_H050_MF120_worst_scenario,E3A_H050_MF120_Q_Vaccine,E3A_H050_MF120_F_Vaccine,E3A_H050_MF120_R_Vaccine,E3A_H050_MF120_paid_R_Vaccine,E3A_H050_MF120_R_level_numeric_Vaccine,E3A_H050_MF120_worst_shortage_Vaccine,E3A_H050_MF120_shortage_loss_Vaccine,E3A_H050_MF120_F_total,E3A_H050_MF120_paid_R_any,E3A_H050_MF120_R1_item_count,E3A_H050_MF120_R2_item_count,E3A_H100_MF080_policy_label,E3A_H100_MF080_T_COST,E3A_H100_MF080_C_Q,E3A_H100_MF080_C_F,E3A_H100_MF080_C_R,E3A_H100_MF080_first_stage_cost,E3A_H100_MF080_worst_exercise_cost,E3A_H100_MF080_worst_shortage_penalty,E3A_H100_MF080_budget_usage,E3A_H100_MF080_worst_scenario,E3A_H100_MF080_Q_Vaccine,E3A_H100_MF080_F_Vaccine,E3A_H100_MF080_R_Vaccine,E3A_H100_MF080_paid_R_Vaccine,E3A_H100_MF080_R_level_numeric_Vaccine,E3A_H100_MF080_worst_shortage_Vaccine,E3A_H100_MF080_shortage_loss_Vaccine,E3A_H100_MF080_F_total,E3A_H100_MF080_paid_R_any,E3A_H100_MF080_R1_item_count,E3A_H100_MF080_R2_item_count,E3A_H100_MF100_policy_label,E3A_H100_MF100_T_COST,E3A_H100_MF100_C_Q,E3A_H100_MF100_C_F,E3A_H100_MF100_C_R,E3A_H100_MF100_first_stage_cost,E3A_H100_MF100_worst_exercise_cost,E3A_H100_MF100_worst_shortage_penalty,E3A_H100_MF100_budget_usage,E3A_H100_MF100_worst_scenario,E3A_H100_MF100_Q_Vaccine,E3A_H100_MF100_F_Vaccine,E3A_H100_MF100_R_Vaccine,E3A_H100_MF100_paid_R_Vaccine,E3A_H100_MF100_R_level_numeric_Vaccine,E3A_H100_MF100_worst_shortage_Vaccine,E3A_H100_MF100_shortage_loss_Vaccine,E3A_H100_MF100_F_total,E3A_H100_MF100_paid_R_any,E3A_H100_MF100_R1_item_count,E3A_H100_MF100_R2_item_count,E3A_H100_MF120_policy_label,E3A_H100_MF120_T_COST,E3A_H100_MF120_C_Q,E3A_H100_MF120_C_F,E3A_H100_MF120_C_R,E3A_H100_MF120_first_stage_cost,E3A_H100_MF120_worst_exercise_cost,E3A_H100_MF120_worst_shortage_penalty,E3A_H100_MF120_budget_usage,E3A_H100_MF120_worst_scenario,E3A_H100_MF120_Q_Vaccine,E3A_H100_MF120_F_Vaccine,E3A_H100_MF120_R_Vaccine,E3A_H100_MF120_paid_R_Vaccine,E3A_H100_MF120_R_level_numeric_Vaccine,E3A_H100_MF120_worst_shortage_Vaccine,E3A_H100_MF120_shortage_loss_Vaccine,E3A_H100_MF120_F_total,E3A_H100_MF120_paid_R_any,E3A_H100_MF120_R1_item_count,E3A_H100_MF120_R2_item_count,row_sha256
11,LA-0248,P4,1210190838.5287185,0.0,7931854.80989634,0.0,7931854.80989634,11206051.045542138,1191052932.67328,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,528959587.72782886,False,0,0,P1,1220278690.4959023,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1201140784.6404638,1.0,h09,711533.9939768369,0.0,NONE,False,0,9038413.06123282,503114224.6404637,0.0,False,0,0,P1,1220278690.4959023,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1201140784.6404638,1.0,h09,1375244.743851572,0.0,NONE,False,0,8554360.172471682,476169904.6404637,0.0,False,0,0,P4,1210190838.5287185,0.0,7931854.809896341,0.0,7931854.809896341,11206051.045542138,1191052932.67328,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,528959587.7278289,False,0,0,P1,1221280555.623522,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1202142649.7680836,1.0,h09,686855.3732090498,0.0,NONE,False,0,9056411.500576377,504116089.76808345,0.0,False,0,0,P1,1221280555.623522,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1202142649.7680836,1.0,h09,686855.3732090498,0.0,NONE,False,0,9056411.500576377,504116089.76808345,0.0,False,0,0,P4,1210190838.5287185,0.0,7931854.80989634,0.0,7931854.80989634,11206051.045542138,1191052932.67328,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,528959587.72782886,False,0,0,P2,1221880385.3769171,9236198.795256818,4103839.9584961813,0.0,13340038.753752999,5797867.101685479,1202742479.5214787,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,218941525.7413669,False,0,0,P1,1222215253.6066244,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1203077347.751186,1.0,h09,663831.2590628628,0.0,NONE,False,0,9073203.286705699,505050787.751186,0.0,False,0,0,89789f488dd60f7e29b16b531e568641c0f4b3b7d8305097b541b032b0ea51d4
12,LA-0349,P4,1204033739.717097,0.0,6885148.011920697,0.0,6885148.011920697,12252757.84351778,1184895833.8616586,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,459156797.6366235,False,0,0,P4,1218448748.944765,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1199310843.0893266,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,367325438.10929877,False,0,0,P4,1228058755.0965436,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1208920849.241105,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,159291872.3209864,False,0,0,P4,1204033739.717097,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1184895833.8616586,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,459156797.63662344,False,0,0,P4,1218448748.9447649,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1199310843.0893264,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,220512778.67253616,False,0,0,P4,1228058755.0965438,0.0,6885148.011920697,0.0,6885148.011920697,12252757.84351778,1208920849.2411053,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,306104531.757749,False,0,0,P4,1204033739.717097,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1184895833.8616586,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,459156797.63662344,False,0,0,P4,1218448748.9447649,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1199310843.0893264,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,220512778.67253616,False,0,0,P4,1228058755.0965436,0.0,6885148.011920696,0.0,6885148.011920696,12252757.843517782,1208920849.241105,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,159291872.3209864,False,0,0,13b04ba93d3b3bc16b4d23174e17af36a1ada12cccd8ee94aef8785b069276db
13,LA-0460,P4,1188540198.267381,0.0,4251245.965468956,0.0,4251245.965468956,14886659.889969522,1169402292.4119425,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,283507119.9763228,False,0,0,P4,1206053915.7849922,0.0,4251245.965468956,0.0,4251245.965468956,14886659.889969522,1186916009.9295537,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,152194664.88125256,False,0,0,P4,1217668714.6463487,0.0,3896399.659350861,339288.03777012695,4235687.697120988,14902218.158317488,1198530808.7909102,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,104916805.71671368,True,2,0,P4,1188540198.267381,0.0,4251245.965468955,0.0,4251245.965468955,14886659.88996952,1169402292.4119425,0.9999999999999998,h09,0.0,1890620.8746075202,R0,False,0,7999598.396423153,445289645.13849837,2292669.9608244705,False,0,0,P4,1206053915.7849922,0.0,4251245.965468956,0.0,4251245.965468956,14886659.889969522,1186916009.9295537,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,152194664.88125256,False,0,0,P4,1217668714.6463487,0.0,3896399.659350861,339288.03777012695,4235687.697120988,14902218.158317488,1198530808.7909102,0.9999999999999998,h09,0.0,628751.5514480617,R1,True,1,8991525.021394622,500504248.79091024,12185478.41678288,True,2,0,P4,1188540198.267381,0.0,4251245.965468955,0.0,4251245.965468955,14886659.88996952,1169402292.4119425,0.9999999999999998,h09,0.0,1890620.8746075202,R0,False,0,7999598.396423153,445289645.13849837,2292669.9608244705,False,0,0,P4,1206053915.7849922,0.0,4251245.965468956,0.0,4251245.965468956,14886659.889969522,1186916009.9295537,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,152194664.88125256,False,0,0,P4,1217668714.6463487,0.0,3896399.659350861,339288.03777012695,4235687.697120988,14902218.158317488,1198530808.7909102,0.9999999999999998,h09,0.0,628751.5514480617,R1,True,1,8991525.021394622,500504248.79091024,12185478.41678288,True,2,0,a96858d2597fab69fcee5e0273be5db7f95467874b358051189cf56a2e1b1169
14,LA-0561,P4,1209821853.3329864,0.0,3163122.5205048127,4706004.806117054,7869127.326621867,11268778.52881661,1190683947.477548,1.0,h09,0.0,843173.3761723774,R2,True,2,8850556.687941,492657387.4775478,13250020.759745441,True,0,2,P4,1220336355.344075,0.0,3326730.9306028965,3959533.441171153,7286264.3717740495,11851641.483664429,1201198449.4886365,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,177482444.01423904,True,0,1,P4,1227971881.1169553,0.0,3445541.715045796,3417453.43207984,6862995.147125635,12274910.708312841,1208833975.2615168,1.0,h09,0.0,1031648.7361807139,R2,True,2,8692567.822318135,483863095.2615167,1031648.7361807139,True,0,1,P4,1209821853.3329864,0.0,3163122.5205048127,4706004.806117054,7869127.326621867,11268778.52881661,1190683947.477548,1.0,h09,0.0,843173.3761723774,R2,True,2,8850556.687941,492657387.4775478,13250020.759745441,True,0,2,P4,1220336355.344075,0.0,3326730.9306028965,3959533.441171153,7286264.3717740495,11851641.483664429,1201198449.4886365,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,177482444.01423904,True,0,1,P4,1227971881.1169553,0.0,3445541.715045796,3417453.43207984,6862995.147125635,12274910.708312841,1208833975.2615168,1.0,h09,0.0,1031648.7361807139,R2,True,2,8692567.822318135,483863095.2615167,1031648.7361807139,True,0,1,P4,1209821853.3329864,0.0,3163122.5205048127,4706004.806117054,7869127.326621867,11268778.52881661,1190683947.477548,1.0,h09,0.0,843173.3761723774,R2,True,2,8850556.687941,492657387.4775478,13250020.759745441,True,0,2,P4,1220336355.344075,0.0,3326730.9306028965,3959533.441171153,7286264.3717740495,11851641.483664429,1201198449.4886365,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,177482444.01423904,True,0,1,P4,1227971881.1169553,0.0,3445541.715045796,3417453.43207984,6862995.147125635,12274910.708312841,1208833975.2615168,1.0,h09,0.0,1031648.7361807139,R2,True,2,8692567.822318135,483863095.2615167,1031648.7361807139,True,0,1,a9e907b8b4a9e6df923c03ebfba01203cfba46bb15d228ff555c25ed9202ff5b
15,LA-0563,P4,1188332256.9282646,0.0,4215895.937819179,0.0,4215895.937819179,14922009.9176193,1169194351.0728261,1.0,h09,0.0,1312232.1190691125,R0,False,0,8464497.54011257,471167791.0728261,13800000.287054446,False,0,0,P4,1205887562.713699,0.0,4215895.937819179,0.0,4215895.937819179,14922009.9176193,1186749656.8582606,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,151104416.12671125,False,0,0,P4,1217591099.9039886,0.0,4215895.937819179,0.0,4215895.937819179,14922009.917619297,1198453194.0485501,1.0,h09,0.0,681079.7378443861,R0,False,0,8990130.677790856,500426634.04855025,13168847.90582972,False,0,0,P4,1188332256.9282646,0.0,4215895.93781918,0.0,4215895.93781918,14922009.9176193,1169194351.0728261,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,281149697.09101444,False,0,0,P4,1205887562.713699,0.0,4215895.937819179,0.0,4215895.937819179,14922009.9176193,1186749656.8582606,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,151104416.12671125,False,0,0,P4,1217591099.9039888,0.0,4215895.93781918,0.0,4215895.93781918,14922009.917619297,1198453194.0485504,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,187433131.39400962,False,0,0,P4,1188332256.9282646,0.0,4215895.937819179,0.0,4215895.937819179,14922009.917619297,1169194351.0728261,1.0,h09,0.0,1312232.1190691122,R0,False,0,8464497.54011257,471167791.0728261,13800000.287054446,False,0,0,P4,1205887562.713699,0.0,4215895.937819179,0.0,4215895.937819179,14922009.9176193,1186749656.8582606,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,151104416.12671125,False,0,0,P4,1217591099.9039886,0.0,4215895.937819179,0.0,4215895.937819179,14922009.917619297,1198453194.0485501,1.0,h09,0.0,681079.7378443861,R0,False,0,8990130.677790856,500426634.04855025,13168847.90582972,False,0,0,f5c70edda833361d2cb95de9dd70a6bce88f18895e49bd4cff6b920eb21e0e8b
16,LA-0925,P4,1196247544.2232208,0.0,5561494.77796176,0.0,5561494.77796176,13576411.077476718,1177109638.3677824,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,370885001.731338,False,0,0,P4,1212219792.5496643,0.0,5561494.777961759,0.0,5561494.777961759,13576411.077476716,1193081886.6942258,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,296708001.3850704,False,0,0,P4,1222867958.1006262,0.0,5561494.77796176,0.0,5561494.77796176,13576411.077476718,1203730052.2451878,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,247256667.820892,False,0,0,P4,1196247544.223221,0.0,5561494.777961759,0.0,5561494.777961759,13576411.077476718,1177109638.3677826,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,263858672.65243083,False,0,0,P4,1212219792.5496643,0.0,5561494.777961759,0.0,5561494.777961759,13576411.077476716,1193081886.6942258,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,296708001.3850704,False,0,0,P4,1222867958.1006262,0.0,5561494.77796176,0.0,5561494.77796176,13576411.077476718,1203730052.2451878,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,247256667.820892,False,0,0,P4,1196247544.223221,0.0,5561494.777961759,0.0,5561494.777961759,13576411.077476718,1177109638.3677826,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,263858672.65243083,False,0,0,P4,1212219792.5496643,0.0,5561494.777961759,0.0,5561494.777961759,13576411.077476716,1193081886.6942258,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,296708001.3850704,False,0,0,P4,1222867958.1006262,0.0,5561494.777961759,0.0,5561494.777961759,13576411.077476718,1203730052.2451878,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,140230338.74198484,False,0,0,1863fd364989236344ab514b29d8f372e0f831300ea11015f8d1ba9cd219a1b8
17,LA-0803,P4,1205339684.17262,0.0,7107158.56935963,0.0,7107158.56935963,12030747.286078846,1186201778.3171816,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,319619047.7104727,False,0,0,P4,1219493504.5091836,0.0,7107158.569359632,0.0,7107158.569359632,12030747.286078846,1200355598.6537452,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,379169791.36575073,False,0,0,P4,1228929384.733559,0.0,7107158.56935963,0.0,7107158.56935963,12030747.286078846,1209791478.8781204,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,161631634.6414099,False,0,0,P4,1205339684.17262,0.0,7107158.56935963,0.0,7107158.56935963,12030747.286078846,1186201778.3171816,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,319619047.7104727,False,0,0,P4,1219493504.5091836,0.0,7107158.569359632,0.0,7107158.569359632,12030747.286078846,1200355598.6537452,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,379169791.36575073,False,0,0,P4,1228929384.733559,0.0,7107158.56935963,0.0,7107158.56935963,12030747.286078846,1209791478.8781204,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,161631634.6414099,False,0,0,P4,1205339684.17262,0.0,7107158.56935963,0.0,7107158.56935963,12030747.286078846,1186201778.3171816,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,319619047.7104727,False,0,0,P4,1219493504.5091836,0.0,7107158.569359632,0.0,7107158.569359632,12030747.286078846,1200355598.6537452,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,379169791.36575073,False,0,0,P4,1228929384.733559,0.0,7107158.56935963,0.0,7107158.56935963,12030747.286078846,1209791478.8781204,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,161631634.6414099,False,0,0,74fb887883d6b9953f3db2170c4fdb6d1b140015c010cbe54b8f9f1e23e95a92
18,LA-0008,P4,1198369528.9983048,0.0,4508133.979807803,1414098.2099182229,5922232.189726027,13215673.665712452,1179231623.1428664,1.0,h09,0.0,2024708.060778871,R1,True,1,8160763.566090586,454260743.1428664,2024708.060778871,True,1,0,P4,1212984531.2257493,0.0,4575754.399239973,1148247.3473898913,5724001.746629864,13413904.108808614,1193846625.3703108,1.0,h09,0.0,1644062.3739723961,R1,True,1,8423321.09389032,468875745.37031084,1644062.3739723961,True,1,0,P4,1222973904.007938,0.0,4621973.042719031,966537.9416071853,5588510.984326216,13549394.871112261,1203835998.1524994,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,205486779.89041075,True,1,0,P4,1198369528.9983048,0.0,4508133.979807803,1414098.2099182229,5922232.189726027,13215673.665712452,1179231623.1428664,1.0,h09,0.0,2024708.060778871,R1,True,1,8160763.566090586,454260743.1428664,2024708.060778871,True,1,0,P4,1212984531.2257493,0.0,4575754.399239973,1148247.3473898913,5724001.746629864,13413904.108808614,1193846625.3703108,1.0,h09,0.0,1644062.3739723961,R1,True,1,8423321.09389032,468875745.37031084,1644062.3739723961,True,1,0,P4,1222973904.007938,0.0,4621973.042719031,966537.9416071853,5588510.984326216,13549394.871112261,1203835998.1524994,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,205486779.89041075,True,1,0,P4,1198369528.9983048,0.0,4508133.979807803,1414098.2099182229,5922232.189726027,13215673.665712452,1179231623.1428664,1.0,h09,0.0,2024708.060778871,R1,True,1,8160763.566090586,454260743.1428664,2024708.060778871,True,1,0,P4,1212984531.2257493,0.0,4575754.399239973,1148247.3473898913,5724001.746629864,13413904.108808614,1193846625.3703108,1.0,h09,0.0,1644062.3739723961,R1,True,1,8423321.09389032,468875745.37031084,1644062.3739723961,True,1,0,P4,1222973904.007938,0.0,4621973.042719031,966537.9416071853,5588510.984326216,13549394.871112261,1203835998.1524994,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,205486779.89041075,True,1,0,ac2ef9c167dc9929c2c0720770340750c0cd344cc765db985b9ebaaac054f475
19,LA-0461,P4,1195590253.2961986,0.0,5449755.320367958,0.0,5449755.320367958,13688150.53507052,1176452347.4407601,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,259413450.01294085,False,0,0,P4,1211693959.8080463,0.0,5449755.320367959,0.0,5449755.320367959,13688150.53507052,1192556053.9526079,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,290746656.01621634,False,0,0,P4,1222429764.149278,0.0,5449755.320367958,0.0,5449755.320367958,13688150.53507052,1203291858.2938395,1.0,h09,0.0,812684.7172050653,R0,False,0,9077056.95411468,505265298.2938395,18410327.62324305,False,0,0,P4,1195590253.2961986,0.0,5449755.320367958,0.0,5449755.320367958,13688150.53507052,1176452347.4407601,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,259413450.01294085,False,0,0,P4,1211693959.8080463,0.0,5449755.320367958,0.0,5449755.320367958,13688150.53507052,1192556053.9526079,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,186726786.0088868,False,0,0,P4,1222429764.1492782,0.0,5449755.320367958,0.0,5449755.320367958,13688150.535070518,1203291858.2938397,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,242288880.0135136,False,0,0,P4,1195590253.2961986,0.0,5449755.320367958,0.0,5449755.320367958,13688150.53507052,1176452347.4407601,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,259413450.01294085,False,0,0,P4,1211693959.8080463,0.0,5449755.320367958,0.0,5449755.320367958,13688150.53507052,1192556053.9526079,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,186726786.0088868,False,0,0,P4,1222429764.1492782,0.0,5449755.320367958,0.0,5449755.320367958,13688150.535070518,1203291858.2938397,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,242288880.0135136,False,0,0,15089e32dafe19c4756d9b7de8ea4809d4d44b79d8d2e51b0c9d55a58659ba9f
20,LA-0873,P4,1212232931.133195,0.0,8279010.552657324,0.0,8279010.552657324,10858895.302781153,1193095025.2777565,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,352916431.1382153,False,0,0,P4,1222629811.2766676,0.0,3704948.8178335456,4068674.9396164347,7773623.757449981,11364282.097988497,1203491905.4212291,1.0,h09,0.0,1331183.104999118,R2,True,2,8596597.89848428,478521025.421229,1331183.104999118,True,0,1,P4,1229905867.957552,0.0,3841048.50314432,3515113.2883334756,7356161.791477796,11781744.063960683,1210767962.1021135,1.0,h09,0.0,479379.42620563234,R2,True,2,9211364.654033368,512741402.1021134,14889329.508070316,True,0,2,P4,1212232931.133195,0.0,8279010.552657324,0.0,8279010.552657324,10858895.302781153,1193095025.2777565,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,352916431.1382153,False,0,0,P4,1222629811.2766676,0.0,3704948.8178335456,4068674.9396164347,7773623.757449981,11364282.097988497,1203491905.4212291,1.0,h09,0.0,1331183.104999118,R2,True,2,8596597.89848428,478521025.421229,1331183.104999118,True,0,1,P4,1229905867.957552,0.0,3841048.50314432,3515113.2883334756,7356161.791477796,11781744.063960683,1210767962.1021135,1.0,h09,0.0,479379.42620563234,R2,True,2,9211364.654033368,512741402.1021134,14889329.508070316,True,0,2,P4,1212232931.133195,0.0,8279010.552657326,0.0,8279010.552657326,10858895.302781153,1193095025.2777565,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,552110712.2717487,False,0,0,P4,1222629811.2766676,0.0,3704948.8178335456,4068674.9396164347,7773623.757449981,11364282.097988497,1203491905.4212291,1.0,h09,0.0,1331183.104999118,R2,True,2,8596597.89848428,478521025.421229,1331183.104999118,True,0,1,P4,1229905867.957552,0.0,3841048.50314432,3515113.2883334756,7356161.791477796,11781744.063960683,1210767962.1021135,1.0,h09,0.0,479379.42620563234,R2,True,2,9211364.654033368,512741402.1021134,14889329.508070316,True,0,2,8dc1891f6bc8ddfc496ac6d3a59a87a8d12b9be3642aadb91e749f14c9af61c0
