panel_index,simulation_id,E3A_H000_MF080_policy_label,E3A_H000_MF080_T_COST,E3A_H000_MF080_C_Q,E3A_H000_MF080_C_F,E3A_H000_MF080_C_R,E3A_H000_MF080_first_stage_cost,E3A_H000_MF080_worst_exercise_cost,E3A_H000_MF080_worst_shortage_penalty,E3A_H000_MF080_budget_usage,E3A_H000_MF080_worst_scenario,E3A_H000_MF080_Q_Vaccine,E3A_H000_MF080_F_Vaccine,E3A_H000_MF080_R_Vaccine,E3A_H000_MF080_paid_R_Vaccine,E3A_H000_MF080_R_level_numeric_Vaccine,E3A_H000_MF080_worst_shortage_Vaccine,E3A_H000_MF080_shortage_loss_Vaccine,E3A_H000_MF080_F_total,E3A_H000_MF080_paid_R_any,E3A_H000_MF080_R1_item_count,E3A_H000_MF080_R2_item_count,E3A_H000_MF100_policy_label,E3A_H000_MF100_T_COST,E3A_H000_MF100_C_Q,E3A_H000_MF100_C_F,E3A_H000_MF100_C_R,E3A_H000_MF100_first_stage_cost,E3A_H000_MF100_worst_exercise_cost,E3A_H000_MF100_worst_shortage_penalty,E3A_H000_MF100_budget_usage,E3A_H000_MF100_worst_scenario,E3A_H000_MF100_Q_Vaccine,E3A_H000_MF100_F_Vaccine,E3A_H000_MF100_R_Vaccine,E3A_H000_MF100_paid_R_Vaccine,E3A_H000_MF100_R_level_numeric_Vaccine,E3A_H000_MF100_worst_shortage_Vaccine,E3A_H000_MF100_shortage_loss_Vaccine,E3A_H000_MF100_F_total,E3A_H000_MF100_paid_R_any,E3A_H000_MF100_R1_item_count,E3A_H000_MF100_R2_item_count,E3A_H000_MF120_policy_label,E3A_H000_MF120_T_COST,E3A_H000_MF120_C_Q,E3A_H000_MF120_C_F,E3A_H000_MF120_C_R,E3A_H000_MF120_first_stage_cost,E3A_H000_MF120_worst_exercise_cost,E3A_H000_MF120_worst_shortage_penalty,E3A_H000_MF120_budget_usage,E3A_H000_MF120_worst_scenario,E3A_H000_MF120_Q_Vaccine,E3A_H000_MF120_F_Vaccine,E3A_H000_MF120_R_Vaccine,E3A_H000_MF120_paid_R_Vaccine,E3A_H000_MF120_R_level_numeric_Vaccine,E3A_H000_MF120_worst_shortage_Vaccine,E3A_H000_MF120_shortage_loss_Vaccine,E3A_H000_MF120_F_total,E3A_H000_MF120_paid_R_any,E3A_H000_MF120_R1_item_count,E3A_H000_MF120_R2_item_count,E3A_H050_MF080_policy_label,E3A_H050_MF080_T_COST,E3A_H050_MF080_C_Q,E3A_H050_MF080_C_F,E3A_H050_MF080_C_R,E3A_H050_MF080_first_stage_cost,E3A_H050_MF080_worst_exercise_cost,E3A_H050_MF080_worst_shortage_penalty,E3A_H050_MF080_budget_usage,E3A_H050_MF080_worst_scenario,E3A_H050_MF080_Q_Vaccine,E3A_H050_MF080_F_Vaccine,E3A_H050_MF080_R_Vaccine,E3A_H050_MF080_paid_R_Vaccine,E3A_H050_MF080_R_level_numeric_Vaccine,E3A_H050_MF080_worst_shortage_Vaccine,E3A_H050_MF080_shortage_loss_Vaccine,E3A_H050_MF080_F_total,E3A_H050_MF080_paid_R_any,E3A_H050_MF080_R1_item_count,E3A_H050_MF080_R2_item_count,E3A_H050_MF100_policy_label,E3A_H050_MF100_T_COST,E3A_H050_MF100_C_Q,E3A_H050_MF100_C_F,E3A_H050_MF100_C_R,E3A_H050_MF100_first_stage_cost,E3A_H050_MF100_worst_exercise_cost,E3A_H050_MF100_worst_shortage_penalty,E3A_H050_MF100_budget_usage,E3A_H050_MF100_worst_scenario,E3A_H050_MF100_Q_Vaccine,E3A_H050_MF100_F_Vaccine,E3A_H050_MF100_R_Vaccine,E3A_H050_MF100_paid_R_Vaccine,E3A_H050_MF100_R_level_numeric_Vaccine,E3A_H050_MF100_worst_shortage_Vaccine,E3A_H050_MF100_shortage_loss_Vaccine,E3A_H050_MF100_F_total,E3A_H050_MF100_paid_R_any,E3A_H050_MF100_R1_item_count,E3A_H050_MF100_R2_item_count,E3A_H050_MF120_policy_label,E3A_H050_MF120_T_COST,E3A_H050_MF120_C_Q,E3A_H050_MF120_C_F,E3A_H050_MF120_C_R,E3A_H050_MF120_first_stage_cost,E3A_H050_MF120_worst_exercise_cost,E3A_H050_MF120_worst_shortage_penalty,E3A_H050_MF120_budget_usage,E3A_H050_MF120_worst_scenario,E3A_H050_MF120_Q_Vaccine,E3A_H050_MF120_F_Vaccine,E3A_H050_MF120_R_Vaccine,E3A_H050_MF120_paid_R_Vaccine,E3A_H050_MF120_R_level_numeric_Vaccine,E3A_H050_MF120_worst_shortage_Vaccine,E3A_H050_MF120_shortage_loss_Vaccine,E3A_H050_MF120_F_total,E3A_H050_MF120_paid_R_any,E3A_H050_MF120_R1_item_count,E3A_H050_MF120_R2_item_count,E3A_H100_MF080_policy_label,E3A_H100_MF080_T_COST,E3A_H100_MF080_C_Q,E3A_H100_MF080_C_F,E3A_H100_MF080_C_R,E3A_H100_MF080_first_stage_cost,E3A_H100_MF080_worst_exercise_cost,E3A_H100_MF080_worst_shortage_penalty,E3A_H100_MF080_budget_usage,E3A_H100_MF080_worst_scenario,E3A_H100_MF080_Q_Vaccine,E3A_H100_MF080_F_Vaccine,E3A_H100_MF080_R_Vaccine,E3A_H100_MF080_paid_R_Vaccine,E3A_H100_MF080_R_level_numeric_Vaccine,E3A_H100_MF080_worst_shortage_Vaccine,E3A_H100_MF080_shortage_loss_Vaccine,E3A_H100_MF080_F_total,E3A_H100_MF080_paid_R_any,E3A_H100_MF080_R1_item_count,E3A_H100_MF080_R2_item_count,E3A_H100_MF100_policy_label,E3A_H100_MF100_T_COST,E3A_H100_MF100_C_Q,E3A_H100_MF100_C_F,E3A_H100_MF100_C_R,E3A_H100_MF100_first_stage_cost,E3A_H100_MF100_worst_exercise_cost,E3A_H100_MF100_worst_shortage_penalty,E3A_H100_MF100_budget_usage,E3A_H100_MF100_worst_scenario,E3A_H100_MF100_Q_Vaccine,E3A_H100_MF100_F_Vaccine,E3A_H100_MF100_R_Vaccine,E3A_H100_MF100_paid_R_Vaccine,E3A_H100_MF100_R_level_numeric_Vaccine,E3A_H100_MF100_worst_shortage_Vaccine,E3A_H100_MF100_shortage_loss_Vaccine,E3A_H100_MF100_F_total,E3A_H100_MF100_paid_R_any,E3A_H100_MF100_R1_item_count,E3A_H100_MF100_R2_item_count,E3A_H100_MF120_policy_label,E3A_H100_MF120_T_COST,E3A_H100_MF120_C_Q,E3A_H100_MF120_C_F,E3A_H100_MF120_C_R,E3A_H100_MF120_first_stage_cost,E3A_H100_MF120_worst_exercise_cost,E3A_H100_MF120_worst_shortage_penalty,E3A_H100_MF120_budget_usage,E3A_H100_MF120_worst_scenario,E3A_H100_MF120_Q_Vaccine,E3A_H100_MF120_F_Vaccine,E3A_H100_MF120_R_Vaccine,E3A_H100_MF120_paid_R_Vaccine,E3A_H100_MF120_R_level_numeric_Vaccine,E3A_H100_MF120_worst_shortage_Vaccine,E3A_H100_MF120_shortage_loss_Vaccine,E3A_H100_MF120_F_total,E3A_H100_MF120_paid_R_any,E3A_H100_MF120_R1_item_count,E3A_H100_MF120_R2_item_count,row_sha256
109,LA-0354,P4,1188980659.6314027,0.0,4326124.39735265,0.0,4326124.39735265,14811781.458085826,1169842753.7759643,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,288500613.35311633,False,0,0,P4,1206406284.8762095,0.0,4326124.397352651,0.0,4326124.397352651,14811781.458085826,1187268379.020771,1.0,h09,0.0,1554370.6515351573,R0,False,0,8305143.342569184,462297499.020771,1554370.6515351573,False,0,0,P4,1218023368.3727474,0.0,4326124.39735265,0.0,4326124.39735265,14811781.458085828,1198885462.517309,1.0,h09,0.0,1295308.8762792978,R0,False,0,8513843.462872034,473914582.5173089,1295308.8762792978,False,0,0,P4,1188980659.6314027,0.0,4326124.39735265,0.0,4326124.39735265,14811781.458085826,1169842753.7759643,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,288500613.35311633,False,0,0,P4,1206406284.8762095,0.0,4326124.397352652,0.0,4326124.397352652,14811781.458085828,1187268379.020771,1.0,h09,0.0,1535694.007357643,R0,False,0,8320189.243813591,463135014.06763977,1936966.479758901,False,0,0,P4,1218023368.3727474,0.0,4326124.39735265,0.0,4326124.39735265,14811781.458085828,1198885462.517309,1.0,h09,0.0,1295308.8762792978,R0,False,0,8513843.462872034,473914582.5173089,1295308.8762792978,False,0,0,P4,1188980659.6314027,0.0,4326124.39735265,0.0,4326124.39735265,14811781.458085826,1169842753.7759643,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,288500613.35311633,False,0,0,P4,1206406284.8762095,0.0,4326124.397352651,0.0,4326124.397352651,14811781.458085826,1187268379.020771,1.0,h09,0.0,1554370.6515351573,R0,False,0,8305143.342569184,462297499.020771,1554370.6515351573,False,0,0,P4,1218023368.3727474,0.0,4326124.397352651,0.0,4326124.397352651,14811781.458085828,1198885462.517309,1.0,h09,0.0,1295308.876279298,R0,False,0,8513843.462872034,473914582.5173089,1295308.876279298,False,0,0,5a4ad8ea63b2ae43e007d7cd60dddd09af4d921afcff64a76a30ca6c15148423
110,LA-0003,P4,1210941581.870684,0.0,8059481.178030441,0.0,8059481.178030441,11078424.677408036,1191803676.0152454,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,537470735.8374974,False,0,0,P1,1219424672.8616834,19137905.855438445,0.0,0.0,19137905.855438445,0.0,1200286767.006245,0.9999999999999982,h09,721533.6332845204,0.0,NONE,False,0,9023070.692121387,502260207.0062449,0.0,False,0,0,P1,1219424672.8616834,19137905.855438445,0.0,0.0,19137905.855438445,0.0,1200286767.006245,0.9999999999999982,h09,721533.6332845204,0.0,NONE,False,0,9023070.692121387,502260207.0062449,0.0,False,0,0,P4,1210941581.870684,0.0,8059481.178030441,0.0,8059481.178030441,11078424.677408036,1191803676.0152454,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,537470735.8374974,False,0,0,P1,1220456158.4677374,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1201318252.612299,1.0,h09,696508.1881789276,0.0,NONE,False,0,9041601.261359207,503291692.6122989,0.0,False,0,0,P1,1220456158.4677374,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1201318252.612299,1.0,h09,696508.1881789276,0.0,NONE,False,0,9041601.261359207,503291692.6122989,0.0,False,0,0,P4,1210941581.870684,0.0,8059481.178030441,0.0,8059481.178030441,11078424.677408036,1191803676.0152454,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,347400921.0630128,False,0,0,P1,1221418491.1101248,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1202280585.2546864,1.0,h09,673160.5015277166,0.0,NONE,False,0,9058889.50227591,504254025.2546863,0.0,False,0,0,P1,1221418491.1101248,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1202280585.2546864,1.0,h09,673160.5015277166,0.0,NONE,False,0,9058889.50227591,504254025.2546863,0.0,False,0,0,654b14b3fa87af8fc383184da9f9ca7b41a8afed1ef3b2e30b15a202e3261172
111,LA-0853,P4,1194530142.9150593,0.0,4341364.125252727,928172.430321554,5269536.555574281,13868369.299864195,1175392237.0596209,1.0,h09,0.0,1305812.7335414274,R1,True,1,8575842.143209629,477365677.0596208,15142211.966005594,True,2,0,P4,1210206631.6289937,0.0,4383887.096906227,749810.9854130482,5133698.0823192755,14004207.773119202,1191068725.7735553,1.0,h09,0.0,1575124.7114494923,R1,True,1,8373416.3152765725,466097845.77355516,1575124.7114494923,True,1,0,P4,1220829355.1745946,0.0,4412701.57063535,628949.4611883727,5041651.031823723,14096254.823614754,1201691449.3191562,1.0,h09,0.0,1321231.4274442338,R1,True,1,8564252.826228015,476720569.3191562,1321231.4274442338,True,1,0,P4,1194530142.9150593,0.0,4341364.125252727,928172.430321554,5269536.555574281,13868369.299864195,1175392237.0596209,1.0,h09,0.0,1305812.7335414274,R1,True,1,8575842.143209629,477365677.0596208,15142211.966005594,True,2,0,P4,1210206631.6289937,0.0,4383887.096906227,749810.9854130482,5133698.0823192755,14004207.773119202,1191068725.7735553,1.0,h09,0.0,1575124.7114494923,R1,True,1,8373416.3152765725,466097845.77355516,1575124.7114494923,True,1,0,P4,1220829355.1745946,0.0,4412701.57063535,628949.4611883727,5041651.031823723,14096254.823614754,1201691449.3191562,1.0,h09,0.0,1321231.4274442338,R1,True,1,8564252.826228015,476720569.3191562,1321231.4274442338,True,1,0,P4,1194530142.9150593,0.0,4341364.125252727,928172.430321554,5269536.555574281,13868369.299864195,1175392237.0596209,1.0,h09,0.0,1305812.7335414274,R1,True,1,8575842.143209629,477365677.0596208,15142211.966005594,True,2,0,P4,1210206631.6289937,0.0,4383887.096906227,749810.9854130482,5133698.0823192755,14004207.773119202,1191068725.7735553,1.0,h09,0.0,1575124.7114494923,R1,True,1,8373416.3152765725,466097845.77355516,1575124.7114494923,True,1,0,P4,1220829355.1745946,0.0,4412701.57063535,628949.4611883727,5041651.031823723,14096254.823614754,1201691449.3191562,1.0,h09,0.0,1321231.4274442338,R1,True,1,8564252.826228015,476720569.3191562,1321231.4274442338,True,1,0,6ce6e0f20aa06b4d0ce4061c2d9b2939a7145ec8bcd03e131c71eb3fa1e2fd81
112,LA-0140,P4,1193987969.1927524,0.0,5177367.022782079,0.0,5177367.022782079,13960538.832656398,1174850063.337314,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,248375634.3479639,False,0,0,P4,1210412132.5252893,0.0,5177367.022782079,0.0,5177367.022782079,13960538.832656398,1191274226.6698508,1.0,h09,0.0,1836911.0203106361,R0,False,0,8391897.36176071,467126574.74504817,2337731.392809598,False,0,0,P4,1221361574.7469804,0.0,5177367.022782078,0.0,5177367.022782078,13960538.832656398,1202223668.891542,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,133286205.22437592,False,0,0,P4,1193987969.1927524,0.0,5177367.022782079,0.0,5177367.022782079,13960538.832656398,1174850063.337314,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,248375634.3479639,False,0,0,P4,1210412132.5252893,0.0,5177367.022782079,0.0,5177367.022782079,13960538.832656398,1191274226.6698508,1.0,h09,0.0,1836911.0203106361,R0,False,0,8391897.36176071,467126574.74504817,2337731.392809598,False,0,0,P4,1221361574.7469804,0.0,5177367.022782078,0.0,5177367.022782078,13960538.832656398,1202223668.891542,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,133286205.22437592,False,0,0,P4,1193987969.1927524,0.0,5177367.022782079,0.0,5177367.022782079,13960538.832656398,1174850063.337314,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,248375634.3479639,False,0,0,P4,1210412132.5252893,0.0,5177367.022782079,0.0,5177367.022782079,13960538.832656398,1191274226.6698508,1.0,h09,0.0,1836911.0203106361,R0,False,0,8391897.36176071,467126574.74504817,2337731.392809598,False,0,0,P4,1221361574.7469804,0.0,5177367.022782078,0.0,5177367.022782078,13960538.832656398,1202223668.891542,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,133286205.2243759,False,0,0,097221cca5ef9bdb5514a54d39f6e698f4f27cc64ed21bee7ce23c8e04ab9bcc
113,LA-0146,P4,1199966269.2092276,0.0,6193678.025582883,0.0,6193678.025582883,12944227.829855595,1180828363.353789,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,413044042.4657812,False,0,0,P4,1215194772.5384693,0.0,6193678.025582883,0.0,6193678.025582883,12944227.829855593,1196056866.6830308,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,330435233.97262496,False,0,0,P1,1224450103.489894,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1205312197.6344554,1.0,h09,657939.6799235193,0.0,NONE,False,0,9113352.213898668,507285637.6344555,0.0,False,0,0,P4,1199966269.2092276,0.0,6193678.025582883,0.0,6193678.025582883,12944227.829855595,1180828363.353789,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,413044042.4657812,False,0,0,P4,1215194772.5384693,0.0,6193678.025582883,0.0,6193678.025582883,12944227.829855593,1196056866.6830308,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,330435233.97262496,False,0,0,P2,1224879245.228465,9982017.269622784,2963157.325937871,0.0,12945174.595560655,6192731.259877823,1205741339.3730266,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,131738037.32473817,False,0,0,P4,1199966269.2092276,0.0,6193678.025582883,0.0,6193678.025582883,12944227.829855595,1180828363.353789,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,288030646.7059771,False,0,0,P4,1215194772.5384693,0.0,6193678.025582883,0.0,6193678.025582883,12944227.829855593,1196056866.6830308,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,330435233.97262496,False,0,0,P2,1224879245.228465,9982017.269622784,2963157.325937871,0.0,12945174.595560655,6192731.259877823,1205741339.3730266,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,131738037.32473817,False,0,0,084cbc8543a101ea91f7096439569bfc9dd9923586bf4416409f05c9028f230f
114,LA-0506,P4,1210075554.8955162,0.0,7912256.592251951,0.0,7912256.592251951,11225649.26318653,1190937649.0400777,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,343502093.26304597,False,0,0,P1,1221770085.4148743,19137905.855438404,0.0,0.0,19137905.855438404,0.0,1202632179.5594358,0.9999999999999961,h09,693317.6061721036,0.0,NONE,False,0,9065205.870211191,504605619.5594358,0.0,False,0,0,P1,1221770085.4148743,19137905.855438404,0.0,0.0,19137905.855438404,0.0,1202632179.5594358,0.9999999999999961,h09,693317.6061721036,0.0,NONE,False,0,9065205.870211191,504605619.5594358,0.0,False,0,0,P4,1210075554.8955162,0.0,7912256.592251951,0.0,7912256.592251951,11225649.26318653,1190937649.0400777,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,343502093.26304597,False,0,0,P2,1222532405.3023615,9489698.047947412,3988894.939962536,0.0,13478592.987909948,5659312.86752853,1203394499.446923,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,212809162.3966355,False,0,0,P1,1222720223.47122,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1203582317.6157815,1.0,h09,669270.7968570384,0.0,NONE,False,0,9082275.036213377,505555757.6157815,0.0,False,0,0,P4,1210075554.8955162,0.0,7912256.59225195,0.0,7912256.59225195,11225649.263186527,1190937649.0400777,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,527652621.6557265,False,0,0,P2,1222532405.3023615,9489698.047947412,3988894.939962536,0.0,13478592.987909948,5659312.86752853,1203394499.446923,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,212809162.3966355,False,0,0,P1,1223606662.2746599,19137905.85543848,0.0,0.0,19137905.85543848,0.0,1204468756.4192214,1.0,h09,646836.1361954322,0.0,NONE,False,0,9098199.849439876,506442196.4192213,0.0,False,0,0,c28b7680032872be10d6c9f53889f0ba8acfbe1ea710713703455b2637eb605b
115,LA-0305,P4,1192865403.4790905,0.0,4986530.851459604,0.0,4986530.851459604,14151375.003978873,1173727497.623652,1.0,h09,0.0,1514661.3771036428,R0,False,0,8545935.211692514,475700937.6236521,17089449.238533672,False,0,0,P4,1209514079.9543598,0.0,4986530.851459605,0.0,4986530.851459605,14151375.003978875,1190376174.0989213,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,173970692.25163266,False,0,0,P4,1220613197.6045394,0.0,4986530.851459604,0.0,4986530.851459604,14151375.003978873,1201475291.749101,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,129631785.12171014,False,0,0,P4,1192865403.4790907,0.0,4986530.851459605,0.0,4986530.851459605,14151375.003978875,1173727497.6236522,1.0,h09,0.0,2239567.2478889427,R0,False,0,8061882.322931375,448756617.6236521,2239567.2478889427,False,0,0,P4,1209514079.9543598,0.0,4986530.851459605,0.0,4986530.851459605,14151375.003978875,1190376174.0989213,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,173970692.25163266,False,0,0,P4,1220613197.6045394,0.0,4986530.851459604,0.0,4986530.851459604,14151375.003978873,1201475291.749101,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,129631785.12171014,False,0,0,P4,1192865403.4790905,0.0,4986530.851459604,0.0,4986530.851459604,14151375.003978873,1173727497.623652,1.0,h09,0.0,1514661.3771036428,R0,False,0,8545935.211692514,475700937.6236521,17089449.238533672,False,0,0,P4,1209514079.9543598,0.0,4986530.851459605,0.0,4986530.851459605,14151375.003978875,1190376174.0989213,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,173970692.25163266,False,0,0,P4,1220613197.6045394,0.0,4986530.851459604,0.0,4986530.851459604,14151375.003978873,1201475291.749101,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,129631785.12171014,False,0,0,d8079cc2e4edecdc9039caf53c0d08a322c63fa51d79161b1e1da14250f09e47
116,LA-0406,P4,1195637364.7708304,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383102,1176499458.915392,1.0,h09,0.0,2429198.7200478404,R0,False,0,8124661.6443274515,452251165.7698433,2902098.6828552373,False,0,0,P4,1211731648.9877517,0.0,5457764.271055377,0.0,5457764.271055377,13680141.5843831,1192593743.1323133,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,291173936.7827239,False,0,0,P4,1222461171.7990327,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383102,1203323265.9435942,1.0,h09,0.0,1634139.4411275317,R0,False,0,8593568.301659854,478352385.94359416,1634139.4411275317,False,0,0,P4,1195637364.7708304,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383102,1176499458.915392,1.0,h09,0.0,2429198.7200478404,R0,False,0,8124661.6443274515,452251165.7698433,2902098.6828552373,False,0,0,P4,1211731648.9877517,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383104,1192593743.1323133,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,186940212.10270852,False,0,0,P4,1222461171.7990327,0.0,5457764.271055377,0.0,5457764.271055377,13680141.584383098,1203323265.9435942,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,242644947.3189366,False,0,0,P4,1195637364.7708304,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383102,1176499458.915392,1.0,h09,0.0,2429198.7200478404,R0,False,0,8124661.6443274515,452251165.7698433,2902098.6828552373,False,0,0,P4,1211731648.9877517,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383104,1192593743.1323133,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,186940212.10270852,False,0,0,P4,1222461171.7990327,0.0,5457764.271055376,0.0,5457764.271055376,13680141.584383102,1203323265.9435942,1.0,h09,0.0,1634139.4411275317,R0,False,0,8593568.301659854,478352385.94359416,1634139.4411275317,False,0,0,636d9e9790eda1781568d8241e2e37a10f923a531dcaff85da00fb40cdc9cfcb
117,LA-0179,P4,1192025970.5752687,0.0,4843827.257809873,0.0,4843827.257809873,14294078.597628605,1172888064.7198303,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,323025185.2466038,False,0,0,P4,1208842533.631302,0.0,4843827.257809874,0.0,4843827.257809874,14294078.597628605,1189704627.7758636,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,169884829.20839787,False,0,0,P4,1220053575.668658,0.0,4843827.257809873,0.0,4843827.257809873,14294078.597628605,1200915669.8132195,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,215350123.49773586,False,0,0,P4,1192025970.5752687,0.0,4843827.257809873,0.0,4843827.257809873,14294078.597628605,1172888064.7198303,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,323025185.2466038,False,0,0,P4,1208842533.631302,0.0,4843827.257809874,0.0,4843827.257809874,14294078.597628605,1189704627.7758636,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,169884829.20839787,False,0,0,P4,1220053575.668658,0.0,4843827.257809873,0.0,4843827.257809873,14294078.597628605,1200915669.8132195,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,215350123.49773586,False,0,0,P4,1192025970.5752687,0.0,4843827.257809873,0.0,4843827.257809873,14294078.597628605,1172888064.7198303,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,323025185.2466038,False,0,0,P4,1208842533.631302,0.0,4843827.257809874,0.0,4843827.257809874,14294078.597628605,1189704627.7758636,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,169884829.20839787,False,0,0,P4,1220053575.668658,0.0,4843827.257809873,0.0,4843827.257809873,14294078.597628605,1200915669.8132195,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,215350123.49773586,False,0,0,62a34cc90a24fdf37ebd8546763731b34b401f0c32b618ba2c6a9782cba2c401
118,LA-0483,P4,1198882429.275777,0.0,5268359.146297236,741066.0905990837,6009425.236896319,13128480.618542157,1179744523.4203386,1.0,h09,0.0,2366142.904883424,R1,True,1,8169977.784929913,454773643.4203387,2366142.904883424,True,1,0,P4,1213845503.557731,0.0,5309478.31964021,597480.0475357526,5906958.367175963,13230947.488262516,1194707597.7022924,1.0,h09,0.0,1907688.3873383908,R1,True,1,8438788.403677287,469736717.7022925,1907688.3873383908,True,1,0,P4,1223951327.0708117,0.0,5337249.558422939,500504.30693612923,5837753.865359068,13300151.990079409,1204813421.2153733,1.0,h09,0.0,1598055.4632625931,R1,True,1,8620338.84046014,479842541.2153733,1598055.4632625931,True,1,0,P4,1198882429.275777,0.0,5268359.146297236,741066.0905990837,6009425.236896319,13128480.618542157,1179744523.4203386,1.0,h09,0.0,2366142.904883424,R1,True,1,8169977.784929913,454773643.4203387,2366142.904883424,True,1,0,P4,1213845503.557731,0.0,5309478.31964021,597480.0475357526,5906958.367175963,13230947.488262516,1194707597.7022924,1.0,h09,0.0,1907688.3873383908,R1,True,1,8438788.403677287,469736717.7022925,1907688.3873383908,True,1,0,P4,1223951327.0708117,0.0,5337249.558422939,500504.30693612923,5837753.865359068,13300151.990079409,1204813421.2153733,1.0,h09,0.0,1598055.4632625931,R1,True,1,8620338.84046014,479842541.2153733,1598055.4632625931,True,1,0,P4,1198882429.275777,0.0,5268359.146297236,741066.0905990837,6009425.236896319,13128480.618542157,1179744523.4203386,1.0,h09,0.0,2366142.904883424,R1,True,1,8169977.784929913,454773643.4203387,2366142.904883424,True,1,0,P4,1213845503.557731,0.0,5309478.31964021,597480.0475357526,5906958.367175963,13230947.488262516,1194707597.7022924,1.0,h09,0.0,1907688.3873383908,R1,True,1,8438788.403677287,469736717.7022925,1907688.3873383908,True,1,0,P4,1223951327.0708117,0.0,5337249.558422939,500504.30693612923,5837753.865359068,13300151.990079409,1204813421.2153733,1.0,h09,0.0,1598055.4632625931,R1,True,1,8620338.84046014,479842541.2153733,1598055.4632625931,True,1,0,829697bf4021090a1fd971e44e8475b4a1e8b44e48fd0890b52c04215cff400e
