heldout_scenario,simulation_id,sample_index,baseline_policy_label,loho_policy_label,policy_stable,delta_Q_Water,delta_F_Water,baseline_R_Water,loho_R_Water,R_stable_Water,delta_Q_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,loho_R_Vaccine,R_stable_Vaccine,delta_Q_Crackers,delta_F_Crackers,baseline_R_Crackers,loho_R_Crackers,R_stable_Crackers,canonical_policy_hash_stable,first_stage_stable,delta_first_stage_cost,row_sha256
h17,LA-0464,464,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ce068d806ac161071d5d58be9f5eb11a0988f20bc00b813df9759f7edc74c8da
h17,LA-0860,860,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,4b9b8bcb8245a9ce2bba80e2805245db07d783a8f451e0d0f98b3496bff4080c
h17,LA-0789,789,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,332569a25cc39993b96965d2fd1995c2a0e4a728fe650e139336f32c13f44d0a
h17,LA-0748,748,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7fff8907f1af947470dbd209e8c9ef44144dec1de7834973d53584afd33e550c
h18,LA-0914,914,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ffdaa7a1b5eaa74664d2b11f33da48e1d4d257b88ffa7eb1e35c93a2129885e0
h18,LA-0802,802,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,f5a4b30a9f173b16cd6e5b48a856e12f38238db381d21e17e254c0bd3f72a24f
h18,LA-0642,642,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,2f4668af4de7ce8fac67815af4470dd58679c559df3c65a4faba3fafdd97611c
h18,LA-0765,765,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,477f76c0c2d6d2ccd091b41db6f7cfc2df598459589adbffd61f5b3105e8fc5e
h18,LA-0334,334,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7470de6deb060ef7d05ecdf06f833e566b08d1348fa310492a724f3499959b31
h18,LA-0396,396,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c1cee5ea5a75b638ebca8edc385b76935b5c93cd9bc8c4561744fd3e0e6bd783
h18,LA-0358,358,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,aab797e485eac62a8b49f9b020ead8001c621420b83553d5c21b5807c0674b00
h18,LA-0467,467,P4,P4,True,0.0,0.0,R1,R1,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,779c6290d6b0bce514b600bb544cfb7834eff282ec48591447b3f0e7f4739e39
h18,LA-0021,21,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,3c7be5d6e59c058f5f10d3a377a17a8d9a955f8831deeceb8db4618aa2e038c5
h18,LA-0148,148,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,57d5a49e588c12f5a6bf7e1033f222f59827747a7216624b95a39bc52d6029da
h18,LA-0248,248,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,e195cf342eec5e9883880a341cd153759eb2498cb3bf6da7fe2f3030974fd891
h18,LA-0349,349,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,dcb2334b3b0df453ae82444e0b6a4c144563212ae6d26b06f485d38af3f2d055
h18,LA-0460,460,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,910bb0d737fb3c0fd27edab0356b375e3ce36c9736a11cbc696604baeec98dc5
h18,LA-0561,561,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,8553deca9beecaef697eb8ed2ba0bc3785fbfc44d2a4b98d9b2225fd47592c16
h18,LA-0563,563,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,9b4a21e1b8e5c18053691c56a63546fe78e4d61d6d59594dac00b0ba993d0b45
h18,LA-0925,925,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,d915614fd75d81f28bfa82192695aa839e70e13c78bd2ecf17f80ac7d245b401
h18,LA-0803,803,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,dfa9c562df6d80ac3de6e325ff76f305b9688a9db2892bf60183c1c9b4935c4d
h18,LA-0008,8,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,d3207d5d0b86095f8d8b34a5af3a7a361517f4b514b33d67f46d639f41575f11
h18,LA-0461,461,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ab1e6d1b8de6939384a463bf72afb6808861654a4045ce23c6ff02ccf7d2e6a7
h18,LA-0873,873,P4,P4,True,0.0,0.0,R2,R2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,24ae3b0a1dc2f8beb3ab5f552207b90092753d0abb335eda33cc84d5d0eac345
h18,LA-0954,954,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,df1c19713a5c5d7ef3dc07c82e7c9251bd60e9ae079254fb5bea1cc38177b4d1
h18,LA-0631,631,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ce88c40bba27e7e85890c099a088fd0d1bddff2bd84abb05a3e3523e78191a32
h18,LA-0266,266,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,4aaf927728ca25a059e6aedaa65e4323c26c6b9ebed36472f13ad4507768e20e
h18,LA-0537,537,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,053a992ce72aff5d6ce1cb1b662420ba6776ce7cf48418a7b83a2eaf6774dc5b
h18,LA-0751,751,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,770c2b0fcfda1d130adf02eca73efcfc6f6280b399bb5d7c01da38cc314e8bad
h18,LA-0580,580,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,d6c6489d76203dc80cce3082f3828feb5621792178c772d484ec0d30d9370c0c
h18,LA-0675,675,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,8c0f1aa4a84be7154aa29156eb6c0b266b5725fcd3f014d6a8a27ccf9bc27380
h18,LA-0291,291,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,34623fa07edaf583b1948f9c848c3398eb5d1431ca5200b82dfa6fba75c3c172
h18,LA-0482,482,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a5e7d00a9ef6772282a0e4de5664d4690582d379a2b7ff1e3dc6feb66a99681d
h18,LA-0568,568,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,0bb82d78d2f46868c3c0ed4ab9c56cb0eb81f723640f5e434da7a507c47d0736
h18,LA-0800,800,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,dce7330ebee5c0bd0f587868f64de04e2c071b4160d88d0d461f11fc31600558
h18,LA-0187,187,P2,P2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,fe605db4cf8b8d39c051856af30fb7654b9ff494fcc0bd7da3a400e88c8dff4a
h18,LA-0814,814,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,3207d2d8a09d6ccccf7dd47d1ccfba454d295d1dd138247c3f0c8324078840cd
h18,LA-0420,420,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,3442fbc99e8a06dec39b95be43ef37214e98d92a0865aa6d6424d16fa8bf5086
h18,LA-0222,222,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,572139e5837a2c6cdb9da13cc1da920e82b0876e8b58de407c5e0ff1231b589f
h18,LA-0513,513,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,b6f23abb8a7110e397ab2636d215f4c3044c9f49db9637f642038830559ea7e9
h18,LA-0061,61,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,bc8f9d3fb1f0b6739f8c3d9a3bbafe8b97c4e94ba85a9b45a2bce0a12a86483f
h18,LA-0619,619,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,64d76c8b68b0ccfe69ccde7dd3c0279c8106f7ad0a6258713926297b1d7bf12b
h18,LA-0234,234,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,0349fa9e2d4fbea58e282217ea98f82b33fbb3439b7bc9a80be795e96f791845
h18,LA-0105,105,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,c5fe5c8e185b1c04a98e50e763fb23a0e0c26219e1028433863b861ac77a587c
h18,LA-0268,268,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,e0ec8546041340cdbbc6e2bff884d3fd1a19e1fa4cf56e837d8642bcdaff7a14
h18,LA-0734,734,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,91fa3dcf5393a1c2ed1d6cd4839e57294aa35022e59d003d7f08c2954bf456b7
h18,LA-0302,302,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,7fc57fab6c777d507eccc5ca498c4bfa3825995f1d9d9e940e6566316c5f4ad2
h18,LA-0017,17,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e115adfa5629210f57810da77db865924d50c6964ddca862f18b5f47c459f388
h18,LA-0923,923,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,335ad0723f26e2ceb62495b17ac738fc77bcf2f6f2dbb70c67b929389c26cb97
h18,LA-0374,374,P3a,P3a,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7762c343863e5465b1706d49a08fb226454ffc35c7d587050872884fcc38b07e
h18,LA-0930,930,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,eaa6c6e4193e84a505541f0a054eaede515eb1dca28f576c13dc7b0bfb922d64
h18,LA-0433,433,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,f951f69a27e63264201026590c3f43c1b0210bb9fdddff0d7292c69373fd5b9c
h18,LA-0947,947,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,e5126083eeb63c2ebe76ca2f4ea783c075a60930a83336a901e8acafd374a514
h18,LA-0278,278,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,4bb37c8868d54efb9a1935e4355ca932a1b70637f5491b471ee90c30e8cf6e65
h18,LA-0164,164,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,e61fe672036cac1d12925a7214bacdc676b48809954abb300754068da99a8398
h18,LA-0453,453,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,e34a34cfce052cf52568d8aff945165622cc7057a1395796fd8d544ae47f24b3
h18,LA-0258,258,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,8a6c46fce3815346d4ec4ca2bf56200ba601a7d61e86db0d28abb1f6e54f3163
h18,LA-0663,663,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,25b2a9110f203050a5ef87c738f83bacb158cffb2192b524ef574f67309623b5
h18,LA-0640,640,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,0d07c3fc760a328be36d6760155bae9e347490b45d81450590e20fe32026bca5
h18,LA-0336,336,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,52dc66c1185b8e3bc486619fe179becb4feee002739334613f3ae1950d365f8f
h18,LA-0303,303,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,5178a4b2f94058e5738966ef9f8a11400caf979cce1c5b604993a44a2d605bc1
h18,LA-0434,434,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,5366b074452439cbcd719027b4049e46ee947e7e27d759e218f521113fc4959b
h18,LA-0251,251,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,57ee038bf4fcc5fcf2119112266827ebb5ca2078f4ddf048af1ce2d27fa71341
h18,LA-0758,758,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,281449319baa8cbc52c783cc146eb1a8404e8d26bbc4317a1b4513089f5bb1b5
h18,LA-0129,129,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,8850672b3a8b0f5a1f1008260f4cc7083676316205329ea49d06e0493bd07b71
h18,LA-0534,534,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e3b61c342508e8d5dc068204817c215052b5e366ef40cd36741c46e78febcfd2
h18,LA-0988,988,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,102f7097b7eb333de9777cbbb32f349f9d1bda73b61992a17f10652317b8e5b4
h18,LA-0056,56,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,d01a404a733c5f349727018d507c35ccc8f8f37af7b18f07a26f3a3a8f05be38
h18,LA-0241,241,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,4ef09ddcf4fb6a4676ffa10e405b6c7017ccaf7f2557c9b9c9fcf328e5553a8a
h18,LA-0773,773,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,b7579674d31627943b6ff2901134f8f7791a2f19768e19e9a5217384d0da366d
h18,LA-0325,325,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,2990e28502288cc4c39b22aae66119db3bde613fde11b7fd6a3a854b67d5342c
h18,LA-0539,539,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a4aa82388c34d7eaf38d9aa72ecb54fd902ecaa224649266fa1ed03fdc8cb5b2
h18,LA-0618,618,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c60826a62e810b8c9dd3c77c97e4d607332c1848be0ceae7551fde1588c054cb
h18,LA-0474,474,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,cc365889ba987fdb64b88b1b46323f91b88c745bf8b662b3fbcc26b408be438f
h18,LA-0559,559,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c83a54a500cfdd0792a1a42b1434c01ea0000978f3f7e9b5463b8ed1392d6c61
h18,LA-0626,626,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,5e63ba5295cf91151c587208b9bfc200e840ba67086dbc98827a8645faba2097
h18,LA-0617,617,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,08b5871766c0b58dc2d261e55d0769b6c4ed94b40656b59b5450a4ef1a9d0308
h18,LA-0624,624,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,634e7bb7785b4421f52e90b557bf7ff2103ba897d0eeb9aef93df4db0898426b
h18,LA-0419,419,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,b095bb05e38f813122f922ace89948ae748aad5deeedd769fd9a64bfa8b7781b
h18,LA-0449,449,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,True,True,0.0,ac315d287aeeb77948cb024851cd85cac5a6c621f533b05a51b7ea3cc44f4f8e
h18,LA-0034,34,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7123e4182e9245ca47866604b6e584185cbe3d2ee570264e067022a11317a952
h18,LA-0228,228,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,43057bb28419fd1fd4142c38cb929afe821db31abc99a249ad7cf647143da8c9
h18,LA-0181,181,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0399c258c6b6f5e0639fd7078b493654e2957a5645ef40c40a093fcf5e27783f
h18,LA-0446,446,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,e06050c2f35146b3ff4bf8c177a0cc91bb97780a70e06d7507917a971eb2b138
h18,LA-0761,761,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0cdc6df18b1b30c9aae668de4300908d224b328bc232e099d7383eb624b0e7f6
h18,LA-0273,273,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,803c9a537b4c3dd5265399f9d5c50f6b669a426cc0853f5a851d9b4b8924d0ac
h18,LA-0998,998,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,a974017887bfdfe8ca1f0ddd69f0fcb5ca10660338734b469e843728b4c6242a
h18,LA-0586,586,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,aa364a74fadf1753d9f3693a1b1292865fbd510a6f180e899a5c16c9e02b1324
h18,LA-0169,169,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,78509189154efc034999e90f72cfe23d3550b804455a71e422d401377cbfd89d
h18,LA-0099,99,P2,P2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,6e00215ca07d12884123e7521395368bde295a3322615fe89dfd97b66bd63e0e
h18,LA-0456,456,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a2314e32715db4a1369379c199d8949fd5d70a1b7024f309a40bbde944a04fa5
h18,LA-0383,383,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5eef95c86627cf1e00ee72e03cb9c0958307fdb67c1275e4ebed921cc0679351
h18,LA-0249,249,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,c1da8d10412ccc5c12090c7665658cadc82774a4101a4b7d8829768c4fd9325c
h18,LA-0060,60,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,471acec4c6c0c2e0eb4a121c909c850ed3b7c822665ed0143d906646bf11d61b
h18,LA-0999,999,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,76d3f4b393229d22c34a0499a642db69fba6f2ae1404bc9985e4dd9174be1a47
h18,LA-0927,927,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,ea8df7fe252bf8138b97b9b2643f321bd0db88e05a14a046d9409557426dbf02
h18,LA-0962,962,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,7279579a80983c3997dd680dfbc2dfb60d261828896eae67b6921964751ccd6b
h18,LA-0044,44,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,a22e4c843014538ccc1b161ea6d7bd7c22ff6cc12896921bb396589dba9771bd
h18,LA-0048,48,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,3a6d4796924f3a588158de37775c1c341db60d2f408a454fd26fe1fae8cbab2d
h18,LA-0976,976,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ec739facfc517b98dd4eb81a27d3a6e0cbdb4335a21876eea21e073a45e7ce7d
h18,LA-0267,267,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,d959be48a28421841dafdb3b8ef6729c20810406f78ab3e5abf791ab01699bf4
h18,LA-0650,650,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,77918210b5b82a9d6c8a3665df28c7d6b8845ce753fd258ddc3f723174243e84
h18,LA-0867,867,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,12710326c20b9af18dbee00367e91d8a65b8cbece699d62647203e2d07fb4e89
h18,LA-0416,416,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,10ef00a68c7a5f8305d38fa4a5b30e6eeeb1215ad8e89a36480401cd46868114
h18,LA-0205,205,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,9ac0e2e3db07fee1888e84a342afad569152adc9816e0653cbd36a6528c9744a
h18,LA-0120,120,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,01792793c0b9e8426de9ba4c58e16a7d163b9fa2d692eb449c60a5f20052062f
h18,LA-0327,327,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,46dc7dc394f425d492b4448a852a340941623041d7d62b41112492c5485a7a50
h18,LA-0598,598,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,54dcf8f2b75fd5776a4481eec55dad4b9176d0dd34e220d32f8ef42174ff403c
h18,LA-0855,855,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,1f0850e4f78fc1c58edcf5a2cd350092efb0829a2c1d960054865ce6096bca82
h18,LA-0477,477,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,f361c958401fca88a7c6bc21d5adf8efb6afd34a70a6319617594ed92a4de82d
h18,LA-0574,574,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a4fc534791f87c0a790ec3a351aa27590d5c65dcb1f218e6f6de5d74683cc7f6
h18,LA-0492,492,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5723cd790f0c540e6eae3aef41a5d72c000d949dbfa297fa8ac58c57e462e641
h18,LA-0354,354,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,7959049bafc9de4d6e81283180744efd8244bece2d6a268daa84149d7e0aa3d1
