heldout_scenario,simulation_id,sample_index,baseline_policy_label,loho_policy_label,policy_stable,delta_Q_Water,delta_F_Water,baseline_R_Water,loho_R_Water,R_stable_Water,delta_Q_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,loho_R_Vaccine,R_stable_Vaccine,delta_Q_Crackers,delta_F_Crackers,baseline_R_Crackers,loho_R_Crackers,R_stable_Crackers,canonical_policy_hash_stable,first_stage_stable,delta_first_stage_cost,row_sha256
h03,LA-0268,268,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0e1fe4fb073cf5df41102d8092f4992de5c750b4a5b77b0e8f6791ce494c2a9a
h03,LA-0734,734,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,579d13f073e2546ef457217cab4a2feb72936003ae4f737dca9e6a7313aa0e6a
h03,LA-0302,302,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,db0f316ff94a72bd9bfdc839ee2903a2c7db2bc5f3a19b400dce4b2c3cf759c7
h03,LA-0017,17,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,cf15988cb71e83335f49db2dc4ca458f99d2a40ace73947975102c92522f79a4
h03,LA-0923,923,P4,P4,True,0.0,-12781263.873211432,R0,NONE,False,0.0,-2128347.66192606,R0,NONE,False,0.0,404358842.01922846,NONE,R0,False,False,False,0.0,278d01ff6e169a6436e11bd920798f466d626e2b10654c54b585d56ac8d43d60
h03,LA-0374,374,P3a,P3a,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,c73256cdb7f70c0ca26a3b018a49be95596b4ae923c76b7d4419a49aeea4aab3
h03,LA-0930,930,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ef8291f650b1c3f86603ef8c0e09bdd326b67e6e83b56c29ebe2144009d29e91
h03,LA-0433,433,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,97adc7f4c3c1459143be5e3a1a913681b2f37fab7f4fc7c6da77cd194171e95f
h03,LA-0947,947,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,b50514c9153fd53b88841bb1ee9e7ccb82ca221b4f6b183682eb7178a0055d86
h03,LA-0278,278,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,d43036649db098561b7e66643f3f70b520659c76530983a2a6522cb31f3b1539
h03,LA-0164,164,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,1919504.4189859552,NONE,R1,False,0.0,-285017322.8191267,R1,NONE,False,False,False,0.0,295b763604d23738f78ebf31582110443382cf685e1f077a0a05b59fb1c15cb9
h03,LA-0453,453,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,3a0550a30bf4d8a3b5ef27449cf7864baf44bea8fd95bb4e978305973c621b7c
h03,LA-0258,258,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ea9a560ae9de549037444d6562caa48fc71945eaa4d50600404cbeb41ee37ed6
h03,LA-0663,663,P4,P4,True,0.0,13096664.59146289,R0,R0,True,0.0,-1351617.289130485,R0,NONE,False,0.0,110183488.47257057,NONE,R0,False,False,False,0.0,182eaf5af7b5359b541d8bb2bc40e1bfe3d150057ced80984a5a691a77bc0e6b
h03,LA-0640,640,P4,P4,True,0.0,14954522.260020705,NONE,R0,False,0.0,1514355.2434946443,NONE,R0,False,0.0,-328209684.55278367,R0,NONE,False,False,False,0.0,4a2b31e52cbde5eb7088b4b4874764decd3de8dc84874a848833868c12de3592
h03,LA-0336,336,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,cae83f6b3fb851105f33240b4b967ac8ac4651504dcf55454dde60dccecbd655
h03,LA-0303,303,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ec30746564e7f5b66a898a1e149988cb860b023147268b8844a7abc76b49b6c6
h03,LA-0434,434,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,3768931.7174847214,NONE,R0,False,0.0,-559629255.0204587,R0,NONE,False,False,False,0.0,5cdf776872715e55b1ced886c16e864b949fc1eb18623c74b65caf3ac71cb462
h03,LA-0251,251,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5880dfbaac1fee60c36b70e3bab11296ca726cbe35dc336a636803575969bfba
h03,LA-0758,758,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,8baddcc40d99061cbee39c0fcb61fc3f6a717ddcf031abdcc7174e97df891aae
h03,LA-0129,129,P4,P4,True,0.0,17049171.68149506,NONE,R0,False,0.0,0.0,NONE,NONE,True,0.0,-117827021.96014035,R0,R0,True,False,False,-9.313225746154785e-10,6cab2e212129b52f4a26f12a16c7eac7633fbcc4ff837769731377dd48c86621
h03,LA-0534,534,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ee5412ca4ae2b816015788913eccefaee2db522dc07b0bb73394d3617658595c
h03,LA-0988,988,P4,P4,True,0.0,-18486814.854118276,R0,NONE,False,0.0,-1931853.3334269954,R0,NONE,False,0.0,414613540.0019471,NONE,R0,False,False,False,2.3283064365386963e-10,7af9b6fe3e5cdb6c536a7bd424f8e341aac268ba6e54ca51eb4b462d6b23fdf3
h03,LA-0056,56,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,560cc2331ee484d5b861672b9afb0fee7b9e4e926534d0c3d9bd27b64ca35c11
h03,LA-0241,241,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0840fdf989956472684ca565fce1b3545664e084231f794bcb35077df7c01253
h03,LA-0773,773,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,988c143b35ff1bf769a78a47727771bed9c7957cf521bacf5688ceb0010617bc
h03,LA-0325,325,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,61682b4617acac7ac97de6b60bccb0a58639fa4d8109b9fbf3211ac6604386b0
h03,LA-0539,539,P4,P4,True,0.0,12827179.13079217,NONE,R0,False,0.0,0.0,NONE,NONE,True,0.0,-88648782.78930953,R0,R0,True,False,False,2.3283064365386963e-10,8c7781ffc5a4b98f67c586d28f44c448f60f1f325a844dfa29a325baa49639ea
h03,LA-0618,618,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,19cf28e843b34d9980e731b7ca151f57dcde33164ca12e99c87a56df107bbe25
h03,LA-0474,474,P4,P4,True,0.0,26622386.917770926,NONE,R0,False,0.0,-1239100.3166599758,R0,R0,True,0.0,0.0,NONE,NONE,True,False,False,0.0,723c0a05a6e50ce0ea1fd04d56d05e6fcee184bcec34ebf4e7d3448264b491ec
h03,LA-0559,559,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,5249c0e2c490758e0029d2c11268168e1e399a6678fdb073314549b6346773c5
h03,LA-0626,626,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,d6146a88aecbcce148c49d00826d526b2318bed8046ad477914e3b35b1f6d3a4
h03,LA-0617,617,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,9dcbd64cc8db5ea6b5fe0b2af0613e0580142f16765a3b81a7be777e4dd18819
h03,LA-0624,624,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,1edfcaefbfc98ef16fe6ee90f245d882177bca28ebf88d4e12962370a7a769fc
h03,LA-0419,419,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7906bb28a0cfb60c767c07e43d83836cb6d767bb1e4f421f5426ff5dc6c770bd
h03,LA-0449,449,P4,P4,True,0.0,-12948480.129404549,R0,NONE,False,0.0,702306.58216158,R0,R0,True,0.0,-14794791.053619508,R0,NONE,False,False,False,0.0,812ac636add1b2eb2b95bc212d479d0043a49ed4c3f6b868f994334e77649b31
h03,LA-0034,34,P4,P4,True,0.0,22655801.32009204,NONE,R1,False,0.0,-1402204.0578126786,R1,NONE,False,0.0,51631553.06762296,NONE,R1,False,False,False,1.862645149230957e-09,9d1d47f4af321f97bfcb842389100bb5d7a2c9e4e518d6030dddbf2ec339b228
h03,LA-0228,228,P4,P4,True,0.0,12883173.102809303,NONE,R0,False,0.0,0.0,NONE,NONE,True,0.0,-89035757.77517699,R0,R0,True,False,False,-1.862645149230957e-09,9371273bc66b9006c22e703a7e802cee66b3a9a5b37879fcb46692c0201cd493
h03,LA-0181,181,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,0.0,0.0,NONE,NONE,True,False,True,0.0,d66e11a9b1d6291a7a8caf9ab971a621779fee035b096b70de0b5bd3e50e65ea
h03,LA-0446,446,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,1f79a70b6fbba89126ce0e8d26cbf336e4db8137e857c0e5d44d8d4233d92ee2
h03,LA-0761,761,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7eba0240b257db3ca8ce1eadb3d75e01df804859f4141edbcd9683ad5b0cfd8f
h03,LA-0273,273,P4,P4,True,0.0,-28029084.11250231,R0,NONE,False,0.0,-4879179.8225497,R0,NONE,False,0.0,918193599.9815341,NONE,R0,False,False,False,1.1641532182693481e-10,a23ab2962753e30960a49d16452d8fa4d689191f649eb337e7e42a9bb8eb8363
h03,LA-0998,998,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,-3228315.2741801515,R0,NONE,False,0.0,479355904.34796184,NONE,R0,False,False,False,-4.656612873077393e-10,938068c9f467ef675fc854d70ad6ba7d794ee5efcac6973ccb3d281966b55caa
h03,LA-0586,586,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,18cffbb654465d96ef045eb313c1b05509484165d3f3fbb3f02a144fc5134e5b
h03,LA-0169,169,P4,P4,True,0.0,13418262.083423154,NONE,R1,False,0.0,0.0,NONE,NONE,True,0.0,-92733763.88639753,R1,R1,True,False,False,9.313225746154785e-10,39256394006387980da6e031e191319b484ab5112ec051fd0c29fd13dc44e34b
h03,LA-0099,99,P2,P2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,19d85c7429320bb2ca6728ec4eae4dca8f372c3b18b03ac37b07dacd8923d8ff
h03,LA-0456,456,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,35926c5070101851385d713eab857bad8320b48dde9323321c9d6e977f16a998
h03,LA-0383,383,P4,P4,True,0.0,-22367068.87116262,R0,NONE,False,0.0,1041042.7211736154,R0,R0,True,0.0,0.0,NONE,NONE,True,False,False,9.313225746154785e-10,dc68c672925a75bc0ba9cb4dbf5a732d146f425ebe4b72c47c77eee5aa797f04
h03,LA-0249,249,P4,P4,True,0.0,-489607.92618313426,R0,NONE,False,0.0,22788.0895220479,R0,R0,True,0.0,0.0,NONE,NONE,True,False,False,4.656612873077393e-10,2eaa232146dde871d4ee51cd06e28257b93f941453f8e01a491f234eb8dc5fc4
h03,LA-0060,60,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,26f4c969bd425d7efdcb2bd52d99cb963671931a9d40aad53bb39301df12f3bc
h03,LA-0999,999,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,5.960464477539063e-08,R0,R0,True,False,True,0.0,124e2cf838b0cb60a3b84ce7175c2995afea030687d9d2bef18b2e76acc4caea
h03,LA-0927,927,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,9ba70eebcf1bac6f615671b93ad4f14e397d3b7555594e05c618735b6525213c
h03,LA-0962,962,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ee88d402fbd38e71866244adb29c99a8e5793321f5957e68c27a83d0ffc0beb0
h03,LA-0044,44,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,f7863135674fba4b923c12d774952b4861984cd0b2d664c99e1274e46b61c169
h03,LA-0048,48,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e090bcfd9c13240fb4db4150ebb316c966a72e77a802ccfcad4ef045c053968f
h03,LA-0976,976,P4,P4,True,0.0,-27162560.94819488,R0,NONE,False,0.0,0.0,NONE,NONE,True,0.0,187720771.7258411,R0,R0,True,False,False,0.0,aeab6e9b641a1b27298d30cd214e91867bdd1aab410bc98c63d5d2e4229d6f04
h03,LA-0267,267,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,14494d828505ac9fb321f30309391cc091b9ac0043033ddece41fbb81d8c431f
h03,LA-0650,650,P4,P4,True,0.0,-15656541.240527626,R0,NONE,False,0.0,728710.9630274326,R0,R0,True,0.0,0.0,NONE,NONE,True,False,False,2.9103830456733704e-11,01eb1b7b8c912a32b43f9c15e7923a7716931a1078306148b690ca3e2bc9a955
h03,LA-0867,867,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0d93c63074db161930aa85f27bcd0da7d90d384e84502b10f97d7108b66c84bf
h03,LA-0416,416,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,38daf14a2dfa79160ebed1a6a44b95fc73b09180dd9f39d6eba52d05fad471b2
h03,LA-0205,205,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,a56853ce786d3209f8b641f8921b5a8b0d743874e2c5a41609b3a7bba2b39e67
h03,LA-0120,120,P4,P4,True,0.0,23913636.943275176,NONE,R0,False,0.0,0.0,NONE,NONE,True,0.0,-165267420.4882558,R0,R0,True,False,False,0.0,ef06e47a491e40b6f653a7e945f1f305578b317603d0bd1fd91cadff2b0a5f9c
h03,LA-0327,327,P4,P4,True,0.0,-13426913.612402048,R0,NONE,False,0.0,0.0,NONE,NONE,True,0.0,92793554.70286822,R0,R0,True,False,False,2.3283064365386963e-10,9502ca7ca9a786c6e9a960c47b8f055de59024e07b0847d6c25e86cc626aa78c
h03,LA-0598,598,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e7717b8167247400e78d87ced71f90788351876475dfd45faa1c26a8a4e8dca0
h03,LA-0855,855,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,a2a025148bb18bba174232ddc30aae8cee2176891d623e8c993fbfdc5abfda55
h03,LA-0477,477,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0fe61c9d1eb78ef2c12d0a8b9932cafdc34eb22a80757041ad42881ed2c4c447
h03,LA-0574,574,P4,P4,True,0.0,-14412138.67546894,R0,NONE,False,0.0,0.0,NONE,NONE,True,0.0,99602456.46714932,R0,R0,True,False,False,0.0,9eb3a50c1454700135e4b9e6dd554e5a2fe09ce5493a08249a2e6cd94c04a2b6
h03,LA-0492,492,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,000c5bf0f10fc7d69512d4d1fc8d2685f69f7ce565fc7d08a82849f2be1d9d05
h03,LA-0354,354,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e89043b82676fc47cbe462449396408eb91b461a0e23d238140888420c9e0e8e
h03,LA-0003,3,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,9f7b79f8e061326eee14056f35590e35bd5baf3677a50d80705af6a3852d08bd
h03,LA-0853,853,P4,P4,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,0dcab8aa532b6533e55cc8b54cbe27168a89c0df01e3cf89fc74c619287a493a
h03,LA-0140,140,P4,P4,True,0.0,16391890.395495892,NONE,R0,False,0.0,0.0,NONE,NONE,True,0.0,-113284543.4182959,R0,R0,True,False,False,-9.313225746154785e-10,40b04e126a4e8ba43b483bcf928d6206e3946697af655bbd702263e69a6907a8
h03,LA-0146,146,P4,P4,True,0.0,-21149239.05305037,R0,NONE,False,0.0,984360.6018008571,R0,R0,True,0.0,0.0,NONE,NONE,True,False,False,0.0,9046bacabd369e7ccde3f75160752d1632f199205f002d50cefb80959c4e7752
h03,LA-0506,506,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e1128985e81569c9f9208ef68c656d840adb7afb9860e9e3050f2bcdba871c09
h03,LA-0305,305,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,f9783f0e0818d8a57eb6076c89b6490dcd39ad71b779c0fa09e353f2a674dbd5
h03,LA-0406,406,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,8e06eb1a7308892421d61a5edd4c44c1eedb79648f23cf0580bb29e66075265f
h03,LA-0179,179,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,9bf5cb6d28aa37a7f646709303284bfecc62cc7b62dedc189c8ff1c4231ccc8c
h03,LA-0483,483,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5e4f2da989dfcc39d751a27c460bb7284a8efd712b228e702586aa4a9ecc7b37
h03,LA-0593,593,P4,P4,True,0.0,0.0,R0,R0,True,0.0,-888364.6990989821,R0,NONE,False,0.0,131908697.74500036,NONE,R0,False,False,False,0.0,1f0c0e2289670506228f9dfa6e17a0705acb8125cea647a54bb59caded9ab6e6
h03,LA-0658,658,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,-4.656612873077393e-10,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,-2.7939677238464355e-09,8d3e13c9a57bc277decb2bd6cb8988c8014ba3cd82034b8d2bbaf6e8123ace64
h03,LA-0287,287,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,6634fdd2945f9248b5034c699802ff3dea45a1c47bbf158f50fbbd8aaae18f2e
h03,LA-0015,15,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,f017864b86b92d3cb00362fd39c24f073b7850185083b9b80342eadbba41eb3c
h03,LA-0154,154,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,bb1d7597edb565967ee04c9062fd5ba3d976a48326cd32bd5909a7e2a84ab564
h03,LA-0149,149,P4,P4,True,0.0,-12301827.333069101,R1,NONE,False,0.0,0.0,NONE,NONE,True,0.0,85018070.46125542,R1,R1,True,False,False,0.0,a59dded0c08121d87fbe46914398ceda84e56805a9e14b0b2cd7d936f06f357e
h03,LA-0572,572,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,-1066041.3769348694,R0,NONE,False,0.0,158290992.33275336,NONE,R0,False,False,False,0.0,f3aa75ffab89d56cf9e9efa52ea8dd78e01ede9c5f25e4337dd00e8f08f1b471
h03,LA-0123,123,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,63736fa60a4013a54ec4a536f61056485d82a082e7bcf53d0b570707ec94e8f2
h03,LA-0752,752,P4,P4,True,0.0,-439155.75438580516,R0,NONE,False,0.0,20439.866492935456,R0,R0,True,0.0,0.0,NONE,NONE,True,False,False,2.3283064365386963e-10,bf3acdc742b0e72016379f20c2c44b7f0e1379a2fa2bea5a63ea345c393f4c39
h03,LA-0405,405,P4,P4,True,0.0,22050151.651099388,NONE,R0,False,0.0,0.0,NONE,NONE,True,0.0,-152388852.1598066,R0,R0,True,False,False,0.0,2b21f90756784bc5bc8ddc6de946bbc2b2e154ef48376703106b31e383bb338e
h03,LA-0959,959,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,f0198b994b1986f473908ae498f4e90f3e890a8e7c9757ddfea61200ff3a9b73
h03,LA-0150,150,P4,P4,True,0.0,15708570.374125771,NONE,R1,False,0.0,-1517763.6106366196,R1,NONE,False,0.0,116802788.88495453,NONE,R1,False,False,False,9.313225746154785e-10,60741cb532186bdfce226ba957ca63cdec1bbf59f801449ec76680eeee3dd26d
h03,LA-0978,978,P4,P4,True,0.0,-670636.9124735651,R0,NONE,False,0.0,-3398159.1090397476,R0,NONE,False,0.0,509209919.8634898,NONE,R0,False,False,False,2.3283064365386963e-10,d7c82313e2f7bc4ee03053d19cd4a9dd850a98ad6f849354d158a89746f56613
h03,LA-0481,481,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,f23571ec18dfee61b0825e6b72cc41df693670bdb2179d7ca4810612dbb4b4ac
h03,LA-0649,649,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c820f738857befa336beb4f0ee6f73dd407caf16b3589bc70ddb1dadd8ae72ea
h03,LA-0068,68,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,9709e569a936d3240d2d45a7ddd04f236e4bc2ef1d91b4bb1610e4b5ace4060c
h03,LA-0896,896,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,7ef384b9c824bd2c30087b054fcc550aa995ad097a7da5c0fec9a9079f8e73bc
h03,LA-0943,943,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,b8943bea387090e62b8f5b36aa92b4eda2fee34f46ef1f33b23a2719e83f4243
h03,LA-0509,509,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,ff45f4e2bc4ae2f6d022e14a99e7f59dca7639c40a0bd6efd2fc8e9662ebea39
h03,LA-0848,848,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,2feb4123bb2edc42bcf28bfd949c0e0407a7512027c1e9138b8ab74016634b5f
h03,LA-0495,495,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,171e9ceb61154f18eaa360b793b39befe0a4393caa2c3c8d7fdb17d68ee21a6e
h03,LA-0180,180,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,-2336585.647153755,R0,NONE,False,0.0,346947565.789497,NONE,R0,False,False,False,2.3283064365386963e-10,1458b5b57c019b29296c9f2d49e19146670eebcd4b2df2da99672860145bc40a
h03,LA-0525,525,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,35a7f024d6d2940188d4d86dd23a24a6b77b399378f44fde48c3731e1981c2c8
h03,LA-0523,523,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,41e4b670384c2ce6307bd9f35522fae0acaed5e11c69845c28e30c8660dd4372
h03,LA-0982,982,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,92b5d4c1bc8e37b5c2cdc63e1ae46bf157a95139e7dfc7e45891faccf75cac1b
h03,LA-0410,410,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,1164375.036695305,NONE,R2,False,0.0,-172892050.9032423,R2,NONE,False,False,False,-1.862645149230957e-09,436391208d77cb7c41ceedb5c524f29dd3d14ba5cfbe66395eb11a082ab5360d
h03,LA-0972,972,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,b42ceec5a9a0b535a7e4c295c65924d230eac8148d24a90c48d006f1e05afb68
h03,LA-0770,770,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,790fd92e36d2801f65455bce1dff9b9d5cb24c9754a4308b7a61b5bdf8628b9b
h03,LA-0285,285,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,5b1931a593fdd9dd065662a74c907bad82594f088d92e81e5a5666eb467010fc
h03,LA-0575,575,P4,P4,True,0.0,12749490.132437354,NONE,R1,False,0.0,-593406.4931574934,R1,R1,True,0.0,0.0,NONE,NONE,True,False,False,0.0,10d5787695868000e1bd3d89638283a11034e5262e26a8c7011b809cdc822736
