simulation_id,sample_index,input_sha256,layer_a_policy,layer_b_policy,policy_transition,layer_a_T_COST,layer_b_T_COST,delta_T_COST,layer_a_budget_usage,layer_b_budget_usage,delta_budget_usage,layer_a_worst_scenario,layer_b_worst_scenario,h09_recourse_loss,largest_non_h09_recourse_loss,largest_non_h09_scenario,h09_loss_advantage,h09_relative_loss_advantage,layer_a_Q_Water,layer_b_Q_Water,delta_Q_Water,layer_a_F_Water,layer_b_F_Water,delta_F_Water,layer_a_R_Water,layer_b_R_Water,reliability_transition_Water,delta_R_level_Water,layer_a_worst_exercise_Water,layer_b_worst_exercise_Water,delta_worst_exercise_Water,layer_a_worst_shortage_Water,layer_b_worst_shortage_Water,delta_worst_shortage_Water,layer_a_Q_Seasonal Influenza Vaccine,layer_b_Q_Seasonal Influenza Vaccine,delta_Q_Seasonal Influenza Vaccine,layer_a_F_Seasonal Influenza Vaccine,layer_b_F_Seasonal Influenza Vaccine,delta_F_Seasonal Influenza Vaccine,layer_a_R_Seasonal Influenza Vaccine,layer_b_R_Seasonal Influenza Vaccine,reliability_transition_Seasonal Influenza Vaccine,delta_R_level_Seasonal Influenza Vaccine,layer_a_worst_exercise_Seasonal Influenza Vaccine,layer_b_worst_exercise_Seasonal Influenza Vaccine,delta_worst_exercise_Seasonal Influenza Vaccine,layer_a_worst_shortage_Seasonal Influenza Vaccine,layer_b_worst_shortage_Seasonal Influenza Vaccine,delta_worst_shortage_Seasonal Influenza Vaccine,layer_a_Q_Crackers,layer_b_Q_Crackers,delta_Q_Crackers,layer_a_F_Crackers,layer_b_F_Crackers,delta_F_Crackers,layer_a_R_Crackers,layer_b_R_Crackers,reliability_transition_Crackers,delta_R_level_Crackers,layer_a_worst_exercise_Crackers,layer_b_worst_exercise_Crackers,delta_worst_exercise_Crackers,layer_a_worst_shortage_Crackers,layer_b_worst_shortage_Crackers,delta_worst_shortage_Crackers
LA-0796,796,779e6284d44a3658415e422f28cf8b3c5c70805e76037da02a6cd105161b0ad3,P4,P4,P4->P4,1225725893.1519256,1224018700.2211683,-1707192.9307572842,1.0,1.0,0.0,h09,h09,1218164109.3836172,217185658.68813893,h19,1000978450.6954782,0.8217106734510234,0.0,0.0,0.0,15084698.876463221,0.0,-15084698.876463221,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,86850183.64891477,201542251.53129143,114692067.88237666,R0,R0,R0->R0,0,59878020.591982074,138951359.45974356,79073338.8677615,1802121979.4080179,1723048640.5402565,-79073338.86776137
LA-0797,797,8f7c6ae29d642bf5d4f78f54c33031c0ad82475f94c87de3039e65618b18f23a,P4,P4,P4->P4,1241267488.9361768,1240409472.309592,-858016.6265847683,1.0,1.0,0.0,h09,h09,1231741824.7079773,218199263.98477873,h19,1013542560.7231985,0.8228530852749847,0.0,0.0,0.0,24958424.52686314,24958424.52686314,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,44206406.54391943,56046356.79498054,11839950.251061112,R0,R0,R0->R0,0,18420498.76032558,23354122.774874374,4933624.014548793,1843579501.2396743,1838645877.2251256,-4933624.0145487785
LA-0798,798,b3066e2f289fd9405550c5f50b21b7917edd3dcb6b1ec139f1e93ba778d96dfe,P4,P4,P4->P4,1225598669.8410447,1223884525.5635636,-1714144.277481079,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1223881600.8907723,221109539.87583673,h19,1002772061.0149356,0.8193374753612542,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,316610377.9958649,333909633.12908524,17299255.133220315,R0,R0,R0->R0,0,132091911.19932568,139309273.07904795,7217361.879722267,1729908088.8006744,1722690726.920952,-7217361.879722357
LA-0799,799,2b823709ce852b2d6e351887370c0475a4e8be187eeb3c861d58db177f62805a,P4,P4,P4->P4,1215981965.4866383,1213742374.6864603,-2239590.800178051,1.0,1.0,0.0,h09,h09,1205872164.1023028,192329603.37910426,h19,1013542560.7231985,0.8405058105621985,0.0,0.0,0.0,0.0,19690894.939454768,19690894.939454768,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,298666694.8345421,178901524.31960437,-119765170.51493773,R0,R0,R0->R0,0,157744665.0256337,94489146.31075697,-63255518.714876726,1704255334.9743662,1767510853.689243,63255518.71487689
LA-0800,800,ff13f8d0dba72ef747962df03f8dcb74640d3949112a9474ed7f575d1b65b818,P4,P4,P4->P4,1211313083.2347002,1208818389.6619143,-2494693.5727858543,1.0,1.0,0.0,h09,h09,1200010412.4605317,188777243.95227343,h19,1011233168.5082583,0.8426869950526514,0.0,0.0,0.0,13367466.762139332,13367466.762139332,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,126379736.69286737,138332685.04887038,11952948.356003016,R0,R0,R0->R0,0,98324483.2392964,107623976.1884404,9299492.94914399,1763675516.7607036,1754376023.8115597,-9299492.949143887
LA-0801,801,130a8d9f0997de4ffc8bbffec49a40055721c06682ace8ccfd95478fb4eb5ea8,P1,P1,P1->P1,1220886426.4575925,1219963979.723139,-922446.7344534397,1.0,1.0,0.0,h09,h09,1200826073.8677006,187310837.81313065,h19,1013515236.05457,0.8440150144226737,0.0,13919943.04435833,13919943.04435833,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1303995.7970285513,702133.653274666,-601862.1437538853,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8583090.344677763,9032759.303458259,449668.95878049545,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0802,802,08d200d068730669000640f9037f4ea66dcff16c72d21874b825ba042565721f,P4,P4,P4->P4,1230060359.6790605,1228589997.4005196,-1470362.2785408497,1.0,1.0,0.0,h09,h09,1223511068.8220685,209968508.0988699,h19,1013542560.7231985,0.8283885504190686,0.0,0.0,0.0,12280877.45567742,12280877.45567742,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,57053819.43517794,64808565.87198676,7754746.436808825,R0,R0,R0->R0,0,48315743.25754238,54882811.71286092,6567068.45531854,1813684256.7424576,1807117188.2871392,-6567068.455318451
LA-0803,803,6fab487f0e10f651a0bddc12ba6823cef3f62e8a9cc929292030385a0f8776dd,P4,P4,P4->P4,1199489957.4452531,1196349260.8235512,-3140696.621701956,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1190631943.510422,214130089.7430615,h19,976501853.7673604,0.8201542542931218,0.0,0.0,0.0,26111130.197971385,0.0,-26111130.197971385,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,326044940.0334511,534173843.99826574,208128903.96481466,R0,R0,R0->R0,0,129862910.97469741,212760149.9996952,82897239.0249978,1732137089.0253026,1649239850.0003047,-82897239.02499795
LA-0804,804,9ab69d62c2bfa3180d5e4cebce0d5f7b64074f26b8f1b63bebed584510dbdaf4,P4,P4,P4->P4,1212827204.6644647,1210415241.0801337,-2411963.5843310356,1.0,1.0,0.0,h09,h09,1207811848.9788876,196195136.25333604,h19,1011616712.7255515,0.8375615072668777,0.0,0.0,0.0,12888658.119535575,12888658.119535575,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,116847500.82375738,128098814.8325211,11251314.008763716,R0,R0,R0->R0,0,94285533.62938184,103364342.6571256,9078809.027743772,1767714466.370618,1758635657.3428743,-9078809.027743816
LA-0805,805,f156cefb18635c4c57ed918a8d78e6812f4f02183bcb19658dc3c20c5a377907,P4,P4,P4->P4,1240692841.202164,1239803426.433088,-889414.7690758705,1.0,1.0,0.0,h09,h09,1232824466.882768,220000205.8843489,h19,1012824260.998419,0.8215478263173785,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,105174610.06606676,110921239.17085753,5746629.104790777,R2,R2,R2->R2,0,91827903.08707824,96845282.28326094,5017379.196182698,1770172096.9129217,1765154717.7167392,-5017379.196182489
LA-0806,806,e494b69bb75679d4263548470ffe118c7a283a677dd94efc44719a09f764b700,P4,P4,P4->P4,1204719255.6301396,1201864282.3130262,-2854973.3171133995,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1196772199.1561775,214867010.90328914,h19,981905188.2528884,0.82046122808101,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,2821794.477440049,0.0,-2821794.477440049,R0,NONE,R0->NONE,-1,1264695.851561301,0.0,-1264695.851561301,8292648.212824989,9557344.06438629,1264695.8515613005,0.0,0.0,0.0,0.0,441887098.04781306,441887098.04781306,NONE,R0,NONE->R0,1,0.0,198048718.36964047,198048718.36964047,1862000000.0,1663951281.6303596,-198048718.36964035
LA-0807,807,ae31859720c70e0d7ddc33ef4c0116d1b1e34af5de49fcd2c4ed4c389f627b03,P4,P4,P4->P4,1237930831.8637867,1236890503.8349268,-1040328.0288598537,1.0,1.0,0.0,h09,h09,1229745826.1092007,216203265.3860021,h19,1013542560.7231987,0.8241886568787562,0.0,0.0,0.0,20411629.424875688,20411629.424875688,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,53621937.61903953,64259425.66689412,10637488.047854595,R0,R0,R0->R0,0,27321099.145489085,32741042.5216344,5419943.376145314,1834678900.854511,1829258957.4783657,-5419943.376145363
LA-0808,808,0683fb44f7456ecc78ce87deb1e44286aa4dd14dd50d42cce53bccc10630a436,P1,P1,P1->P1,1235090926.0571845,1234425015.0638595,-665910.993324995,0.9999999999999976,0.9999999999999974,-1.1102230246251565e-16,h09,h09,1215287109.208421,194106377.62146932,h19,1021180731.5869517,0.8402794071041363,18859833.359036155,18859833.359036155,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,0.0,0.0,0.0,426192.2567405546,480188.1096552935,53995.852914738934,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9322326.109257959,9292550.826538175,-29775.282719783485,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0809,809,69b46bd9f5f9e4910363194ac5e5f9b9bc743b44edede2beece0be0d4bd40dde,P4,P4,P4->P4,1229936481.356112,1228459350.4974391,-1477130.8586728573,1.0,1.0,0.0,h09,h09,1226517907.0485616,226270303.85508978,h19,1000247603.1934718,0.8155181407831406,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,1200284.9718222173,1200284.9718222173,NONE,R0,NONE->R0,1,-9.272019970712712e-11,856018.8875754144,856018.8875754145,9557344.06438629,8701325.176810876,-856018.887575414,0.0,0.0,0.0,168990661.72066313,0.0,-168990661.72066313,R0,NONE,R0->NONE,-1,120520711.04176226,0.0,-120520711.04176226,1741479288.9582376,1862000000.0,120520711.04176235
LA-0810,810,02548da34bb70fbd57dc90a9a0442b4f0c84561dce7c69578872ec000c1ee761,P1,P1,P1->P1,1226779979.7048302,1225963971.5703118,-816008.1345183849,1.0,1.0,0.0,h09,h09,1206826065.7148733,187008395.8482389,h19,1019817669.8666344,0.8450411362821676,10132527.07734838,15617139.94355356,5484612.86620518,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3652395.6380424714,0.0,-3652395.6380424714,579506.4053686789,625879.8774971446,46373.47212846577,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9171430.469604038,9140548.751704395,-30881.717899642885,37549686.153865136,0.0,-37549686.153865136,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1836994349.9634583,1862000000.0,25005650.0365417
LA-0811,811,312297d7ffeb4cd6ed51258762dbdb3024fb17d65df4453dadcb169489869a9e,P4,P4,P4->P4,1210422252.429648,1207878884.8068366,-2543367.6228113174,1.0,1.0,0.0,h09,h09,1201690610.2901762,214888524.67765704,h19,986802085.6125191,0.8211781611360288,0.0,0.0,0.0,14851694.27563766,0.0,-14851694.27563766,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,143805517.60619956,259911282.07970685,116105764.47350729,R0,R0,R0->R0,0,100700792.47172374,182004644.28243786,81303851.81071413,1761299207.5282762,1679995355.7175622,-81303851.810714
LA-0812,812,bcbc89e6952ba2c7f23dfdf3868686586ad95f5505a9aefb9f98a9bdcce2d7bf,P4,P4,P4->P4,1238340354.5951982,1237322402.453883,-1017952.1413152218,1.0,1.0,0.0,h09,h09,1228785867.1512027,215243306.42800397,h19,1013542560.7231987,0.8248325341444391,0.0,0.0,0.0,0.0,11325673.695104828,11325673.695104828,NONE,R2,NONE->R2,3,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,719501.6235200607,0.0,-719501.6235200607,R2,NONE,R2->NONE,-3,660695.0796969233,0.0,-660695.0796969233,8896648.984689366,9557344.06438629,660695.0796969235,0.0,0.0,0.0,0.0,34400584.07478731,34400584.07478731,NONE,R2,NONE->R2,3,0.0,31588944.19962155,31588944.19962155,1862000000.0,1830411055.8003786,-31588944.19962144
LA-0813,813,92281bbc6a8ec9104aa6945558937cc9273fee3e3871716dd43e77ceca8869d5,P1,P1,P1->P1,1224758241.7278137,1223905720.6526835,-852521.0751302242,1.0,1.0,0.0,h09,h09,1204767814.797245,187855108.22884986,h19,1016912706.5683951,0.8440735999737304,10139643.06687946,14990166.86098433,4850523.794104869,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3365235.886065256,0.0,-3365235.886065256,534976.9977500489,654049.304909748,119072.30715969915,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9186183.367631033,9103572.413000233,-82610.95463079959,44112449.81158572,0.0,-44112449.81158572,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1831395305.4495642,1862000000.0,30604694.55043578
LA-0814,814,40c804a4dfd5fd80fb434378b2ece88893d2f079a5368913575cd0db54d7c969,P1,P1,P1->P1,1228953401.6505375,1228176645.8955712,-776755.754966259,1.0,1.0,0.0,h09,h09,1209038740.0401328,194695089.1253828,h19,1014343650.91475,0.8389670382944718,11437060.095172139,16352403.787141168,4915343.69196903,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3126119.8697084617,0.0,-3126119.8697084617,642363.6998102868,592845.0279208618,-49518.671889424906,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9148805.811234768,9180299.296495631,31493.485260862857,19200687.59332454,0.0,-19200687.59332454,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1849788513.9353273,1862000000.0,12211486.064672709
LA-0815,815,47130ec179402d557d1d06494f2e951c7c4d952a0aca31958068027ec49dcb62,P4,P4,P4->P4,1219282975.9165187,1217223748.8238902,-2059227.092628479,1.0,1.0,0.0,h09,h09,1207793903.174675,194251342.4514765,h19,1013542560.7231984,0.839168469106452,0.0,0.0,0.0,22193422.45472258,22193422.45472258,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,164454611.06343713,181820702.2626387,17366091.199201554,R0,R0,R0->R0,0,77064632.93568327,85202510.22072834,8137877.285045072,1784935367.0643167,1776797489.7792716,-8137877.285045147
LA-0816,816,af0227d8c7fb016984aacc037bd180901f98dff0e53e6bb46f414d29acce3b5b,P4,P4,P4->P4,1225112903.9658365,1223372217.9563267,-1740686.0095098019,1.0,1.0,0.0,h09,h09,1219802187.0029895,206259626.27979097,h19,1013542560.7231985,0.8309073155651873,0.0,0.0,0.0,23306391.117318098,23306391.117318098,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,137850987.5907585,154183753.50150225,16332765.910743743,R0,R0,R0->R0,0,61513181.67309898,68801344.16109215,7288162.487993166,1800486818.326901,1793198655.838908,-7288162.487993002
LA-0817,817,0d177fcf62f8f686342e0eb4198aa944da022752cf463e996c08add317c17b13,P4,P4,P4->P4,1225909165.6016922,1224211986.48314,-1697179.118552208,1.0,1.0,0.0,h09,h09,1222364464.0647922,219938943.2585412,h19,1002425520.8062509,0.8200708956090176,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,192854065.45650256,203391406.9767934,10537341.520290852,R0,R0,R0->R0,0,131263657.46306966,138435764.4374119,7172106.974342242,1730736342.5369303,1723564235.562588,-7172106.974342346
LA-0818,818,eff11661a0d1ff4c2cf40202c88046cf713057dea705241e476bc8fec54053b5,P4,P4,P4->P4,1216095101.0138881,1213861691.8188837,-2233409.195004463,1.0,1.0,0.0,h09,h09,1206071236.7821448,214624432.97237337,h19,991446803.8097714,0.8220466366936985,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,199549704.95281732,210452889.11117968,10903184.158362359,R0,R0,R0->R0,0,157442873.71308059,166045385.2874344,8602511.574353814,1704557126.2869194,1695954614.7125657,-8602511.574353695
LA-0819,819,44d02b4dd90865d3198a2f35e2a4573b642e525a76e7929933bda45f674eb656,P4,P4,P4->P4,1220446522.3509266,1218450870.2009628,-1995652.1499638557,1.0,1.0,0.0,h09,h09,1212733705.3319652,199191144.60876685,h19,1013542560.7231984,0.8357503022032017,0.0,0.0,0.0,24175215.908653144,24175215.908653144,0.0,R0,R0,R0->R0,0,10399999.999999996,10400000.0,3.725290298461914e-09,3.725290298461914e-09,0.0,-3.725290298461914e-09,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,171924951.82678887,190447560.2136221,18522608.38683322,R0,R0,R0->R0,0,73960849.2331442,81929139.06976628,7968289.836622089,1788039150.7668557,1780070860.9302337,-7968289.836622
LA-0820,820,aa1c00a7484e0f33ed7a8831163cf88f55dfedb23fd25ec53dd1ae18ff2c5d0c,P4,P4,P4->P4,1207069231.8250825,1204342658.7139592,-2726573.1111233234,1.0,1.0,0.0,h09,h09,1198633462.6297972,199560737.53138626,h19,999072725.098411,0.8335097894784693,0.0,0.0,0.0,0.0,12476053.677534519,12476053.677534519,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,965959.3409032066,965959.3409032066,NONE,R0,NONE->R0,1,0.0,805220.7376666726,805220.7376666726,9557344.06438629,8752123.326719617,-805220.7376666721,0.0,0.0,0.0,217754596.96919543,0.0,-217754596.96919543,R0,NONE,R0->NONE,-1,181519562.75705647,0.0,-181519562.75705647,1680480437.2429435,1862000000.0,181519562.75705647
LA-0821,821,7ec5475d5d83caf4de7b00abefb6fd0b2c83ff488529e5cbd8982eee61435cfe,P4,P4,P4->P4,1216652001.858543,1214449021.1348238,-2202980.72371912,1.0,1.0,0.0,h09,h09,1212791181.5639355,224192264.74270725,h19,988598916.8212283,0.8151435563263218,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,1614429.976368801,1614429.976368801,NONE,R0,NONE->R0,1,0.0,1107713.5082030224,1107713.5082030224,9557344.06438629,8449630.556183267,-1107713.5082030222,0.0,0.0,0.0,227299013.49514526,0.0,-227299013.49514526,R0,NONE,R0->NONE,-1,155957329.41982752,0.0,-155957329.41982752,1706042670.5801725,1862000000.0,155957329.41982746
LA-0822,822,8ad932e336b432a3706e65ef3fac89afc4966ac1c4aba6ff98cbed8ddf118ae3,P4,P4,P4->P4,1228587098.0940876,1227036238.36566,-1550859.7284276485,1.0,1.0,0.0,h09,h09,1218865057.1998045,205322496.47660595,h19,1013542560.7231987,0.8315461623386681,0.0,0.0,0.0,27738250.732461113,27738250.732461113,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938456.4620474871,1060273.5962070022,121817.13415951503,R0,R0,R0->R0,0,351858.7851638438,397532.11213310173,45673.32696925796,9205485.279222446,9159811.952253187,-45673.32696925849,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0823,823,6f809ad11a745d82be62dae74e5bdc412b9cebba096be162e1e10af3be8563cd,P4,P4,P4->P4,1185329722.2468312,1181415325.3977563,-3914396.8490748405,1.0,1.0,0.0,h09,h09,1175802504.2869232,186692442.2437373,h19,989110062.0431858,0.8412212581933912,0.0,0.0,0.0,13752139.445547482,13752139.445547482,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492866.9623950284,0.0,-1492866.9623950284,R0,NONE,R0->NONE,-1,1128974.6203042665,0.0,-1128974.6203042665,8428369.444082024,9557344.06438629,1128974.620304266,0.0,0.0,0.0,0.0,238972785.87866166,238972785.87866166,NONE,R0,NONE->R0,1,0.0,180722205.6596256,180722205.6596256,1862000000.0,1681277794.3403745,-180722205.65962553
LA-0824,824,3942f6be29995dfa793bfcc6e2fc4ef04bf1df25f3d5b2c24ad373cb26ecf750,P4,P4,P4->P4,1190041641.8382764,1186384699.2763784,-3656942.561897993,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1183892477.6794994,191831646.74450946,h19,992060830.9349899,0.837965313268557,0.0,0.0,0.0,0.0,13408666.874513764,13408666.874513764,NONE,R0,NONE->R0,1,0.0,10399999.999999996,10399999.999999996,10400000.0,3.725290298461914e-09,-10399999.999999996,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,292593877.514751,215913445.25589976,-76680432.25885126,R0,R0,R0->R0,0,226941004.24981713,167466300.0935196,-59474704.156297535,1635058995.7501829,1694533699.9064803,59474704.156297445
LA-0825,825,c82c22a79c826fb2e653aaf3a81d4cc3ee0a057d3fc5a4280807c6b8190a18f8,P4,P4,P4->P4,1208140988.046193,1205472974.5578682,-2668013.488324642,1.0,1.0,0.0,h09,h09,1204897308.768,217459759.9613876,h19,987437548.8066123,0.8195200882440854,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,299541956.7292282,315908611.4338653,16366654.70463711,R0,R0,R0->R0,0,178660631.30936566,188422458.64694995,9761827.337584287,1683339368.6906343,1673577541.35305,-9761827.337584257
LA-0826,826,5a06f063a98ff2478975aba0dd18f084bcaaf50a7dbd390fb2a7665e8c530fbf,P4,P4,P4->P4,1235381892.3229456,1234202292.9419734,-1179599.380972147,1.0,1.0,0.0,h09,h09,1229260756.1274667,215718195.4042679,h19,1013542560.7231988,0.8245138841950477,0.0,0.0,0.0,25845584.93036596,25845584.93036596,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,84794510.76753877,99187152.90886562,14392642.141326845,R0,R0,R0->R0,0,34120447.045727454,39911899.577101044,5791452.53137359,1827879552.9542725,1822088100.422899,-5791452.531373501
LA-0827,827,a33c79939e0f5b78b9e71b6209feedc41d8dfc1f7c45b77853a03100a5dc81cb,P4,P4,P4->P4,1182366417.7571952,1178290109.0948436,-4076308.6623516083,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1174155322.4484732,189790170.5557039,h19,984365151.8927693,0.8383602518958623,0.0,0.0,0.0,0.0,12347596.20653044,12347596.20653044,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,1978302.2704130255,0.0,-1978302.2704130255,R0,NONE,R0->NONE,-1,1666263.0740559879,0.0,-1666263.0740559879,7891080.990330301,9557344.06438629,1666263.0740559883,0.0,0.0,0.0,0.0,224463607.50244856,224463607.50244856,NONE,R0,NONE->R0,1,0.0,189058783.50563714,189058783.50563714,1862000000.0,1672941216.4943628,-189058783.50563717
