simulation_id,sample_index,status,failure_type,failure_message,total_runtime_seconds,solver_runtime_seconds,iterations,memory_opportunities,memory_hits,candidate_hits,candidate_scenarios_planned,active_scenario_count,full_exact_certification_calls,complete_full_exact_certification_calls,scenario_evaluations,final_LB,final_UB,final_gap,convergence_status,certificate_status,worst_scenario,numerical_status,timeout_status,incumbent_first_stage_sha256,full_exact_oracle_sha256,final_convergence_owned_by_full_exact
LA-0027,27,SUCCESS,,,0.5083980000345036,0.24204899987671524,3,1,0,1,3,3,2,2,53,1228983571.6778517,1228983571.6778517,0.0,certified,PASS,h09,PASS,unavailable,c843924abe90825ef9aa369a7c2fdfd77565523490c2958cb4374dc445cd5696,5c11e91d9bb2a334145d5a41a36613f107c716e63118da8a05ca2b87a4a0995f,True
LA-0028,28,SUCCESS,,,0.5735706000123173,0.28013830014970154,3,1,0,1,3,3,2,2,53,1217685362.5509436,1217685362.5509434,0.0,certified,PASS,h09,PASS,unavailable,8c3e1ac38ce4fe819053c0b5dfe61b19c6cbd05afdba3751efd48f24f2c5d5d9,7f8ee810eb17f19080120dc7321f7a10962c99b5fa9327716c80336aa82e071b,True
LA-0029,29,SUCCESS,,,0.5246098999632522,0.24259730032645166,3,1,0,1,3,3,2,2,53,1240292694.1181536,1240292694.1181536,0.0,certified,PASS,h09,PASS,unavailable,6957aacaf8848a0ce5a8ba35598637991a61abd21d6ba278cf52ca8483994adb,576a3c36eaa8f7198de7ba87084b280702fbf227d49ee1c2ddbb3141ad47d9c2,True
LA-0030,30,SUCCESS,,,0.5167357999598607,0.23640349961351603,3,1,0,1,3,3,2,2,53,1218089373.0810654,1218089373.0810654,0.0,certified,PASS,h09,PASS,unavailable,9ac2d72760579bcc8fb5b9e2abca97700296b8fe93d60b7404c84381b39c88f5,3c75ef0320e46d9bf4a720392ea5431a553d8cebbbe2b7d6756fca294a2d4dc0,True
LA-0031,31,SUCCESS,,,0.6090853000059724,0.31545229989569634,3,1,0,1,3,3,2,2,53,1203357369.8189719,1203357369.8189716,0.0,certified,PASS,h09,PASS,unavailable,68211447b292c0b399096fa24a32bb2f44ac4a7ec4ca01bf5bdf5bca2bdfbe54,1d20512c8732ae496b1f501aa77d1c26b46be096ef7651304bd8019d2aa606c5,True
LA-0032,32,SUCCESS,,,0.5570316000375897,0.27302789967507124,3,1,0,1,3,3,2,2,53,1212143165.3748326,1212143165.3748326,0.0,certified,PASS,h09,PASS,unavailable,9417c099d371bb555c0c72366663ba03e768c44f4884816955239f94d807d546,384d775b19bc29c16cbc3cdafa7791169e542b81089982ee85b0b264ac627a91,True
LA-0033,33,SUCCESS,,,0.5424062000820413,0.25833679956849664,3,1,0,1,3,3,2,2,53,1222697539.4130764,1222697539.4130766,2.384185791015625e-07,certified,PASS,h09,PASS,unavailable,2041d8d1e164e70bda3f3fd8346a7372f5b7beff0a936d784920017a66f0c804,11db04db03b669aa7b014800b2e21efcb6d298df6faca33f18d62064ea268a46,True
LA-0034,34,SUCCESS,,,0.5359814999392256,0.2631216001464054,3,1,0,1,3,3,2,2,53,1240279385.2554858,1240279385.2554855,0.0,certified,PASS,h09,PASS,unavailable,03c6a3eabaab4c0645effef95bc13ff83c4789d667c513be09eeb48dfc361611,b890824d7ed6a24117676d58b9932e444ee73ca432464f1b9b7ed019a8ffbad5,True
LA-0035,35,SUCCESS,,,0.5407580999890342,0.26231729972641915,3,1,0,1,3,3,2,2,53,1216954715.5455227,1216954715.5455225,0.0,certified,PASS,h09,PASS,unavailable,ad8c58e41728cac6bbb25c46ceb7c5ad64682bc7b94930aea01e6f7a1cdd5e59,098407ddace6b56f3d9061232e89d23651ee1514fa9d1bc6b0661107f3a3a055,True
LA-0036,36,SUCCESS,,,0.5329373000422493,0.25492140010464936,3,1,0,1,3,3,2,2,53,1220352199.2657697,1220352199.2657697,0.0,certified,PASS,h09,PASS,unavailable,06c99b63c19150394146a6ea07ed92cb408566374a8d7efe94e3e75f0c2f4b3a,4111e2929798df025a27eaf24b7ebd402b240308f50eef6f3eca23c0428213ae,True
LA-0037,37,SUCCESS,,,0.529700200073421,0.2521604001522064,3,1,0,1,3,3,2,2,53,1220776667.6759942,1220776667.6759942,0.0,certified,PASS,h09,PASS,unavailable,e7cac19b595f12c562136e4ee4292395211e6fe409caa3e8e3d97071b1cf1d28,d8812a54ed0bfa78a8395cbed397ee8916e59e13207fe1082c9ae79754341fa1,True
LA-0038,38,SUCCESS,,,0.5444577999878675,0.2674860004335642,3,1,0,1,3,3,2,2,53,1205437121.4968784,1205437121.4968786,2.384185791015625e-07,certified,PASS,h09,PASS,unavailable,de18679f1db0fc91f586885b853cccbc6c1522cdb700658a8c7e3a71f489be38,459a9b097be45161eb71054f985662a331d2a9ba41d846d28b4b59628088c62e,True
LA-0039,39,SUCCESS,,,0.519822399946861,0.24945389910135418,3,1,0,1,3,3,2,2,53,1225381018.7940474,1225381018.7940474,0.0,certified,PASS,h09,PASS,unavailable,2429437e17b2f1502b481167c333fcd4d08fe8b8952e83c36d1559731a20b3d0,217b264a3b83d6bf47ff4d4d788194d3f6517d0ef8b6c29da1ec851bb188dff8,True
LA-0040,40,SUCCESS,,,0.547985199955292,0.25620669953059405,3,1,0,1,3,3,2,2,53,1233045740.093765,1233045740.0937648,0.0,certified,PASS,h09,PASS,unavailable,e291839251ffa1404c48416b1cfc7505141084b13725a096739adaa046bf4256,365b4c6f3f2745925429d566c8fd04a4e6a3ff45fa5d787660a6c7d26276a891,True
LA-0041,41,SUCCESS,,,0.5285633000312373,0.25610920030158013,3,1,0,1,3,3,2,2,53,1221881234.2535002,1221881234.2535002,0.0,certified,PASS,h09,PASS,unavailable,8ad1441a0c584620bb68ffc38cfd72a0508c1e18435565ef0c60794d4f7bf51d,11ebcd56875e05d2e875d3751af2ca1219435f9ab67faa42be51d2cfe2b4e6d5,True
LA-0042,42,SUCCESS,,,0.5232182999607176,0.25104029942303896,3,1,0,1,3,3,2,2,53,1199070292.309761,1199070292.309761,0.0,certified,PASS,h09,PASS,unavailable,1e21fcb7ba727b9806814af46ecca682614a82ba13bc3b4d90745a002571d1f6,ae4f342c2d91e7d32cf29078ea5211051c4fbba0d4fc114bd3c697bab3dbfdd1,True
LA-0043,43,SUCCESS,,,0.5254809999605641,0.24584960006177425,3,1,0,1,3,3,2,2,53,1239869157.2526345,1239869157.2526345,0.0,certified,PASS,h09,PASS,unavailable,4b235e1be6575367cb7bbac4bb8dfe21b449e860d4bcf6031f4c695c8ab35e73,3181c6c7cf8be4865217d91313f42fcb4f6fc80934bc077ed2a3eeb04347e917,True
LA-0044,44,SUCCESS,,,0.6489811000647023,0.3028162997215986,7,1,0,5,7,7,2,2,57,1224325286.7951932,1224325286.7951932,0.0,certified,PASS,h09,PASS,unavailable,c719477820841731020aa4499cd6a02ebfd38130cc914b2e8b19bb9f99b57088,f3d348763ae801a886a5ac41d4f14cf39ebc41e8d07104d81a5ba0bce5c5006d,True
LA-0045,45,SUCCESS,,,0.5055606999667361,0.23649220005609095,3,1,0,1,3,3,2,2,53,1217601800.0664032,1217601800.0664032,0.0,certified,PASS,h09,PASS,unavailable,36daf96ee07ca627c23fabcbfef08f17c160adac03ecd203e6d460f31d98eb68,ebf277fb173d2808d22d58184c87a17b0576c46bda0bbea6db707b6bd39c74d9,True
LA-0046,46,SUCCESS,,,0.6166190000949427,0.28844299959018826,6,1,0,4,6,6,2,2,56,1222439656.2749527,1222439656.2749527,0.0,certified,PASS,h09,PASS,unavailable,888005068068ae041c21a9224490497395b73b4ba5ede499b2c72c9bb476a1d9,76a4ffaf75de3bf0efaf5ec619afe15e0766756ad1179e36c5544076f1c7e4e8,True
LA-0047,47,SUCCESS,,,0.5429803000297397,0.2617648998275399,3,1,0,1,3,3,2,2,53,1177457350.1292937,1177457350.1292937,0.0,certified,PASS,h09,PASS,unavailable,0dd5bb552e090306f1c4bff8da683ffe4bb2323f6a792bb81df0a7b1cbaa2b87,729e7af6b2c9c048b80d7f6dd416e3c85f6aaf33e5cf2c19323cc85c6694f162,True
LA-0048,48,SUCCESS,,,0.552744899992831,0.26428270002361387,3,1,0,1,3,3,2,2,53,1236074330.6642232,1236074330.6642234,2.384185791015625e-07,certified,PASS,h09,PASS,unavailable,4f9292489bc68e81834da49be0d6b4920c5afa13c7249ea00b5dcc736961e74c,fccaeb8e735bf6b67626aa8392b02e204282faa32efe88918cd5e44d9f3da771,True
LA-0049,49,SUCCESS,,,0.5764736999990419,0.27896509994752705,3,1,0,1,3,3,2,2,53,1232196967.5157568,1232196967.5157568,0.0,certified,PASS,h09,PASS,unavailable,0d603e5258ea4ad8c6f206a258fd3d1456dc246c7b66108851c2398d56246abf,e0eb9f6404e8d99c6c08c8099c8de63aa4bd9fe9818a2cec9a18c4a788c58698,True
LA-0050,50,SUCCESS,,,0.5387274000095204,0.2548493002541363,3,1,0,1,3,3,2,2,53,1224461335.2104447,1224461335.2104447,0.0,certified,PASS,h09,PASS,unavailable,3d911c83ce63f52dc4e464106a78e84ae6b1dff289e0455ae3f259500b8f44b5,fa961327353077380df954dbea77f1ad2a642c56a0a358df19378835b1a7efd7,True
LA-0051,51,SUCCESS,,,0.6072735000634566,0.28381359961349517,6,1,0,4,6,6,2,2,56,1223002661.7088614,1223002661.7088614,0.0,certified,PASS,h09,PASS,unavailable,18882dae46b14288a116487805ade615bd320501616cc9a8eb7244327e75b010,fd7427ad4cc9c68f66cbf892b2656d3ae0c0f8df9a4ea934cc19f4ce09212b34,True
LA-0052,52,SUCCESS,,,0.5165691999718547,0.24908439966384321,3,1,0,1,3,3,2,2,53,1207189043.8717558,1207189043.8717558,0.0,certified,PASS,h09,PASS,unavailable,1bcde2d26f2d51906f74ac06ecee033ccee3dec786cd7398a8584e402d6db089,c7074c808845175c3472ccca11aee77be914cd3294f2e23283784b27823850bb,True
LA-0053,53,SUCCESS,,,0.6816472000209615,0.30744869902264327,7,1,0,5,7,7,2,2,57,1220313956.3929677,1220313956.392968,2.384185791015625e-07,certified,PASS,h09,PASS,unavailable,6e12caff6a8fe8eba3fb7d984ada2489d5a83fcb234396c5ca5e39dd152a6934,649a0bf282fbb1f231e5f6a0a7700dfb6422292a5d0e197591911d62fee844f9,True
LA-0054,54,SUCCESS,,,0.6398023000219837,0.314426000113599,6,1,0,4,6,6,2,2,56,1230839975.792267,1230839975.792267,0.0,certified,PASS,h09,PASS,unavailable,d5f156ae71c15227c05c6e3948d64d1d3d16f54e688c58ea9d53c89320e72e9b,1947ffd52e69cc7a287ca124d68d94e0e424fc150752624387105370de9bdb02,True
