case_id,simulation_id,sample_index,input_sha256,policy_transition,baseline_T_COST,case_T_COST,delta_T_COST,baseline_worst_total_shortage,case_worst_total_shortage,delta_worst_total_shortage,baseline_worst_shortage_penalty,case_worst_shortage_penalty,delta_worst_shortage_penalty,baseline_normalized_shortage_value,case_normalized_shortage_value,delta_normalized_shortage_value,baseline_budget_usage,case_budget_usage,delta_budget_usage,baseline_Q_Water,case_Q_Water,delta_Q_Water,baseline_F_Water,case_F_Water,delta_F_Water,baseline_R_Water,case_R_Water,baseline_worst_shortage_Water,case_worst_shortage_Water,delta_worst_shortage_Water,baseline_weighted_shortage_loss_Water,case_weighted_shortage_loss_Water,delta_weighted_shortage_loss_Water,baseline_C_Q_Water,case_C_Q_Water,delta_C_Q_Water,baseline_C_F_Water,case_C_F_Water,delta_C_F_Water,baseline_C_R_Water,case_C_R_Water,delta_C_R_Water,baseline_Q_Vaccine,case_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,case_F_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,case_R_Vaccine,baseline_worst_shortage_Vaccine,case_worst_shortage_Vaccine,delta_worst_shortage_Vaccine,baseline_weighted_shortage_loss_Vaccine,case_weighted_shortage_loss_Vaccine,delta_weighted_shortage_loss_Vaccine,baseline_C_Q_Vaccine,case_C_Q_Vaccine,delta_C_Q_Vaccine,baseline_C_F_Vaccine,case_C_F_Vaccine,delta_C_F_Vaccine,baseline_C_R_Vaccine,case_C_R_Vaccine,delta_C_R_Vaccine,baseline_Q_Crackers,case_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,case_F_Crackers,delta_F_Crackers,baseline_R_Crackers,case_R_Crackers,baseline_worst_shortage_Crackers,case_worst_shortage_Crackers,delta_worst_shortage_Crackers,baseline_weighted_shortage_loss_Crackers,case_weighted_shortage_loss_Crackers,delta_weighted_shortage_loss_Crackers,baseline_C_Q_Crackers,case_C_Q_Crackers,delta_C_Q_Crackers,baseline_C_F_Crackers,case_C_F_Crackers,delta_C_F_Crackers,baseline_C_R_Crackers,case_C_R_Crackers,delta_C_R_Crackers,row_sha256
E2D_LAMBDA_CRACKERS,LA-0453,453,1c029e139aaa74c9679fc4cc9c4dda19a408838f57cb622959e73bbc99311ed2,P1->P4,1226948272.298066,1554149574.9001791,327201302.60211325,1871158231.647791,1755743638.4247904,-115414593.22300053,1207810366.4426274,1535011669.0447407,327201302.60211325,301952591.61065686,383752917.26118517,81800325.65052831,1.0,1.0,0.0,15935888.4798549,0.0,-15935888.4798549,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10321674.96840202,0.0,-10321674.96840202,0.0,0.0,0.0,0.0,0.0,0.0,611558.7463260585,0.0,-611558.7463260585,0.0,0.0,0.0,NONE,NONE,9158231.647790806,9557344.06438629,399112.4165954832,509783806.44262743,531999999.99999845,22216193.55737102,8816230.88703646,0.0,-8816230.88703646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284169994.41020215,284169994.41020215,NONE,R0,1862000000.0,1735786294.360404,-126213705.63959599,698026560.0,976067349.0447422,278040789.0447422,0.0,0.0,0.0,0.0,11954044.772568164,11954044.772568164,0.0,0.0,0.0,f421f33e754a91e7be4bd9a3838ef56463c343f4cdcfd61bcee916f3f9f191cc
E2D_LAMBDA_WATER,LA-0454,454,a9ebdae5e826c8382ac8bf18a00b75154afcd90479aefe7ed7bd33d779ac8250,P4->P4,1231559230.8082755,1231559230.8082755,0.0,1881157014.317204,1871241067.205965,-9915947.111238956,1212421324.952837,1212421324.952837,0.0,303105331.23820925,303105331.23820925,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11969914.537572373,11969914.537572373,NONE,R2,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,2855244.337045582,2855244.337045582,0.0,1733356.8818874543,1733356.8818874543,0.0,0.0,0.0,921142.1803509908,364019.90053023584,-557122.279820755,R2,R2,8757014.317203883,9241067.205965022,484052.88876113854,487450444.952837,514394764.952837,26944320.0,0.0,0.0,0.0,4720841.526759932,1865597.1897143496,-2855244.337045582,2865920.4547014465,1132563.5728139922,-1733356.8818874543,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907c5aa49ec3a26a4ac565c7652af96531465cc628152a7c4122dd0823df1988
E2D_LAMBDA_VACCINE,LA-0454,454,a9ebdae5e826c8382ac8bf18a00b75154afcd90479aefe7ed7bd33d779ac8250,P4->P4,1231559230.8082755,1475284453.284694,243725222.4764185,1881157014.317204,1881157014.317204,0.0,1212421324.952837,1456146547.4292555,243725222.4764185,303105331.23820925,364036636.8573139,60931305.619104624,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921142.1803509908,921142.1803509908,0.0,R2,R2,8757014.317203883,8757014.317203883,0.0,487450444.952837,731175667.4292555,243725222.4764185,0.0,0.0,0.0,4720841.526759932,4720841.526759932,0.0,2865920.4547014465,2865920.4547014465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a8453b314d63326db59c285ef555cdf6ac1f475f31358a8fa4fe95a72101d6cb
E2D_LAMBDA_CRACKERS,LA-0454,454,a9ebdae5e826c8382ac8bf18a00b75154afcd90479aefe7ed7bd33d779ac8250,P4->P4,1231559230.8082755,1558297733.2846947,326738502.4764192,1881157014.317204,1763120502.8160896,-118036511.50111437,1212421324.952837,1539159827.4292562,326738502.4764192,303105331.23820925,384789956.85731405,81684625.6191048,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921142.1803509908,0.0,-921142.1803509908,R2,NONE,8757014.317203883,9557344.06438629,800329.7471824065,487450444.952837,531999999.99999845,44549555.04716146,0.0,0.0,0.0,4720841.526759932,0.0,-4720841.526759932,2865920.4547014465,0.0,-2865920.4547014465,0.0,0.0,0.0,0.0,136775657.08241984,136775657.08241984,NONE,R2,1862000000.0,1743163158.7517033,-118836841.24829674,698026560.0,980215507.4292576,282188947.42925763,0.0,0.0,0.0,0.0,4720841.526759931,4720841.526759931,0.0,2865920.454701446,2865920.454701446,33932b93f2da5269b2ae192afef52704512f8b82c6d310466036984901886200
E2D_LAMBDA_WATER,LA-0455,455,8a338124155aeb609da6f8dedd60c7089de26d28575344d15f10d7741aa0bfdb,P1->P1,1228509755.5523987,1228509755.5523987,0.0,1871186283.5889795,1871186283.5889795,0.0,1209371849.6969602,1209371849.6969602,0.0,302342962.42424005,302342962.42424005,0.0,1.0,1.0,0.0,16469133.707749864,16469133.707749864,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,10667057.902509589,10667057.902509589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587600.4406859663,587600.4406859663,0.0,0.0,0.0,0.0,NONE,NONE,9186283.588979596,9186283.588979596,0.0,511345289.6969603,511345289.6969603,0.0,8470847.95292889,8470847.95292889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3880764dc45e1aa0b5baf9346a6fcec8744c2e7960a91233d173a6aa56feb187
E2D_LAMBDA_VACCINE,LA-0455,455,8a338124155aeb609da6f8dedd60c7089de26d28575344d15f10d7741aa0bfdb,P1->P1,1228509755.5523987,1472112032.8537095,243602277.30131078,1871186283.5889795,1881119019.4380362,9932735.84905672,1209371849.6969602,1452974126.998271,243602277.30131078,302342962.42424005,363243531.74956775,60900569.325327694,1.0,0.9999999999999977,-2.3314683517128287e-15,16469133.707749864,0.0,-16469133.707749864,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10667057.902509589,0.0,-10667057.902509589,0.0,0.0,0.0,0.0,0.0,0.0,587600.4406859663,1327546.1886402909,739945.7479543246,0.0,0.0,0.0,NONE,NONE,9186283.588979596,8719019.438036203,-467264.1509433929,511345289.6969603,728003246.9982709,216657957.3013106,8470847.95292889,19137905.855438434,10667057.902509544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8a8a3c43a13c643061f9c523ecbeed7fc0a8d766eafabe3434163eaf5e998013
E2D_LAMBDA_CRACKERS,LA-0455,455,8a338124155aeb609da6f8dedd60c7089de26d28575344d15f10d7741aa0bfdb,P1->P4,1228509755.5523987,1559011274.8762174,330501519.3238187,1871186283.5889795,1764389427.2568398,-106796856.33213973,1209371849.6969602,1539873369.020779,330501519.3238187,302342962.42424005,384968342.2551947,82625379.83095467,1.0,1.0,0.0,16469133.707749864,0.0,-16469133.707749864,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10667057.902509589,0.0,-10667057.902509589,0.0,0.0,0.0,0.0,0.0,0.0,587600.4406859663,0.0,-587600.4406859663,0.0,0.0,0.0,NONE,NONE,9186283.588979596,9557344.06438629,371060.4754066933,511345289.6969603,531999999.99999845,20654710.30303818,8470847.95292889,0.0,-8470847.95292889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139143924.07938245,139143924.07938245,NONE,R0,1862000000.0,1744432083.1924534,-117567916.80754662,698026560.0,980929049.0207803,282902489.0207803,0.0,0.0,0.0,0.0,2761982.1011605114,2761982.1011605114,0.0,0.0,0.0,b0f511fd313e4f4a3a90d9f36a1f99ec7aa70a326bad3badd84a53d5c811470b
E2D_LAMBDA_WATER,LA-0456,456,b066efd1277392e47a13fc2f7059978a970609a31cf8da91e84df2298f8679ae,P4->P4,1210323366.1338835,1210323366.1338832,-2.384185791015625e-07,1706473403.2791924,1767947923.125543,61474519.84635067,1191185460.278445,1191185460.2784448,-2.384185791015625e-07,297796365.06961125,297796365.0696112,-5.960464477539063e-08,1.0,0.9999999999999998,-2.220446049250313e-16,0.0,0.0,0.0,0.0,15645498.21353019,15645498.21353019,NONE,R0,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,592101.7936400801,592101.7936400801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263993623.27480674,155867404.82726613,-108126218.44754061,R0,R0,1686516059.214806,1758390579.0611567,71874519.84635067,632241140.2784464,659185460.2784464,26944320.0,0.0,0.0,0.0,1445635.4813369696,853533.6876968894,-592101.7936400803,0.0,0.0,0.0,12f7162ced38b3de40eb9fff6ecc8fa7e5417d72e6563e1b8d0c22ead01ca3e2
E2D_LAMBDA_VACCINE,LA-0456,456,b066efd1277392e47a13fc2f7059978a970609a31cf8da91e84df2298f8679ae,P4->P4,1210323366.1338835,1443430656.2731059,233107290.13922238,1706473403.2791924,1880775513.4427717,174302110.16357923,1191185460.278445,1424292750.4176674,233107290.13922238,297796365.06961125,356073187.60441685,58276822.534805596,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777916.2383813516,1777916.2383813516,NONE,R0,9557344.06438629,8375513.442771718,-1181830.6216145717,531999999.99999845,699321870.4176674,167321870.41766894,0.0,0.0,0.0,0.0,1445635.4813369696,1445635.4813369696,0.0,0.0,0.0,0.0,0.0,0.0,263993623.27480674,0.0,-263993623.27480674,R0,NONE,1686516059.214806,1862000000.0,175483940.78519392,632241140.2784464,698026560.0,65785419.721553564,0.0,0.0,0.0,1445635.4813369696,0.0,-1445635.4813369696,0.0,0.0,0.0,f770ab9f73fca088f73f16ad838d6736ff898599d18da078ef521e6cc2c93780
E2D_LAMBDA_CRACKERS,LA-0456,456,b066efd1277392e47a13fc2f7059978a970609a31cf8da91e84df2298f8679ae,P4->P4,1210323366.1338835,1526443936.2731066,316120570.1392231,1706473403.2791924,1706473403.2791924,0.0,1191185460.278445,1507306030.417668,316120570.1392231,297796365.06961125,376826507.604417,79030142.53480577,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263993623.27480674,263993623.2748068,5.960464477539063e-08,R0,R0,1686516059.214806,1686516059.214806,0.0,632241140.2784464,948361710.4176697,316120570.1392232,0.0,0.0,0.0,1445635.4813369696,1445635.4813369699,2.3283064365386963e-10,0.0,0.0,0.0,2868aad9abc68d9b0015f7926fc661307e0c6400f00a40adece85b338dcfe972
E2D_LAMBDA_WATER,LA-0457,457,2c54acfdc86319157a6efed952092426e060cff7863ea9e41454c893c9c5bf4b,P4->P4,1222873465.3894806,1222873465.3894806,0.0,1739951047.4735937,1801425567.3199446,61474519.84635091,1203735559.5340421,1203735559.5340421,0.0,300933889.88351053,300933889.88351053,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13324627.443808129,13324627.443808129,NONE,R1,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,3308158.681015203,3308158.681015203,0.0,554748.384066146,554748.384066146,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181940480.45646456,89853826.64346279,-92086653.81300177,R1,R1,1719993703.4092073,1791868223.2555583,71874519.84635091,644791239.5340437,671735559.5340437,26944320.0,0.0,0.0,0.0,6536104.363965379,3227945.6829501768,-3308158.6810152023,1096045.7715664266,541297.3875002805,-554748.3840661461,7c70d63a5f3f8a1066a65b92b6cbff1a07b27619c1b1fb786895e5ff8e6076e7
E2D_LAMBDA_VACCINE,LA-0457,457,2c54acfdc86319157a6efed952092426e060cff7863ea9e41454c893c9c5bf4b,P4->P4,1222873465.3894806,1462255805.1565018,239382339.76702118,1739951047.4735937,1881000975.1281626,141049927.6545689,1203735559.5340421,1443117899.3010633,239382339.76702118,300933889.88351053,360779474.8252658,59845584.941755295,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225313.439808843,1225313.439808843,NONE,R1,9557344.06438629,8600975.128162585,-956368.9362237044,531999999.99999845,718147019.3010633,186147019.30106485,0.0,0.0,0.0,0.0,6536104.363965379,6536104.363965379,0.0,1096045.7715664266,1096045.7715664266,0.0,0.0,0.0,181940480.45646456,0.0,-181940480.45646456,R1,NONE,1719993703.4092073,1862000000.0,142006296.59079266,644791239.5340437,698026560.0,53235320.46595633,0.0,0.0,0.0,6536104.363965379,0.0,-6536104.363965379,1096045.7715664266,0.0,-1096045.7715664266,0a807b9f93de3d5b2fe25446453706dcaafeace38e0a7619c40e89b321ce35dd
E2D_LAMBDA_CRACKERS,LA-0457,457,2c54acfdc86319157a6efed952092426e060cff7863ea9e41454c893c9c5bf4b,P4->P4,1222873465.3894806,1545269085.1565022,322395619.76702166,1739951047.4735937,1739951047.4735937,0.0,1203735559.5340421,1526131179.3010638,322395619.76702166,300933889.88351053,381532794.82526594,80598904.94175541,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181940480.45646456,181940480.45646456,0.0,R1,R1,1719993703.4092073,1719993703.4092073,0.0,644791239.5340437,967186859.3010653,322395619.76702166,0.0,0.0,0.0,6536104.363965379,6536104.363965379,0.0,1096045.7715664266,1096045.7715664266,0.0,d95f77b78ecfb21d699bc98b2a6ea640f6fba42f516cda28892876c701cde633
E2D_LAMBDA_WATER,LA-0458,458,b7412cb2955145b22c9732804fddcb674e2ec33c62dc030a26d8f5d42f399cdc,P4->P4,1235848990.6560667,1235848990.6560667,0.0,1774563524.1770349,1836038044.0233858,61474519.84635091,1216711084.8006282,1216711084.8006282,0.0,304177771.20015705,304177771.20015705,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27361445.291183032,27361445.291183032,NONE,R0,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,2890342.298391005,2890342.298391005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282543281.48643583,93448017.77432264,-189095263.7121132,R0,R0,1754606180.1126485,1826480699.9589994,71874519.84635091,657766764.8006296,684711084.8006297,26944320.00000012,0.0,0.0,0.0,4318705.723109702,1428363.424718697,-2890342.2983910046,0.0,0.0,0.0,d63754ed7d3a43e88725658f2226dc9e45776d64b4eabc8e5acee6d5c76da24d
E2D_LAMBDA_VACCINE,LA-0458,458,b7412cb2955145b22c9732804fddcb674e2ec33c62dc030a26d8f5d42f399cdc,P4->P4,1235848990.6560667,1481719093.0563807,245870102.4003141,1774563524.1770349,1881234079.5631042,106670555.3860693,1216711084.8006282,1462581187.2009423,245870102.4003141,304177771.20015705,365645296.80023557,61467525.60007852,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1902842.5079698742,1902842.5079698742,NONE,R0,9557344.06438629,8834079.563104127,-723264.501282163,531999999.99999845,737610307.2009423,205610307.20094383,0.0,0.0,0.0,0.0,4318705.723109702,4318705.723109702,0.0,0.0,0.0,0.0,0.0,0.0,282543281.48643583,0.0,-282543281.48643583,R0,NONE,1754606180.1126485,1862000000.0,107393819.88735151,657766764.8006296,698026560.0,40259795.199370384,0.0,0.0,0.0,4318705.723109702,0.0,-4318705.723109702,0.0,0.0,0.0,e1d398dd324426484426f6404bca969994e82f85b14993d21829e25b90d44607
E2D_LAMBDA_CRACKERS,LA-0458,458,b7412cb2955145b22c9732804fddcb674e2ec33c62dc030a26d8f5d42f399cdc,P4->P4,1235848990.6560667,1564732373.0563815,328883382.4003148,1774563524.1770349,1774563524.1770349,0.0,1216711084.8006282,1545594467.200943,328883382.4003148,304177771.20015705,386398616.80023575,82220845.6000787,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282543281.48643583,282543281.48643583,0.0,R0,R0,1754606180.1126485,1754606180.1126485,0.0,657766764.8006296,986650147.2009444,328883382.4003148,0.0,0.0,0.0,4318705.723109702,4318705.723109702,0.0,0.0,0.0,0.0,a2fdd7a35b322f927e31cfe76746a261b3fd436d82951df2325df5c65bbcb669
E2D_LAMBDA_WATER,LA-0459,459,a56ac69cf919a90d19e799921f99faeb5cdd064c9a205142dc78b401f948506a,P4->P4,1231430721.788251,1231430721.788251,0.0,1824252222.2462418,1824252222.2462418,0.0,1212292815.9328125,1212292815.9328125,0.0,303073203.9832031,303073203.9832031,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14609849.947918624,14609849.947918624,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4054980.583464107,4054980.583464107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66453916.49337533,66453916.49337533,0.0,R0,R0,1814694878.1818554,1814694878.1818554,0.0,680292815.932814,680292815.932814,0.0,0.0,0.0,0.0,2668836.6180538666,2668836.6180538666,0.0,0.0,0.0,0.0,65949fe733048e3cb984d4a8f5a4c828ea2a79d19d9be455ae7e96bc73615b0f
E2D_LAMBDA_VACCINE,LA-0459,459,a56ac69cf919a90d19e799921f99faeb5cdd064c9a205142dc78b401f948506a,P4->P4,1231430721.788251,1475091689.754657,243660967.9664061,1824252222.2462418,1881154705.6613398,56902483.41509795,1212292815.9328125,1455953783.8992186,243660967.9664061,303073203.9832031,363988445.97480464,60915241.99160153,1.0,1.0,0.0,0.0,0.0,0.0,14609849.947918624,0.0,-14609849.947918624,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,4054980.583464107,0.0,-4054980.583464107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127541.022206527,1127541.022206527,NONE,R0,9557344.06438629,8754705.661339687,-802638.4030466024,531999999.99999845,730982903.8992186,198982903.8992201,0.0,0.0,0.0,0.0,6723817.201517973,6723817.201517973,0.0,0.0,0.0,0.0,0.0,0.0,66453916.49337533,0.0,-66453916.49337533,R0,NONE,1814694878.1818554,1862000000.0,47305121.81814456,680292815.932814,698026560.0,17733744.067185998,0.0,0.0,0.0,2668836.6180538666,0.0,-2668836.6180538666,0.0,0.0,0.0,f4a13fed6cebda868342b5c46b870945f2077bff8e13d7646bf96d3d1fac416e
E2D_LAMBDA_CRACKERS,LA-0459,459,a56ac69cf919a90d19e799921f99faeb5cdd064c9a205142dc78b401f948506a,P4->P4,1231430721.788251,1558104969.7546577,326674247.9664068,1824252222.2462418,1762777702.399891,-61474519.84635091,1212292815.9328125,1538967063.8992193,326674247.9664068,303073203.9832031,384741765.9748048,81668561.9916017,1.0,1.0,0.0,0.0,0.0,0.0,14609849.947918624,0.0,-14609849.947918624,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,4054980.583464107,0.0,-4054980.583464107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66453916.49337533,167422757.84278736,100968841.34941202,R0,R0,1814694878.1818554,1742820358.3355045,-71874519.84635091,680292815.932814,980022743.8992208,299729927.9664068,0.0,0.0,0.0,2668836.6180538666,6723817.201517974,4054980.5834641075,0.0,0.0,0.0,9568214068810a041b8854883cd486df1d9fb18abf7625c04a12cdeb5fca7df5
E2D_LAMBDA_WATER,LA-0460,460,37dfad7be959263ecce1cd54aabb1f0f5b60556d7a5f449d2dde0296e586db54,P1->P1,1223726355.2354798,1223726355.2354798,0.0,1871100350.125396,1871100350.125396,0.0,1204588449.3800414,1204588449.3800414,0.0,301147112.34501034,301147112.34501034,0.0,1.0,1.0,0.0,14937905.886059597,14937905.886059597,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,9675281.642400801,9675281.642400801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656397.351070871,656397.351070871,0.0,0.0,0.0,0.0,NONE,NONE,9100350.12539597,9100350.12539597,0.0,506561889.3800413,506561889.3800413,0.0,9462624.213037677,9462624.213037677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27dc161543b2bcfbcb933acb1f2d79351f2e2f0c59e98c69f0bed6c80b3c8fb3
E2D_LAMBDA_VACCINE,LA-0460,460,37dfad7be959263ecce1cd54aabb1f0f5b60556d7a5f449d2dde0296e586db54,P1->P1,1223726355.2354798,1464936932.3783307,241210577.14285088,1871100350.125396,1881033085.9744525,9932735.849056482,1204588449.3800414,1445799026.5228922,241210577.14285088,301147112.34501034,361449756.63072306,60302644.28571272,1.0,1.0,0.0,14937905.886059597,0.0,-14937905.886059597,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,9675281.642400801,0.0,-9675281.642400801,0.0,0.0,0.0,0.0,0.0,0.0,656397.351070871,1327546.188640294,671148.8375694229,0.0,0.0,0.0,NONE,NONE,9100350.12539597,8633085.974452574,-467264.1509433966,506561889.3800413,720828146.5228922,214266257.14285094,9462624.213037677,19137905.85543848,9675281.642400801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2c6ea36f4cbd15933ee1dffd55ba8e33cfe39cce756d52c7025d614f569ffb05
