simulation_id,input_sha256,post_fix_certified,non_regression_pass,difference_reason,old_objective,new_objective,objective_absolute_difference,objective_tolerance,max_first_stage_absolute_difference,old_policy,new_policy,old_worst_scenario,new_worst_scenario,old_R_Water,old_R_Seasonal Influenza Vaccine,old_R_Crackers,new_R_Water,new_R_Seasonal Influenza Vaccine,new_R_Crackers,new_result_sha256
LA-0077,7d9cc46d7bee503dde23209717fae1de2e732e718ef5ba00780155d3a1f06991,True,True,,1225778068.2983751,1225778068.2983751,0.0,1.2257781682983753,0.0,P4,P4,h09,h09,NONE,NONE,R2,NONE,NONE,R2,fc9587cee983636cf0afdcab61b635bd0e45582a54b8fb3a175472defaac3d9e
LA-0078,0e6c07467da95d2598dd4b958a314028b6e8fdcab22f8158aff76a718a31cfc6,True,True,,1221436296.4394069,1221436296.4394069,0.0,1.221436396439407,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,1887d5b27741877ce6a8fa32711e03272dc0bb0c98ba4959b2c857737b070b32
LA-0079,2db5bba1310fc6d403128044ad0bc9238ffbb7f184f6e79ebb15cf3ce219c71b,True,True,,1207939733.9425478,1207939733.9425478,0.0,1.207939833942548,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,73892fde4f2540d8f88d9427deecbb083999f4bc1c1e12541453007ea37db3c4
LA-0080,767df1245d20d80741dfd4fbe80031014f35f4df4a9f845ee1a0c50bb9fc1ab8,True,True,,1218695443.7217493,1218695443.7217493,0.0,1.2186955437217495,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,fb348600eb501d8b8348babdf386b64f8ea8ae753b2b04d2fb79024e39591e47
LA-0081,5ed46d1e32037f41dc7e4d48ec1ad95679d145611efe334d983f328487f47433,True,True,,1216461415.935233,1216461415.935233,0.0,1.2164615159352332,0.0,P4,P4,h09,h09,NONE,NONE,R1,NONE,NONE,R1,aee4a31bf06604aa741d2a5152626558e9d29ff8da2700d6d456d31bf54f0fd3
LA-0082,3da360d3c2d49535757fde4ce0a609aae7546beb14c59b767b4bf786fc6fd480,True,True,,1192195361.1132865,1192195361.1132865,0.0,1.1921954611132866,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,f2ef69640ef5a8001f0b77804ca18d66c65ebb3feb4b59cf01807b41bf97b8b6
LA-0084,452c3c78fd656a973d7af41d0ebe4577827d2893ba70adaee7f1600da04f8cce,True,True,,1225403007.207262,1225403007.207262,0.0,1.2254031072072622,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,719a2247a374ebe34a5ab5ea4d23ca8b8357be0ec4e34b7ec67c039318c7f367
LA-0085,92ddeb682e0a88f56f8964b6505371edba64d812ac8567a7874c4b86a25887f9,True,True,,1230474094.3664725,1230474094.3664725,0.0,1.2304741943664725,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,bdf5eae581da133313faa350660ea40cb4c4e3c67c71576456f0a46d3d2520fa
LA-0086,78b0e42b8034387220c039146144af1d18e990c3c80dfbf66557f8829ab7c942,True,True,,1231363501.4542415,1231363501.4542415,0.0,1.2313636014542417,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,8fab107ca0f3213ef65191b0ec1deba7d36790455e6bb9de20d550f59ddff3f0
LA-0087,55ad7ba1be0ec7f17db04c0250b5e74afc2587d0ed02a266c8c1a09988b0a9d9,True,True,,1174090823.4830008,1174090823.4830008,0.0,1.1740909234830008,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,f7213891c6c0927b4dc370abfb9004b7bf6dba95aaad23d6d0eb43e840cd0f31
LA-0088,6d7390404bbf6e027e4d60b1dba12f8ec171920f5a2a619ec2b42e63393c1006,True,True,,1217566006.3605356,1217566006.3605356,0.0,1.2175661063605359,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,e60de92601ee8d1fc92d45c221253129faab7172a883326fda8edde2718ac53e
