simulation_id,sample_index,input_sha256,B075_policy_label,B075_T_COST,B075_worst_total_shortage,B075_budget_usage,B075_portfolio_pattern,B075_C_Q,B075_C_F,B075_C_R,B075_worst_exercise_cost,B075_Q_Water,B075_F_Water,B075_R_Water,B075_worst_shortage_Water,B075_Q_Vaccine,B075_F_Vaccine,B075_R_Vaccine,B075_worst_shortage_Vaccine,B075_Q_Crackers,B075_F_Crackers,B075_R_Crackers,B075_worst_shortage_Crackers,B100_policy_label,B100_T_COST,B100_worst_total_shortage,B100_budget_usage,B100_portfolio_pattern,B100_C_Q,B100_C_F,B100_C_R,B100_worst_exercise_cost,B100_Q_Water,B100_F_Water,B100_R_Water,B100_worst_shortage_Water,B100_Q_Vaccine,B100_F_Vaccine,B100_R_Vaccine,B100_worst_shortage_Vaccine,B100_Q_Crackers,B100_F_Crackers,B100_R_Crackers,B100_worst_shortage_Crackers,B125_policy_label,B125_T_COST,B125_worst_total_shortage,B125_budget_usage,B125_portfolio_pattern,B125_C_Q,B125_C_F,B125_C_R,B125_worst_exercise_cost,B125_Q_Water,B125_F_Water,B125_R_Water,B125_worst_shortage_Water,B125_Q_Vaccine,B125_F_Vaccine,B125_R_Vaccine,B125_worst_shortage_Vaccine,B125_Q_Crackers,B125_F_Crackers,B125_R_Crackers,B125_worst_shortage_Crackers,policy_transition_B075_B100,delta_T_COST_B075_B100,delta_worst_total_shortage_B075_B100,R_transition_Water_B075_B100,R_transition_Vaccine_B075_B100,R_transition_Crackers_B075_B100,policy_transition_B100_B125,delta_T_COST_B100_B125,delta_worst_total_shortage_B100_B125,R_transition_Water_B100_B125,R_transition_Vaccine_B100_B125,R_transition_Crackers_B100_B125,policy_transition_B075_B125,delta_T_COST_B075_B125,delta_worst_total_shortage_B075_B125,R_transition_Water_B075_B125,R_transition_Vaccine_B075_B125,R_transition_Crackers_B075_B125,row_sha256
LA-0190,190,0473e62cfcac9d4e684fa3a0a59959fb0898aac76cebad5adbbecd86af07a745,P2,1235815742.4017243,1848712041.594655,1.0000000000000002,Q[Water]|F[Crackers],10860374.228561288,923919.0130109538,0.0,2569136.1500066174,16767599.550040584,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,41246062.05216684,R0,1839154697.5302687,P2,1228869674.6166825,1817420576.9955792,1.0,Q[Water]|F[Crackers],10860374.228561288,2189421.149669046,0.0,6088110.477208144,16767599.550040584,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,97741251.47969577,R0,1807863232.9311929,P2,1221923606.8316407,1870982011.0756025,1.0,Q[Water]|F[Vaccine],10860374.228561288,3454923.2863271376,0.0,9607084.80440967,16767599.550040584,0.0,NONE,0.0,0.0,1038735.2142731458,R0,8982011.075602587,0.0,0.0,NONE,1862000000.0,P2->P2,-6946067.785041809,-31291464.599075794,NONE->NONE,NONE->NONE,R0->R0,P2->P2,-6946067.785041809,53561434.08002329,NONE->NONE,NONE->R0,R0->NONE,P2->P2,-13892135.570083618,22269969.480947495,NONE->NONE,NONE->R0,R0->NONE,c95fe739685049af7516191370187fc0dd5eac927a766d79ab9ee75e677fdc65
LA-0191,191,04a6cfc381e575596828fde088abd01bbb90a6f8e060f1baf34851f7bff52a71,P4,1222242995.050862,1871159654.4563682,0.9999999999999999,Q[NONE]|F[Water+Vaccine],0.0,3085721.1192829525,0.0,11267708.272295905,0.0,12513734.265659066,R0,0.0,0.0,478517.50720689126,R0,9159654.456368266,0.0,0.0,NONE,1862000000.0,P4,1210667033.40115,1768864662.528196,1.0,Q[NONE]|F[Water+Crackers],0.0,4114294.8257106035,0.0,15023611.029727874,0.0,12513734.265659066,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,123564319.9780615,R0,1759307318.4638097,P4,1199091071.751438,1663748342.3362098,1.0,Q[NONE]|F[Crackers],0.0,5142868.532138255,0.0,18779513.78715984,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,262558602.11549434,R0,1643790998.2718234,P4->P4,-11575961.649712086,-102294991.92817211,R0->R0,R0->NONE,NONE->R0,P4->P4,-11575961.649712086,-105116320.19198632,R0->NONE,NONE->NONE,R0->R0,P4->P4,-23151923.29942417,-207411312.12015843,R0->NONE,R0->NONE,NONE->R0,50cbac1f4b87bd98d4317532f1e5f868955beb6a06ecd8c22c04b0f763f83fee
LA-0192,192,5c5bdef810f8771fd56289e99baab5fd72dfdf3cf610e4ddcdfbfdfedccf027a,P4,1243612953.656308,1808036740.8439703,1.0000000000000002,Q[NONE]|F[Crackers],0.0,5710562.47356094,0.0,8642866.91801792,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,180649220.4423254,R0,1788079396.779584,P4,1239160311.541744,1844871059.616849,1.0,Q[NONE]|F[Water+Crackers],0.0,7614083.298081253,0.0,11523822.557357226,0.0,25415808.458680045,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,65216682.1146598,R0,1835313715.5524626,P4,1234707669.4271805,1758756338.6970263,1.0,Q[NONE]|F[Crackers],0.0,9517604.122601565,0.0,14404778.196696531,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,301082034.07054234,R0,1738798994.63264,P4->P4,-4452642.114563942,36834318.77287865,NONE->R0,NONE->NONE,R0->R0,P4->P4,-4452642.114563465,-86114720.9198227,R0->NONE,NONE->NONE,R0->R0,P4->P4,-8905284.229127407,-49280402.146944046,NONE->NONE,NONE->NONE,R0->R0,c4cd3ef00da41333d168576483aa3b5190f67bd99a12391a54c059c0d653676c
LA-0193,193,dbb94712d2a7aca8ed8533ed1a7a1b023bb5fd47b8e0863a834f8576151b0edf,P4,1233689962.1112065,1781566959.7270758,0.9999999999999999,Q[NONE]|F[Crackers],0.0,1760312.5104045998,0.0,12593116.881174257,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,165927834.67885765,R0,1761609615.6626894,P4,1225929656.1482756,1748103498.2813056,1.0,Q[NONE]|F[Crackers],0.0,2347083.3472061334,0.0,16790822.508232344,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,221237112.90514356,R0,1728146154.2169192,P4,1218169350.185345,1776114556.6818862,1.0,Q[NONE]|F[Water+Crackers],0.0,2933854.184007666,0.0,20988528.13529043,0.0,17189390.119893905,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,157750317.92768118,R0,1766557212.6174998,P4->P4,-7760305.962930918,-33463461.445770264,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-7760305.962930679,28011058.400580645,NONE->R0,NONE->NONE,R0->R0,P4->P4,-15520611.925861597,-5452403.045189619,NONE->R0,NONE->NONE,R0->R0,3006bc3a0c6cc85327befb05c174a340d8192383e2458f190169d5877cae8e0f
LA-0194,194,ee1b34bb796dae0fff09e7d705c3288214fc78f0c947e0371bf56606f70ab6be,P4,1221272174.2090876,1748442258.7504466,0.9999999999999999,Q[NONE]|F[Crackers],0.0,2593190.8118338054,0.0,11760238.579745052,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,221988553.2821615,R0,1728484914.6860602,P4,1209372605.6121173,1870842485.9829814,1.0,Q[NONE]|F[Water+Vaccine],0.0,3457587.7491117404,0.0,15680318.106326737,0.0,17291536.373631336,R0,0.0,0.0,1188557.1650573357,R0,8842485.982981438,0.0,0.0,NONE,1862000000.0,P4,1197473037.015147,1659432201.874487,1.0,Q[NONE]|F[Crackers],0.0,4321984.686389675,0.0,19600397.63290842,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,369980922.13693583,R0,1639474857.8101006,P4->P4,-11899568.59697032,122400227.23253489,NONE->R0,NONE->R0,R0->NONE,P4->P4,-11899568.59697032,-211410284.10849452,R0->NONE,R0->NONE,NONE->R0,P4->P4,-23799137.19394064,-89010056.87595963,NONE->NONE,NONE->NONE,R0->R0,3ef6090dc0f5191ce132c825e0226af856370a51c79d9a8880b0d66a31abadd3
LA-0195,195,f2613aced52600c65bc8cdd53750eff7573085e465ad10361232f8fac93ba787,P4,1234665618.7315993,1881298773.1629064,1.0000000000000002,Q[NONE]|F[Vaccine],0.0,8809195.028797656,0.0,5544234.362781203,0.0,0.0,NONE,10400000.0,0.0,1267342.8759733583,R0,8898773.162906373,0.0,0.0,NONE,1862000000.0,P4,1227230531.6421328,1751573610.034019,1.0,Q[NONE]|F[Crackers],0.0,11745593.371730208,0.0,7392312.48370827,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,250908286.55634165,R0,1731616265.9696326,P4,1219795444.5526664,1718977676.5264273,1.0,Q[NONE]|F[Crackers],0.0,14681991.714662757,0.0,9240390.604635337,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,313635358.195427,R0,1699020332.462041,P4->P4,-7435087.089466572,-129725163.12888741,NONE->NONE,R0->NONE,NONE->R0,P4->P4,-7435087.089466333,-32595933.507591724,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-14870174.178932905,-162321096.63647914,NONE->NONE,R0->NONE,NONE->R0,4d26f5e7a6b3d3b88a38a3d91616b7a079f866dfae3c6ffa83d0839c3658d894
LA-0196,196,ecca1844ab06c3365026ff85aeaba74e3706fb644552a123e50dd69343dc2045,P4,1199003842.524874,1750515552.3798382,1.0000000000000002,Q[NONE]|F[Water+Crackers],0.0,1406251.174483736,0.0,12947178.217095124,0.0,14111574.188675972,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,164239444.54680434,R0,1740958208.3154519,P4,1179681496.6998324,1624735595.356521,1.0,Q[NONE]|F[Crackers],0.0,1875001.5659783147,0.0,17262904.289460164,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,349019595.1761549,R0,1604778251.2921345,P4,1160359150.8747907,1621904678.0259054,1.0,Q[NONE]|F[Water+Crackers],0.0,2343751.957472893,0.0,21578630.3618252,0.0,14111574.188675972,R0,3.725290298461914e-09,0.0,0.0,NONE,9557344.06438629,0.0,338749242.13488173,R0,1612347333.961519,P4->P4,-19322345.825041533,-125779957.02331734,R0->NONE,NONE->NONE,R0->R0,P4->P4,-19322345.82504177,-2830917.3306155205,NONE->R0,NONE->NONE,R0->R0,P4->P4,-38644691.6500833,-128610874.35393286,R0->R0,NONE->NONE,R0->R0,2b9e33a6ca0d6baf5ce43afb4d8bcf786a631e91b85dca171d19d6677c4fdf90
LA-0197,197,b3c6834eaa541b9262f7238445c6b1ba82033509df39012d82f2863040ec0ecc,P4,1229217512.1776106,1769636608.8585422,0.9999999999999999,Q[NONE]|F[Crackers],0.0,3594291.6510822554,0.0,10759137.740496602,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,324594947.8911224,R0,1749679264.7941558,P4,1219966389.5701478,1732196363.7899275,1.0,Q[NONE]|F[Crackers],0.0,4792388.868109674,0.0,14345516.987328803,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,432793263.8548299,R0,1712239019.725541,P4,1210715266.962685,1756230638.5676637,1.0,Q[NONE]|F[Water+Crackers],0.0,5990486.0851370925,0.0,17931896.234161004,0.0,30054891.039317455,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,333281881.5026398,R0,1746673294.5032773,P4->P4,-9251122.607462883,-37440245.06861472,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-9251122.607462645,24034274.777736187,NONE->R0,NONE->NONE,R0->R0,P4->P4,-18502245.214925528,-13405970.290878534,NONE->R0,NONE->NONE,R0->R0,ea0efe09e5202fc92f8dfa3e9734cca6365ae841adc9ed4eaf753a5e4fc9dd1e
LA-0198,198,28d04d1396e976e176b3ad1ed972b6a74cc27bae42c442017a1ee4600c2bc65c,P1,1232214231.4531293,1871338787.0447965,1.0,Q[Water+Vaccine]|F[NONE],14353429.391578859,0.0,0.0,0.0,15098484.439235728,0.0,NONE,0.0,317296.1307079548,0.0,NONE,9338787.044796463,0.0,0.0,NONE,1862000000.0,P1,1224273524.7048018,1871110179.987952,1.0,Q[Water+Vaccine]|F[NONE],19137905.85543848,0.0,0.0,0.0,15098484.439235728,0.0,NONE,0.0,649182.6778680284,0.0,NONE,9110179.987952055,0.0,0.0,NONE,1862000000.0,P1,1216332817.956474,1870881572.9311078,1.0,Q[Water+Vaccine]|F[NONE],23922382.319298096,0.0,0.0,0.0,15098484.439235728,0.0,NONE,0.0,981069.2250281018,0.0,NONE,8881572.931107648,0.0,0.0,NONE,1862000000.0,P1->P1,-7940706.748327494,-228607.05684447289,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-7940706.748327732,-228607.05684423447,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-15881413.496655226,-457214.11368870735,NONE->NONE,NONE->NONE,NONE->NONE,c174536ad61e94c51d7fb1ae3bcb2f818b9190b4ff275251baa0545aaa21db46
LA-0199,199,d1c9720b2467c7b41bbb1bad91de73ac79a2817a1a0aec29b42ba803608c2733,P4,1220976369.792007,1880836190.0400722,0.9999999999999999,Q[NONE]|F[Water+Vaccine],0.0,1579281.2754742305,0.0,12774148.116104627,0.0,677181.6709352207,R0,10172767.08376638,0.0,2663993.4023988275,R0,8663422.9563058,0.0,0.0,NONE,1862000000.0,P4,1208978199.7226763,1880751347.619058,1.0,Q[NONE]|F[Vaccine],0.0,2105708.3672989737,0.0,17032197.488139503,0.0,0.0,NONE,10400000.0,0.0,3594015.7857666784,R0,8351347.61905788,0.0,0.0,NONE,1862000000.0,P4,1196980029.6533458,1719591614.5884187,1.0,Q[NONE]|F[Water+Crackers],0.0,2632135.4591237176,0.0,21290246.860174377,0.0,30993262.3074979,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,452876318.78835875,R0,1710034270.5240324,P4->P4,-11998170.069330692,-84842.42101430893,R0->NONE,R0->R0,NONE->NONE,P4->P4,-11998170.069330454,-161159733.03063917,NONE->R0,R0->NONE,NONE->R0,P4->P4,-23996340.138661146,-161244575.45165348,R0->R0,R0->NONE,NONE->R0,d149ad13561d67445ca2dc326fa2d08e6dcda1a624d4514c564ebb94a7064845
LA-0200,200,f2534f7fe860fe08da03ba5287d920a0459e5fbf1e54cb66a0bfbb1664b672a9,P4,1221866687.8468692,1750028135.9318957,1.0,Q[NONE]|F[Crackers],0.0,6130772.990300329,0.0,8222656.401278529,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,258706809.55500567,R0,1730070791.8675094,P4,1210165290.462493,1767526253.0674164,1.0,Q[NONE]|F[Water+Crackers],0.0,8174363.987067105,0.0,10963541.868371371,0.0,20393898.041668374,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,203999948.36112782,R0,1757968909.00303,P4,1198463893.0781162,1723549850.3565862,1.0,Q[NONE]|F[Water+Crackers],0.0,10217954.983833881,0.0,13704427.335464213,0.0,20393898.041668374,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,290235551.54612964,R0,1713992506.2921999,P4->P4,-11701397.384376287,17498117.135520697,NONE->R0,NONE->NONE,R0->R0,P4->P4,-11701397.384376764,-43976402.71083021,R0->R0,NONE->NONE,R0->R0,P4->P4,-23402794.76875305,-26478285.575309515,NONE->R0,NONE->NONE,R0->R0,474a9507e73cb57f0c8c83b19368716836ea3e986f545a4c7225aa2c0a6f0fa7
LA-0201,201,8ecfcdba737c4ffbbf85bddf5eec30ec72a3ee53522bd9225c7d7adbd2912825,P4,1232501443.2738326,1778396561.6333554,1.0,Q[NONE]|F[Crackers],0.0,3273922.5231020525,0.0,11079506.868476806,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,251099259.31000793,R0,1758439217.568969,P4,1224344964.3651104,1743876300.8230116,1.0,Q[NONE]|F[Crackers],0.0,4365230.030802737,0.0,14772675.82463574,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,334799012.4133439,R0,1723918956.7586253,P4,1216188485.4563882,1709356040.012668,1.0,Q[NONE]|F[Crackers],0.0,5456537.5385034215,0.0,18465844.780794673,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,418498765.5166799,R0,1689398695.9482815,P4->P4,-8156478.908722162,-34520260.81034374,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-8156478.908722162,-34520260.81034374,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-16312957.817444324,-69040521.62068748,NONE->NONE,NONE->NONE,R0->R0,7d0c57d9215105903e0dcfba15a33de38b74656aefdc3fcccfe7efb817a64dbe
LA-0202,202,84052096e398a045e260837ad8a1eaba88a7c1f75a94b2ae2b14a6c0b6895cd7,P4,1221376882.8552737,1810196091.0332735,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,7596663.729290266,0.0,6756765.662288592,0.0,19490602.02578449,R0,1.862645149230957e-09,0.0,0.0,NONE,9557344.06438629,0.0,114996900.25316197,R0,1800638746.968887,P4,1209512217.1403656,1765784166.7407856,1.0,Q[NONE]|F[Water+Crackers],0.0,10128884.97238702,0.0,9009020.883051457,0.0,19490602.02578449,R0,1.862645149230957e-09,0.0,0.0,NONE,9557344.06438629,0.0,198229125.40548432,R0,1756226822.6763992,P4,1197647551.4254572,1659897722.6019468,1.0,Q[NONE]|F[Crackers],0.0,12661106.215483775,0.0,11261276.10381432,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,416161125.7616118,R0,1639940378.5375605,P4->P4,-11864665.714908123,-44411924.29248786,R0->R0,NONE->NONE,R0->R0,P4->P4,-11864665.714908361,-105886444.13883877,R0->NONE,NONE->NONE,R0->R0,P4->P4,-23729331.429816484,-150298368.43132663,R0->NONE,NONE->NONE,R0->R0,1d94351bc6d43b87234062ea4c832e9ecca5e71f83242fe4923fc64432198dee
LA-0203,203,75f52792602025983e1e240022e273feaa2e8955ea59a2b5528dbaf6a94c34b2,P4,1228642759.4141033,1768103444.2098355,1.0,Q[NONE]|F[Crackers],0.0,6237335.946621237,0.0,8116093.444957621,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,134284492.05043373,R0,1748146100.1454492,P4,1219200052.5521383,1730152144.2583184,1.0,Q[NONE]|F[Crackers],0.0,8316447.928828317,0.0,10821457.92661016,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,179045989.4005783,R0,1710194800.193932,P4,1209757345.6901731,1880353926.1723375,1.0000000000000002,Q[NONE]|F[Water+Vaccine],0.0,10395559.911035396,0.0,13526822.408262704,0.0,402608.2346984918,R0,10058646.229850845,0.0,1488536.0954774024,R0,8295279.94248666,0.0,0.0,NONE,1862000000.0,P4->P4,-9442706.861964941,-37951299.951517105,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-9442706.86196518,150201781.9140191,NONE->R0,NONE->R0,R0->NONE,P4->P4,-18885413.72393012,112250481.962502,NONE->R0,NONE->R0,R0->NONE,5294d43f64738f09492ca8ddbb793ae0da8e36a8b43f13bfa7584d502e10c3a9
LA-0204,204,68bacba53fe9875039b1d3566104bf08443258df24c10e3efe45f99707de2509,P4,1201627263.4326193,1696039060.9899147,1.0,Q[NONE]|F[Crackers],0.0,3152080.9371618847,0.0,11201348.454416974,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,397699176.4725417,R0,1676081716.9255283,P4,1183179391.2434928,1695540819.8114417,1.0,Q[NONE]|F[Water+Crackers],0.0,4202774.582882513,0.0,14935131.272555966,0.0,22246717.03566498,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,376518250.8323581,R0,1685983475.7470553,P4,1164731519.0543666,1869954559.0819035,1.0,Q[NONE]|F[Water+Vaccine],0.0,5253468.228603141,0.0,18668914.090694956,0.0,22246717.03566498,R0,0.0,0.0,3428529.2282991386,R0,7954559.081903358,0.0,0.0,NONE,1862000000.0,P4->P4,-18447872.18912649,-498241.17847299576,NONE->R0,NONE->NONE,R0->R0,P4->P4,-18447872.189126253,174413739.2704618,R0->R0,NONE->R0,R0->NONE,P4->P4,-36895744.378252745,173915498.0919888,NONE->R0,NONE->R0,R0->NONE,f527bf1f208bf7bd1cc9790bb573f5cde86f4e013290d1c8da093c5cc81e55a1
LA-0205,205,23884bb8c90f192c69fd9bf16e5ebb5435e6ef34e9ccca458cad5799c9599c75,P4,1229406527.533657,1770140811.1527338,1.0,Q[NONE]|F[Crackers],0.0,4284396.774816804,474171.81580365216,9594860.800958402,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,218139824.53080887,R1,1750183467.0883474,P4,1220218410.0448766,1880953277.2382407,1.0,Q[NONE]|F[Vaccine],0.0,5712529.0330890715,632229.0877382029,12793147.734611204,0.0,0.0,NONE,10400000.0,0.0,1958806.5876235897,R1,8553277.238240838,0.0,0.0,NONE,1862000000.0,P4,1211030292.556096,1695596455.8782988,1.0,Q[NONE]|F[Crackers],0.0,7140661.291361339,790286.3596727536,15991434.668264003,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,363566374.2180148,R1,1675639111.8139124,P4->P4,-9188117.488780499,110812466.08550692,NONE->NONE,NONE->R1,R1->NONE,P4->P4,-9188117.488780499,-185356821.35994196,NONE->NONE,R1->NONE,NONE->R1,P4->P4,-18376234.977560997,-74544355.27443504,NONE->NONE,NONE->NONE,R1->R1,801d8d671b0fd0cfcc819b542da5b660010219d34533eafdbf21ee043ba95721
LA-0206,206,9184c594f2b02431e1496a521621bbbbb00b8d592886ccc1a42cce343c9031c1,P1,1237876547.3325536,1871440510.1670914,0.9999999999999999,Q[Water+Vaccine]|F[NONE],14353429.391578857,0.0,0.0,0.0,17727948.762413334,0.0,NONE,0.0,199156.28316896086,0.0,NONE,9440510.16709138,0.0,0.0,NONE,1862000000.0,P1,1231823279.210701,1871245810.8176787,0.9999999999999977,Q[Water+Vaccine]|F[NONE],19137905.855438434,0.0,0.0,0.0,17727948.762413334,0.0,NONE,0.0,531042.8303290312,0.0,NONE,9245810.817678615,0.0,0.0,NONE,1862000000.0,P1,1225770011.088848,1871051111.4682658,0.999999999999998,Q[Water+Vaccine]|F[NONE],23922382.319298048,0.0,0.0,0.0,17727948.762413334,0.0,NONE,0.0,862929.3774891045,0.0,NONE,9051111.468265846,0.0,0.0,NONE,1862000000.0,P1->P1,-6053268.121852636,-194699.34941267967,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-6053268.121852875,-194699.3494129181,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-12106536.243705511,-389398.69882559776,NONE->NONE,NONE->NONE,NONE->NONE,28e7aec8832294c784d6c77cc9c1ccb66e58c518946817773dd4bf62dbdafe9e
LA-0207,207,f7596145dc855b8f83857ff3b76d0149c9a793c0608518405bfeeb8bd5d1a283,P4,1242204935.1982214,1865755342.9084003,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,5417423.448994201,993022.396679308,7942983.545905349,0.0,22735966.280069824,R1,0.0,0.0,0.0,NONE,9557344.06438629,0.0,12684048.330713816,R1,1856197998.844014,P4,1237282953.5976288,1778388649.394604,1.0,Q[NONE]|F[Crackers],0.0,7223231.265325602,1324029.8622390777,10590644.727873798,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,226416764.39259818,R1,1758431305.3302176,P4,1232360971.9970365,1752496475.7271583,1.0,Q[NONE]|F[Crackers],0.0,9029039.081657002,1655037.3277988469,13238305.909842247,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,283020955.4907477,R1,1732539131.662772,P4->P4,-4921981.600592613,-87366693.51379633,R1->NONE,NONE->NONE,R1->R1,P4->P4,-4921981.600592375,-25892173.66744566,NONE->NONE,NONE->NONE,R1->R1,P4->P4,-9843963.201184988,-113258867.18124199,R1->NONE,NONE->NONE,R1->R1,52172b21e31d56f9642610c2d8f49cbe326b52388a435aa5c0adf838a528f696
LA-0208,208,86f8dee9613183fc59f97a4e65221bcd624a99be001735564d47f13ecd95937f,P4,1237758603.448696,1792420142.979022,1.0,Q[NONE]|F[Crackers],0.0,3062832.033540332,0.0,11290597.358038526,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,111783187.65761968,R0,1772462798.9146357,P4,1231354511.2649283,1824048929.1302514,1.0,Q[NONE]|F[Water+Crackers],0.0,4083776.044720443,0.0,15054129.810718033,0.0,12983934.471336452,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,59312129.45594894,R0,1814491585.065865,P4,1224950419.081161,1732728675.5887792,1.0,Q[NONE]|F[Crackers],0.0,5104720.055900553,0.0,18817662.26339754,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,186305312.76269946,R0,1712771331.5243928,P4->P4,-6404092.183767557,31628786.15122938,NONE->R0,NONE->NONE,R0->R0,P4->P4,-6404092.183767319,-91320253.5414722,R0->NONE,NONE->NONE,R0->R0,P4->P4,-12808184.367534876,-59691467.390242815,NONE->NONE,NONE->NONE,R0->R0,1dfdc21dd6de7d0a6f0fe47916f2375c66b131a7a8506614b33a9e27b590a33d
LA-0209,209,e526c4d8714286be126cc93233722f4436728e28184cffcf1aac0e4be1e06064,P1,1232746899.7034304,1871348356.3939323,1.0,Q[Water+Vaccine]|F[NONE],14353429.391578859,0.0,0.0,0.0,15312136.609108755,0.0,NONE,0.0,307696.89996248035,0.0,NONE,9348356.393932372,0.0,0.0,NONE,1862000000.0,P1,1224983749.0385365,1871122939.1201332,1.0,Q[Water+Vaccine]|F[NONE],19137905.85543848,0.0,0.0,0.0,15312136.609108755,0.0,NONE,0.0,639583.4471225538,0.0,NONE,9122939.120133266,0.0,0.0,NONE,1862000000.0,P1,1217220598.3736427,1870897521.8463342,1.0,Q[Water+Vaccine]|F[NONE],23922382.319298096,0.0,0.0,0.0,15312136.609108755,0.0,NONE,0.0,971469.9942826272,0.0,NONE,8897521.846334161,0.0,0.0,NONE,1862000000.0,P1->P1,-7763150.664893866,-225417.27379918098,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-7763150.664893866,-225417.27379894257,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-15526301.329787731,-450834.54759812355,NONE->NONE,NONE->NONE,NONE->NONE,a3e1a365491c15994ef99d44f6e64f9ca883cb6ab890edc8e1ad54e3b534dd2b
LA-0210,210,83c2596975cd51e628c363b9d0b1e44c3d23dbe6c6d62c564575a741a19cda06,P4,1217671612.8080103,1800312208.0646877,1.0,Q[NONE]|F[Water+Crackers],0.0,2621470.8471090514,0.0,11731958.544469807,0.0,18044902.462204207,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,123616493.27125353,R0,1790754864.0003014,P4,1204571857.0773478,1880455683.5088973,1.0,Q[NONE]|F[Water+Vaccine],0.0,3495294.4628120675,0.0,15642611.39262641,0.0,393991.8052000757,R0,10172926.743014367,0.0,2211519.5654862965,R0,8282756.76588293,0.0,0.0,NONE,1862000000.0,P4,1191472101.3466847,1704899104.1673212,1.0,Q[NONE]|F[Water+Crackers],0.0,4369118.078515084,0.0,19553264.240783013,0.0,18044902.462204207,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,289166508.02549696,R0,1695341760.1029348,P4->P4,-13099755.730662584,80143475.44420958,R0->R0,NONE->R0,R0->NONE,P4->P4,-13099755.730663061,-175556579.3415761,R0->R0,R0->NONE,NONE->R0,P4->P4,-26199511.461325645,-95413103.89736652,R0->R0,NONE->NONE,R0->R0,e6d81b160f531c21a37aef3c2c68bb4a8cf6a57d458864835d12d7666daffb13
