cell,simulation_id,sample_index,input_sha256,baseline_T_COST_REF,treated_T_COST_REF,delta_T_COST_REF,baseline_reference_shortage_loss,treated_reference_shortage_loss,delta_reference_shortage_loss,baseline_first_stage_cost,treated_first_stage_cost,delta_first_stage_cost,baseline_C_Q,treated_C_Q,delta_C_Q,baseline_C_F,treated_C_F,delta_C_F,baseline_C_R,treated_C_R,delta_C_R,baseline_emergency_expenditure,treated_emergency_expenditure,delta_emergency_expenditure,T_COST_REF_direction,baseline_Q_Water,treated_Q_Water,delta_Q_Water,baseline_F_Water,treated_F_Water,delta_F_Water,baseline_shortage_Water,treated_shortage_Water,delta_shortage_Water,baseline_reference_shortage_loss_Water,treated_reference_shortage_loss_Water,delta_reference_shortage_loss_Water,R_transition_Water,baseline_Q_Vaccine,treated_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,treated_F_Vaccine,delta_F_Vaccine,baseline_shortage_Vaccine,treated_shortage_Vaccine,delta_shortage_Vaccine,baseline_reference_shortage_loss_Vaccine,treated_reference_shortage_loss_Vaccine,delta_reference_shortage_loss_Vaccine,R_transition_Vaccine,baseline_Q_Crackers,treated_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,treated_F_Crackers,delta_F_Crackers,baseline_shortage_Crackers,treated_shortage_Crackers,delta_shortage_Crackers,baseline_reference_shortage_loss_Crackers,treated_reference_shortage_loss_Crackers,delta_reference_shortage_loss_Crackers,R_transition_Crackers,audit_row_sha256
E2D_LAMBDA_WATER,LA-0348,348,318b797222852e730be8b3eebcbf9febd49a5c4338f21e33e0e0e7a6efd5f024,1171042950.8466673,1171042950.8466673,0.0,1151905044.9912288,1151905044.9912288,0.0,4402468.110377787,4402468.110377788,9.313225746154785e-10,0.0,0.0,0.0,4402468.110377787,4402468.110377788,9.313225746154785e-10,0.0,0.0,0.0,14735437.74506069,14735437.74506069,0.0,unchanged,0.0,0.0,0.0,16670790.523265542,16670790.523265542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,334042127.34519756,334042127.3451976,5.960464477539063e-08,1653609274.9445965,1653609274.9445965,0.0,619905044.9912304,619905044.9912304,0.0,R0->R0,cbfbf04db07853a0fcd0f678b50cb1549c2f8cca4de1fd8c5be4f2ea6c7798f4
E2D_LAMBDA_VACCINE,LA-0348,348,318b797222852e730be8b3eebcbf9febd49a5c4338f21e33e0e0e7a6efd5f024,1171042950.8466673,1171042950.8466673,0.0,1151905044.9912288,1151905044.9912288,0.0,4402468.110377787,4402468.110377787,0.0,0.0,0.0,0.0,4402468.110377787,4402468.110377787,0.0,0.0,0.0,0.0,14735437.74506069,14735437.745060692,1.862645149230957e-09,unchanged,0.0,0.0,0.0,16670790.523265542,0.0,-16670790.523265542,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,3025589.192060291,3025589.192060291,9557344.06438629,7669843.435456108,-1887500.6289301813,531999999.99999845,426934164.9912288,-105065835.00876963,NONE->R0,0.0,0.0,0.0,334042127.34519756,0.0,-334042127.34519756,1653609274.9445965,1862000000.0,208390725.05540347,619905044.9912304,698026560.0,78121515.00876963,R0->NONE,359e13ca1d93896d1131e44a19ae44a4aad4e8f3c87f8a9e8c490076d225a4a7
E2D_LAMBDA_CRACKERS,LA-0348,348,318b797222852e730be8b3eebcbf9febd49a5c4338f21e33e0e0e7a6efd5f024,1171042950.8466673,1171042950.8466673,0.0,1151905044.9912288,1151905044.9912288,0.0,4402468.110377787,4402468.110377787,0.0,0.0,0.0,0.0,4402468.110377787,4402468.110377787,0.0,0.0,0.0,0.0,14735437.74506069,14735437.74506069,0.0,unchanged,0.0,0.0,0.0,16670790.523265542,0.0,-16670790.523265542,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,334042127.34519756,449254152.7604674,115212025.41526985,1653609274.9445965,1581734755.0982456,-71874519.84635091,619905044.9912304,592960724.9912302,-26944320.00000012,R0->R0,937ba930446da3dd19dfa64a4c494f8300a45412d34ee5c62fca99c4be18f197
E2D_LAMBDA_WATER,LA-0349,349,a13fac328519453bbee1dec8c125b0a9799e9407a66ec9ae666070e54c274bb7,1239632077.264095,1239632077.264095,0.0,1220494171.4086566,1220494171.4086566,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,21622869.407663703,21622869.407663703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,356046.9853006866,356046.9853006866,0.0,0.0,0.0,0.0,9386095.347238012,9386095.347238012,0.0,522467611.4086567,522467611.4086567,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,5838844bbba24c0c682c7717b93a7316c5b61931fd0dfa165427a379b530d638
E2D_LAMBDA_VACCINE,LA-0349,349,a13fac328519453bbee1dec8c125b0a9799e9407a66ec9ae666070e54c274bb7,1239632077.264095,1240566605.565982,934528.3018870354,1220494171.4086566,1221428699.7105436,934528.3018870354,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,21622869.407663703,0.0,-21622869.407663703,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,356046.9853006866,1327546.188640294,971499.2033396072,0.0,0.0,0.0,9386095.347238012,8918831.196294617,-467264.15094339475,522467611.4086567,496457819.7105436,-26009791.698113143,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,a657fb8cefa69f29cb0c57eeb492658bc341c59e53c6b3d59cb4e8e4bcd63ea3
E2D_LAMBDA_CRACKERS,LA-0349,349,a13fac328519453bbee1dec8c125b0a9799e9407a66ec9ae666070e54c274bb7,1239632077.264095,1242971500.4323626,3339423.1682674885,1220494171.4086566,1223833594.576924,3339423.1682674885,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,21622869.407663703,0.0,-21622869.407663703,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,356046.9853006866,0.0,-356046.9853006866,0.0,0.0,0.0,9386095.347238012,9557344.06438629,171248.7171482779,522467611.4086567,531999999.99999845,9532388.591341734,NONE->NONE,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,1862000000.0,1773605619.3366559,-88394380.66334414,698026560.0,664889274.5769255,-33137285.423074484,NONE->NONE,b997a297b6a13eab706d81705650729f3329fbea9778744b0396bc4d47dffbc2
E2D_LAMBDA_WATER,LA-0350,350,6f6cc94474cb93bf0b7f910d95037abb1027f5c4c91ee99da7a96a1dab0f8743,1227421178.8107421,1227421178.8107421,0.0,1208283272.9553037,1208283272.9553037,0.0,4322524.727680189,4322524.727680189,0.0,0.0,0.0,0.0,3753549.080243548,3753549.0802435484,4.656612873077393e-10,568975.6474366403,568975.6474366403,0.0,14815381.12775829,14815381.12775829,0.0,unchanged,0.0,0.0,0.0,0.0,12932329.52635272,12932329.52635272,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R1,0.0,0.0,0.0,0.0,485729.1984186542,485729.1984186542,9557344.06438629,9166727.381347075,-390616.68303921446,531999999.99999845,510256712.9553036,-21743287.04469484,NONE->R1,0.0,0.0,0.0,161498904.8166096,0.0,-161498904.8166096,1732124821.156917,1862000000.0,129875178.8430829,649338952.9553051,698026560.0,48687607.0446949,R1->NONE,ee386f90d030d0160c634f7f5e242af9ac7e2823fcd4e9f58a1e42281e19d373
E2D_LAMBDA_VACCINE,LA-0350,350,6f6cc94474cb93bf0b7f910d95037abb1027f5c4c91ee99da7a96a1dab0f8743,1227421178.8107421,1227421178.8107421,0.0,1208283272.9553037,1208283272.9553037,0.0,4322524.727680189,4322524.727680188,-9.313225746154785e-10,0.0,0.0,0.0,3753549.080243548,3753549.080243547,-9.313225746154785e-10,568975.6474366403,568975.6474366402,-1.1641532182693481e-10,14815381.12775829,14815381.127758287,-3.725290298461914e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1087645.6854996153,1087645.6854996153,9557344.06438629,8682674.492585937,-874669.571800353,531999999.99999845,483312392.9553036,-48687607.04469484,NONE->R1,0.0,0.0,0.0,161498904.8166096,0.0,-161498904.8166096,1732124821.156917,1862000000.0,129875178.8430829,649338952.9553051,698026560.0,48687607.0446949,R1->NONE,04cfb323ad2bcad6a2fdaba51f1d64c5c713f5e57b36c930f7739524046b5cf0
E2D_LAMBDA_CRACKERS,LA-0350,350,6f6cc94474cb93bf0b7f910d95037abb1027f5c4c91ee99da7a96a1dab0f8743,1227421178.8107421,1227421178.8107421,0.0,1208283272.9553037,1208283272.9553037,0.0,4322524.727680189,4322524.727680188,-9.313225746154785e-10,0.0,0.0,0.0,3753549.080243548,3753549.0802435474,-4.656612873077393e-10,568975.6474366403,568975.6474366402,-1.1641532182693481e-10,14815381.12775829,14815381.127758289,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,161498904.8166096,161498904.81660956,-2.9802322387695312e-08,1732124821.156917,1732124821.1569173,2.384185791015625e-07,649338952.9553051,649338952.9553051,0.0,R1->R1,06de0c2b5ddaa3378d68470f7794a27a833f265a8b8c7a10b8b0a8337984f83f
E2D_LAMBDA_WATER,LA-0351,351,f3014d60172507cc6bb29f0401f255d8c1e3a8702a3b2baa99dff2998e300dd3,1201549238.3285189,1201549238.3285189,0.0,1182411332.4730804,1182411332.4730804,0.0,4056568.765544466,4056568.765544466,0.0,0.0,0.0,0.0,4056568.765544466,4056568.765544466,0.0,0.0,0.0,0.0,15081337.089894012,15081337.089894012,0.0,unchanged,0.0,0.0,0.0,13134719.801893104,13134719.801893104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,160413555.89415693,160413555.89415693,0.0,1734985415.2611022,1734985415.2611022,0.0,650411332.473082,650411332.473082,0.0,R0->R0,445256f984915e7f1cc53dbc5938a0c08add28e1e0a8698acb62a53e3283ee3d
E2D_LAMBDA_VACCINE,LA-0351,351,f3014d60172507cc6bb29f0401f255d8c1e3a8702a3b2baa99dff2998e300dd3,1201549238.3285189,1201549238.3285189,0.0,1182411332.4730804,1182411332.4730804,0.0,4056568.765544466,4056568.7655444657,-4.656612873077393e-10,0.0,0.0,0.0,4056568.765544466,4056568.7655444657,-4.656612873077393e-10,0.0,0.0,0.0,15081337.089894012,15081337.089894012,0.0,unchanged,0.0,0.0,0.0,13134719.801893104,0.0,-13134719.801893104,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,1691672.6411387287,1691672.6411387287,9557344.06438629,8217886.82942441,-1339457.2349618794,531999999.99999845,457440452.4730804,-74559547.52691805,NONE->R0,0.0,0.0,0.0,160413555.89415693,0.0,-160413555.89415693,1734985415.2611022,1862000000.0,127014584.7388978,650411332.473082,698026560.0,47615227.52691805,R0->NONE,2801568e844ec0dab23cd6bc0cdd14153e0d522d1ba05dcca689dc9346318a7c
E2D_LAMBDA_CRACKERS,LA-0351,351,f3014d60172507cc6bb29f0401f255d8c1e3a8702a3b2baa99dff2998e300dd3,1201549238.3285189,1201549238.3285189,0.0,1182411332.4730804,1182411332.4730804,0.0,4056568.765544466,4056568.7655444657,-4.656612873077393e-10,0.0,0.0,0.0,4056568.765544466,4056568.7655444657,-4.656612873077393e-10,0.0,0.0,0.0,15081337.089894012,15081337.089894012,0.0,unchanged,0.0,0.0,0.0,13134719.801893104,0.0,-13134719.801893104,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,160413555.89415693,251187755.8054476,90774199.91129068,1734985415.2611022,1663110895.4147513,-71874519.84635091,650411332.473082,623467012.473082,-26944320.0,R0->R0,78601db102459b3069ee9752dc8471720a4504899adc618fbbb7be80c7e397f4
E2D_LAMBDA_WATER,LA-0352,352,ac8b1a8f6840d38fda588e4e7b0ae078e171d0cb71993537b634e75a6af9ed2f,1230739203.0323558,1230739203.0323558,0.0,1211601297.1769173,1211601297.1769173,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,17295442.32911782,17295442.32911782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,550475.0179570522,550475.0179570522,0.0,0.0,0.0,0.0,9226335.46236198,9226335.46236198,0.0,513574737.17691725,513574737.17691725,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,0e6b0a1da0ee696661f8080ea34d4681e8dd1d9c27ab9a34ba663a32f42407e9
E2D_LAMBDA_VACCINE,LA-0352,352,ac8b1a8f6840d38fda588e4e7b0ae078e171d0cb71993537b634e75a6af9ed2f,1230739203.0323558,1231673731.3342426,934528.301886797,1211601297.1769173,1212535825.478804,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,17295442.32911782,0.0,-17295442.32911782,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,550475.0179570522,1327546.188640294,777071.1706832417,0.0,0.0,0.0,9226335.46236198,8759071.311418585,-467264.15094339475,513574737.17691725,487564945.4788042,-26009791.698113084,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,55d3ed49798bd6b1f7215b177dad723c10590faa25ad59adf93dec58de65d780
E2D_LAMBDA_CRACKERS,LA-0352,352,ac8b1a8f6840d38fda588e4e7b0ae078e171d0cb71993537b634e75a6af9ed2f,1230739203.0323558,1234680345.83102,3941142.7986643314,1211601297.1769173,1215542439.9755816,3941142.7986643314,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,17295442.32911782,0.0,-17295442.32911782,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,550475.0179570522,0.0,-550475.0179570522,0.0,0.0,0.0,9226335.46236198,9557344.06438629,331008.60202430934,513574737.17691725,531999999.99999845,18425262.823081195,NONE->NONE,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,1862000000.0,1751488796.3497205,-110511203.65027952,698026560.0,656598119.9755832,-41428440.024416804,NONE->NONE,651fc1c3b023f491cf1b13abf916b757f6ebaedc0c9a329f29ba802090516365
E2D_LAMBDA_WATER,LA-0353,353,021c8d252140c33d3bba0da6f129eb5c541a0a1aa63a39f9d3711612fb02085e,1224917169.5904088,1224917169.5904088,0.0,1205779263.7349703,1205779263.7349703,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,15291851.438470911,15291851.438470911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,640494.8445297495,640494.8445297495,0.0,0.0,0.0,0.0,9121743.024844967,9121743.024844967,0.0,507752703.7349703,507752703.7349703,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,c652aaa605e40aa3c1b5571aa78fa698dbc42fb30f245e7b6a070be19def18c1
E2D_LAMBDA_VACCINE,LA-0353,353,021c8d252140c33d3bba0da6f129eb5c541a0a1aa63a39f9d3711612fb02085e,1224917169.5904088,1225851697.8922956,934528.301886797,1205779263.7349703,1206713792.0368571,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,15291851.438470911,0.0,-15291851.438470911,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,640494.8445297495,1327546.188640294,687051.3441105444,0.0,0.0,0.0,9121743.024844967,8654478.87390157,-467264.1509433966,507752703.7349703,481742912.036857,-26009791.698113263,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,02e95a5fbbd8f102aecc3732a548bf79b07147dc87a76073ec17fc5248c766d2
E2D_LAMBDA_CRACKERS,LA-0353,353,021c8d252140c33d3bba0da6f129eb5c541a0a1aa63a39f9d3711612fb02085e,1224917169.5904088,1226268044.3706613,1350874.7802524567,1205779263.7349703,1207130138.5152228,1350874.7802524567,19137905.85543848,8228971.844551362,-10908934.010887116,19137905.85543848,0.0,-19137905.85543848,0.0,8228971.844551362,8228971.844551362,0.0,0.0,0.0,0.0,10908934.010887116,10908934.010887116,worsened,15291851.438470911,0.0,-15291851.438470911,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,640494.8445297495,0.0,-640494.8445297495,0.0,0.0,0.0,9121743.024844967,9557344.06438629,435601.03954132274,507752703.7349703,531999999.99999845,24247296.26502818,NONE->NONE,0.0,0.0,0.0,0.0,263598923.15101618,263598923.15101618,1862000000.0,1729048811.6603296,-132951188.33967042,698026560.0,648185818.5152243,-49840741.48477566,NONE->R0,dfd3e19dcfa5dcb1903ac9f47a31891edcaef94f19d7eb556e72680010a2af88
E2D_LAMBDA_WATER,LA-0354,354,c17d41a53215417e5264499caf66e812c1888c03f25a53be7db763b45211baf3,1210820771.2177095,1210820771.2177095,0.0,1191682865.362271,1191682865.362271,0.0,9634718.053533686,9634718.053533686,0.0,0.0,0.0,0.0,9634718.053533686,9634718.053533686,0.0,0.0,0.0,0.0,9503187.801904792,9503187.80190479,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,12909635.407738348,12909635.407738348,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,216183144.11076793,126964505.04128298,-89218639.06948495,1687842897.359882,1759717417.206233,71874519.84635091,632738545.3622726,659682865.3622726,26944320.0,R0->R0,290e0e10f99333ae9463004b7958d774b379cd7ad56abd79c975e9b6b723ca9c
E2D_LAMBDA_VACCINE,LA-0354,354,c17d41a53215417e5264499caf66e812c1888c03f25a53be7db763b45211baf3,1210820771.2177095,1210820771.2177095,0.0,1191682865.362271,1191682865.362271,0.0,9634718.053533686,9634718.053533686,0.0,0.0,0.0,0.0,9634718.053533686,9634718.053533686,0.0,0.0,0.0,0.0,9503187.801904792,9503187.801904792,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1455927.2970725186,1455927.2970725186,9557344.06438629,8384449.291503863,-1172894.7728824262,531999999.99999845,466711985.3622711,-65288014.63772738,NONE->R0,0.0,0.0,0.0,216183144.11076793,0.0,-216183144.11076793,1687842897.359882,1862000000.0,174157102.64011788,632738545.3622726,698026560.0,65288014.63772738,R0->NONE,a5e81f324ea66231e6b98d34fa48ba244b2b4dbb543392dfbea385810aa796ad
E2D_LAMBDA_CRACKERS,LA-0354,354,c17d41a53215417e5264499caf66e812c1888c03f25a53be7db763b45211baf3,1210820771.2177095,1210820771.2177095,0.0,1191682865.362271,1191682865.362271,0.0,9634718.053533686,9634718.053533686,0.0,0.0,0.0,0.0,9634718.053533686,9634718.053533686,0.0,0.0,0.0,0.0,9503187.801904792,9503187.801904792,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,216183144.11076793,216183144.11076793,0.0,1687842897.359882,1687842897.359882,0.0,632738545.3622726,632738545.3622726,0.0,R0->R0,c054a547aedc9924dc8f3f26d0c484d2aa42e7ab401a1a7c2b1088c7007a95e9
E2D_LAMBDA_WATER,LA-0355,355,3458675177d843ecf6982085731c917a10e2e388354f60e93bab711b3d5419a4,1223406998.3492155,1223406998.3492155,0.0,1204269092.493777,1204269092.493777,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,14845752.598742407,14845752.598742407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,660537.7287203815,660537.7287203815,0.0,0.0,0.0,0.0,9094612.900506198,9094612.900506198,0.0,506242532.49377704,506242532.49377704,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,acdd5bbe4afb67532f6a976dcf8bde6112111a22dd6d2efb9c76d7e25d7647fc
E2D_LAMBDA_VACCINE,LA-0355,355,3458675177d843ecf6982085731c917a10e2e388354f60e93bab711b3d5419a4,1223406998.3492155,1224341526.6511023,934528.301886797,1204269092.493777,1205203620.7956638,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,14845752.598742407,0.0,-14845752.598742407,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,660537.7287203815,1327546.188640294,667008.4599199124,0.0,0.0,0.0,9094612.900506198,8627348.749562802,-467264.1509433966,506242532.49377704,480232740.79566383,-26009791.698113203,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,6e70d025fcfa65cf0c9b92cefe574c9d0a576765131a33327e9f7f28cad8b0b9
E2D_LAMBDA_CRACKERS,LA-0355,355,3458675177d843ecf6982085731c917a10e2e388354f60e93bab711b3d5419a4,1223406998.3492155,1227844261.0048535,4437262.6556379795,1204269092.493777,1208706355.149415,4437262.6556379795,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,14845752.598742407,0.0,-14845752.598742407,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,660537.7287203815,0.0,-660537.7287203815,0.0,0.0,0.0,9094612.900506198,9557344.06438629,462731.16388009116,506242532.49377704,531999999.99999845,25757467.506221414,NONE->NONE,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,1862000000.0,1733253401.4869199,-128746598.51308012,698026560.0,649762035.1494166,-48264524.850583434,NONE->NONE,fcb8c62b22c44d474cd4f4cddac76369b08456e6c44e66c347ec2b936b4e2aa3
E2D_LAMBDA_WATER,LA-0356,356,06cb055d8c505b6ed314c54dc47e353a06355a26e06a2ef6d826c99ff2345570,1236014845.091615,1236014845.091615,0.0,1216876939.2361765,1216876939.2361765,0.0,16515024.404298687,16515024.404298687,0.0,12822537.791896299,12822537.791896299,0.0,2360659.6921519907,2360659.6921519907,0.0,1331826.9202503995,1331826.9202503995,0.0,2622881.451139789,2622881.451139789,0.0,unchanged,19797032.255513813,19797032.255513813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,62146078.141317815,62146078.141317815,0.0,1826923120.0282173,1826923120.0282173,0.0,684876939.236178,684876939.236178,0.0,R1->R1,9d51b25a45d3365c27afcea43adcd15ba56cd1d855743074d725565abb121a50
E2D_LAMBDA_VACCINE,LA-0356,356,06cb055d8c505b6ed314c54dc47e353a06355a26e06a2ef6d826c99ff2345570,1236014845.091615,1236260561.3844798,245716.2928647995,1216876939.2361765,1217122655.5290413,245716.2928647995,16515024.404298687,11189602.957359277,-5325421.446939411,12822537.791896299,0.0,-12822537.791896299,2360659.6921519907,7153673.7828378575,4793014.090685867,1331826.9202503995,4035929.1745214183,2704102.254271019,2622881.451139789,7948302.898079202,5325421.4469394125,worsened,19797032.255513813,0.0,-19797032.255513813,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,0.0,0.0,0.0,0.0,1268315.599052174,1268315.599052174,9557344.06438629,8841473.40343923,-715870.6609470602,531999999.99999845,492151775.5290413,-39848224.47095716,NONE->R1,0.0,0.0,0.0,62146078.141317815,0.0,-62146078.141317815,1826923120.0282173,1862000000.0,35076879.971782684,684876939.236178,698026560.0,13149620.76382196,R1->NONE,c642eeb98d2738beeca21a7e21745a5d2a2bdd16f1e68fc206876c91675de42b
E2D_LAMBDA_CRACKERS,LA-0356,356,06cb055d8c505b6ed314c54dc47e353a06355a26e06a2ef6d826c99ff2345570,1236014845.091615,1236260561.3844798,245716.2928647995,1216876939.2361765,1217122655.5290413,245716.2928647995,16515024.404298687,11189602.957359277,-5325421.446939411,12822537.791896299,0.0,-12822537.791896299,2360659.6921519907,7153673.7828378575,4793014.090685867,1331826.9202503995,4035929.1745214188,2704102.2542710193,2622881.451139789,7948302.8980792025,5325421.446939413,worsened,19797032.255513813,0.0,-19797032.255513813,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,62146078.141317815,188325649.55623192,126179571.4149141,1826923120.0282173,1755704053.3745275,-71219066.65368986,684876939.236178,658178335.5290428,-26698603.7071352,R1->R1,d785803a66fa8a83dc54f892e85207babf13d149cbeb22e5a5ccdc8041ec0a77
