simulation_id,sample_index,input_sha256,BETA2_policy_label,BETA2_T_COST_REF,BETA2_reference_shortage_loss,BETA2_first_stage_cost,BETA2_C_Q,BETA2_C_F,BETA2_C_R,BETA2_emergency_expenditure,BETA2_Q_Water,BETA2_F_Water,BETA2_R_Water,BETA2_shortage_Water,BETA2_reference_shortage_loss_Water,BETA2_Q_Vaccine,BETA2_F_Vaccine,BETA2_R_Vaccine,BETA2_shortage_Vaccine,BETA2_reference_shortage_loss_Vaccine,BETA2_Q_Crackers,BETA2_F_Crackers,BETA2_R_Crackers,BETA2_shortage_Crackers,BETA2_reference_shortage_loss_Crackers,BETA4_policy_label,BETA4_T_COST_REF,BETA4_reference_shortage_loss,BETA4_first_stage_cost,BETA4_C_Q,BETA4_C_F,BETA4_C_R,BETA4_emergency_expenditure,BETA4_Q_Water,BETA4_F_Water,BETA4_R_Water,BETA4_shortage_Water,BETA4_reference_shortage_loss_Water,BETA4_Q_Vaccine,BETA4_F_Vaccine,BETA4_R_Vaccine,BETA4_shortage_Vaccine,BETA4_reference_shortage_loss_Vaccine,BETA4_Q_Crackers,BETA4_F_Crackers,BETA4_R_Crackers,BETA4_shortage_Crackers,BETA4_reference_shortage_loss_Crackers,BETA6_policy_label,BETA6_T_COST_REF,BETA6_reference_shortage_loss,BETA6_first_stage_cost,BETA6_C_Q,BETA6_C_F,BETA6_C_R,BETA6_emergency_expenditure,BETA6_Q_Water,BETA6_F_Water,BETA6_R_Water,BETA6_shortage_Water,BETA6_reference_shortage_loss_Water,BETA6_Q_Vaccine,BETA6_F_Vaccine,BETA6_R_Vaccine,BETA6_shortage_Vaccine,BETA6_reference_shortage_loss_Vaccine,BETA6_Q_Crackers,BETA6_F_Crackers,BETA6_R_Crackers,BETA6_shortage_Crackers,BETA6_reference_shortage_loss_Crackers,delta_T_COST_REF_BETA2_BETA4,delta_reference_shortage_loss_BETA2_BETA4,delta_first_stage_cost_BETA2_BETA4,delta_C_Q_BETA2_BETA4,delta_C_F_BETA2_BETA4,delta_C_R_BETA2_BETA4,delta_emergency_expenditure_BETA2_BETA4,T_COST_REF_direction_BETA2_BETA4,reference_shortage_direction_BETA2_BETA4,policy_transition_BETA2_BETA4,delta_Q_Water_BETA2_BETA4,delta_F_Water_BETA2_BETA4,delta_shortage_Water_BETA2_BETA4,delta_reference_shortage_loss_Water_BETA2_BETA4,R_transition_Water_BETA2_BETA4,delta_Q_Vaccine_BETA2_BETA4,delta_F_Vaccine_BETA2_BETA4,delta_shortage_Vaccine_BETA2_BETA4,delta_reference_shortage_loss_Vaccine_BETA2_BETA4,R_transition_Vaccine_BETA2_BETA4,delta_Q_Crackers_BETA2_BETA4,delta_F_Crackers_BETA2_BETA4,delta_shortage_Crackers_BETA2_BETA4,delta_reference_shortage_loss_Crackers_BETA2_BETA4,R_transition_Crackers_BETA2_BETA4,delta_T_COST_REF_BETA4_BETA6,delta_reference_shortage_loss_BETA4_BETA6,delta_first_stage_cost_BETA4_BETA6,delta_C_Q_BETA4_BETA6,delta_C_F_BETA4_BETA6,delta_C_R_BETA4_BETA6,delta_emergency_expenditure_BETA4_BETA6,T_COST_REF_direction_BETA4_BETA6,reference_shortage_direction_BETA4_BETA6,policy_transition_BETA4_BETA6,delta_Q_Water_BETA4_BETA6,delta_F_Water_BETA4_BETA6,delta_shortage_Water_BETA4_BETA6,delta_reference_shortage_loss_Water_BETA4_BETA6,R_transition_Water_BETA4_BETA6,delta_Q_Vaccine_BETA4_BETA6,delta_F_Vaccine_BETA4_BETA6,delta_shortage_Vaccine_BETA4_BETA6,delta_reference_shortage_loss_Vaccine_BETA4_BETA6,R_transition_Vaccine_BETA4_BETA6,delta_Q_Crackers_BETA4_BETA6,delta_F_Crackers_BETA4_BETA6,delta_shortage_Crackers_BETA4_BETA6,delta_reference_shortage_loss_Crackers_BETA4_BETA6,R_transition_Crackers_BETA4_BETA6,audit_row_sha256
LA-0841,841,5d1b4858a9dc233e1641cfa9997da38d032b11ee7bab8d5b8eab9124b4b01791,P1,1226007955.607607,1206870049.7521684,19137905.85543848,19137905.85543848,0.0,0.0,0.0,15631110.993612891,0.0,NONE,0.0,0.0,625252.1687621676,0.0,NONE,9141338.92196336,508843489.7521685,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1226007955.607607,1206870049.7521684,19137905.85543848,19137905.85543848,0.0,0.0,0.0,15631110.993612891,0.0,NONE,0.0,0.0,625252.1687621676,0.0,NONE,9141338.92196336,508843489.7521685,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1226007955.607607,1206870049.7521684,19137905.85543848,19137905.85543848,0.0,0.0,0.0,15631110.993612891,0.0,NONE,0.0,0.0,625252.1687621676,0.0,NONE,9141338.92196336,508843489.7521685,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,efc4f2e68fcc78892e1cb4f24f7d2def7ad02f6131f0bccc09392873b72c73a6
LA-0842,842,466c5fdd8cbfea6918620048fa7f1f9789c57c69c8a9622cf593d5e3d2c29739,P4,1205964331.3658745,1186826425.510436,4228108.635587054,0.0,4228108.635587054,0.0,14909797.219851423,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,230599286.2700812,R0,1674888245.5997589,627882105.5104376,P4,1205964331.3658745,1186826425.510436,4228108.635587054,0.0,4228108.635587054,0.0,14909797.219851423,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,230599286.2700812,R0,1674888245.5997589,627882105.5104376,P4,1205964331.3658745,1186826425.510436,4228108.635587054,0.0,4228108.635587054,0.0,14909797.219851423,0.0,12817113.413831338,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,142020067.76668215,R0,1746762765.4461098,654826425.5104376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,12817113.413831338,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-88579218.50339904,71874519.84635091,26944320.0,R0->R0,e952dde14c622b7e05ddadb3e0c84597e2e26b9fe8a06779f8f6275b2c1e3de1
LA-0843,843,fab4c6739202c5ba7eaf5e1549c07a1aead78a870176384ba7dd1f290ab3911e,P4,1172762268.8112533,1153624362.9558148,4781295.916146279,0.0,4781295.916146279,0.0,14356609.9392922,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,330249043.7750114,R0,1586321070.6247766,594680042.9558163,P4,1172762268.8112533,1153624362.9558148,4781295.916146279,0.0,4781295.916146279,0.0,14356609.9392922,0.0,12458660.018174032,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,244147100.81970495,R0,1658195590.4711275,621624362.9558163,P4,1172762268.8112533,1153624362.9558148,4781295.916146279,0.0,4781295.916146279,0.0,14356609.9392922,0.0,12458660.018174032,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,244147100.81970495,R0,1658195590.4711275,621624362.9558163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,12458660.018174032,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-86101942.95530647,71874519.84635091,26944320.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,976512c14704a95641159d307ed7b10ae5ec5a132f2dc7e0613387e641b1c4cb
LA-0844,844,134ebf8f464567ac234d0de213d0c3359ac9b30e6e165e8b173c85b807a8f18a,P4,1229142685.4907086,1210004779.63527,6980132.797482008,0.0,5753424.620134618,1226708.1773473904,12157773.05795647,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,167818571.75754693,R1,1736716975.1260982,651060459.6352717,P4,1229142685.4907086,1210004779.63527,6980132.797482008,0.0,5753424.620134618,1226708.1773473904,12157773.05795647,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,167818571.75754693,R1,1736716975.1260982,651060459.6352717,P4,1229142685.4907086,1210004779.63527,6980132.797482008,0.0,5753424.620134617,1226708.1773473904,12157773.05795647,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1130206.707754908,R1,8713601.24380695,485033899.6352701,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R1->R1,0.0,0.0,0.0,0.0,-9.313225746154785e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,1130206.707754908,-843742.8205793388,-46966100.36472833,NONE->R1,0.0,-167818571.75754693,125283024.87390184,46966100.36472833,R1->NONE,9c28210a60ccae2d9c4e619caeb10c907198ff3698527a5f1c53d8f1f87f329f
LA-0845,845,e140d33748675c14eeeb04f124e356cc79a0c0f3369b8fbe53a3cd57fcb8a86c,P2,1230806762.5274358,1211668856.6719973,14399266.181810874,11233355.432062129,3165910.7497487464,0.0,4738639.673627604,17343454.42652791,0.0,NONE,0.0,0.0,0.0,612189.012523319,R0,9227549.164127573,513642296.67199725,0.0,0.0,NONE,1862000000.0,698026560.0,P2,1230806762.5274358,1211668856.6719973,14399266.181810874,11233355.432062129,3165910.7497487464,0.0,4738639.673627604,17343454.42652791,0.0,NONE,0.0,0.0,0.0,612189.012523319,R0,9227549.164127573,513642296.67199725,0.0,0.0,NONE,1862000000.0,698026560.0,P2,1230806762.5274358,1211668856.6719973,14399266.181810874,11233355.432062129,3165910.7497487464,0.0,4738639.673627604,17343454.42652791,0.0,NONE,0.0,0.0,0.0,612189.012523319,R0,9227549.164127573,513642296.67199725,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P2->P2,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P2->P2,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,47da24ba64c1d146441397210d391a9828abed0a302b159cc15ad27744502d56
LA-0846,846,f1a9a63b656c52c3778066b8e764dc42f3d0ebdc6986dba4d477101046eb4e28,P4,1192652032.3475778,1173514126.4921393,7574639.0921374615,0.0,7574639.0921374615,0.0,11563266.763301015,0.0,19800214.758559696,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,287004231.09354854,R0,1711251937.9325142,641514126.4921409,P4,1192652032.3475778,1173514126.4921393,7574639.092137462,0.0,7574639.092137462,0.0,11563266.763301015,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,423843743.46144354,R0,1639377418.0861633,614569806.4921409,P4,1192652032.3475778,1173514126.4921393,7574639.092137462,0.0,7574639.092137462,0.0,11563266.763301015,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,423843743.46144354,R0,1639377418.0861633,614569806.4921409,0.0,0.0,9.313225746154785e-10,0.0,9.313225746154785e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-19800214.758559696,10400000.0,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,136839512.367895,-71874519.84635091,-26944320.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,443325ed50051d574945882c9b54a97614980a4d30d81523d08d36b7893adea6
LA-0847,847,100bec52027c8c0ee2f26331aca4ebeb59a7c78efc561520fe23a219e781e0f4,P1,1229037227.9706724,1209899322.115234,19137905.855438482,19137905.855438482,0.0,0.0,0.0,16657420.943886107,0.0,NONE,0.0,0.0,579140.8372699395,0.0,NONE,9195759.595344096,511872762.1152338,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1229037227.9706724,1209899322.115234,19137905.855438482,19137905.855438482,0.0,0.0,0.0,16657420.943886107,0.0,NONE,0.0,0.0,579140.8372699395,0.0,NONE,9195759.595344096,511872762.1152338,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1229037227.9706724,1209899322.115234,19137905.855438482,19137905.855438482,0.0,0.0,0.0,16657420.943886107,0.0,NONE,0.0,0.0,579140.8372699395,0.0,NONE,9195759.595344096,511872762.1152338,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,311a28ceae80f2d98013ac257f2774adad66ef35d32ccd79753e65688db4b447
LA-0848,848,18ba8bd3477f961ccfad64773589b0d508a04ad4a7dddfb195e0cb1d64a01127,P1,1222469787.724126,1203331881.8686876,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14581759.86495683,0.0,NONE,0.0,0.0,672398.7230095684,0.0,NONE,9077775.974933308,505305321.8686876,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1222469787.724126,1203331881.8686876,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14581759.86495683,0.0,NONE,0.0,0.0,672398.7230095684,0.0,NONE,9077775.974933308,505305321.8686876,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1222469787.724126,1203331881.8686876,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14581759.86495683,0.0,NONE,0.0,0.0,672398.7230095684,0.0,NONE,9077775.974933308,505305321.8686876,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,fbc1defab0f0b639e011fc05b72d8c175bee2b453772b37070dd7bda3b157b4e
LA-0849,849,3104e5bfd5e5004d0f395b55f817d6a8c52b8ee7790e3a2cda0b6ba516a1a170,P4,1187453551.2408357,1168315645.3853972,2612773.0272677597,0.0,2612773.0272677597,0.0,16525132.828170719,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,296188334.2613852,R0,1625510364.3443203,609371325.3853987,P4,1187453551.2408357,1168315645.3853972,2612773.0272677597,0.0,2612773.0272677597,0.0,16525132.828170719,0.0,428078.9909007334,R0,10058203.133346148,26058792.6778732,0.0,1974813.4467210846,R0,7980567.201557992,444230292.70752406,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1187453551.2408357,1168315645.3853972,2612773.0272677597,0.0,2612773.0272677597,0.0,16525132.828170719,0.0,428078.9909007334,R0,10058203.133346148,26058792.6778732,0.0,1974813.4467210846,R0,7980567.201557992,444230292.70752406,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,428078.9909007334,-341796.86665385216,-885527.322126802,NONE->R0,0.0,1974813.4467210846,-1576776.8628282975,-87769707.29247439,NONE->R0,0.0,-296188334.2613852,236489635.6556797,88655234.61460125,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0e2d2a9018f5551353c1c01107b7ed7e7920076fead177f487b0c8556343b3fb
LA-0850,850,e8015a38bcfbabd19515009b1fa82e54dbec571df885106a527a34fc8a940433,P4,1219619488.9897091,1200481583.1342707,7379509.698348204,0.0,7379509.698348204,0.0,11758396.157090275,0.0,20858968.744820647,R0,5.587935447692871e-09,1.4477223157882692e-08,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,158070518.20907456,R0,1783188175.2408028,668481583.1342721,P4,1219619488.9897091,1200481583.1342707,7379509.698348204,0.0,7379509.698348204,0.0,11758396.157090275,0.0,20858968.744820647,R0,5.587935447692871e-09,1.4477223157882692e-08,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,158070518.20907456,R0,1783188175.2408028,668481583.1342721,P4,1219619488.9897091,1200481583.1342707,7379509.698348204,0.0,7379509.698348204,0.0,11758396.157090275,0.0,20858968.744820647,R0,5.587935447692871e-09,1.4477223157882692e-08,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,158070518.20907456,R0,1783188175.2408028,668481583.1342721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,c3cdbca0c181e3840002d38b26eb43d4a52c979e8cc49f45bdca5a58d16139db
LA-0851,851,64fbf7c5ac53ddf90ab9e56623fd27e066ce5b54f9b5e964ce23cf675660d44d,P4,1233387231.9560459,1214249326.1006074,6537705.1612165235,0.0,6253923.212706468,283781.9485100553,12600200.694221953,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,994894.5053254919,R1,8789854.23434549,489278446.1006074,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1233387231.9560459,1214249326.1006074,6537705.161216524,0.0,6253923.212706469,283781.9485100553,12600200.694221955,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,147726759.88166398,R1,1748039388.8727298,655305006.100609,P4,1233387231.9560459,1214249326.1006074,6537705.161216524,0.0,6253923.212706469,283781.94851005526,12600200.694221953,0.0,13481485.291909456,R1,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,54556059.672853075,R1,1819913908.7190807,682249326.100609,0.0,0.0,9.313225746154785e-10,0.0,9.313225746154785e-10,0.0,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-994894.5053254919,767489.8300407995,42721553.899391055,R1->NONE,0.0,147726759.88166398,-113960611.12727022,-42721553.899391055,NONE->R1,0.0,0.0,0.0,0.0,0.0,-5.820766091346741e-11,-1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,13481485.291909456,-10400000.0,-26944320.000000004,NONE->R1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-93170700.2088109,71874519.84635091,26944320.0,R1->R1,226cc24366779295a4accf70ee91d3cc0d403ed34f56e030d17ed7a612950b19
LA-0852,852,95ddd8edb736b33e9c1717ae5d5ca905109ffe59d265f931608d667e03a189d8,P4,1200419371.007778,1181281465.1523395,5448817.47171819,0.0,5448817.47171819,0.0,13689088.383720288,0.0,16279689.906743392,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,203540781.40766203,R0,1731971471.277051,649281465.1523409,P4,1200419371.007778,1181281465.1523395,5448817.47171819,0.0,5448817.47171819,0.0,13689088.383720288,0.0,16279689.906743392,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,203540781.40766203,R0,1731971471.277051,649281465.1523409,P4,1200419371.007778,1181281465.1523395,5448817.47171819,0.0,5448817.47171819,0.0,13689088.383720288,0.0,16279689.906743392,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,203540781.40766203,R0,1731971471.277051,649281465.1523409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,a9f38b7a57628f3ac23c67ca7178c2b85da040163dcfd7374754bafa9cccfe13
LA-0853,853,2010dc4b4f88ff2547d1e2cc5b1be6490307c83b91a28df220a8f21c7d098575,P4,1237313201.5078242,1218175295.6523857,5755567.278906995,0.0,5314165.086963375,441402.19194362,13382338.576531483,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,137682826.06595865,R1,1758511992.2438838,659230975.6523871,P4,1237313201.5078242,1218175295.6523857,5755567.278906995,0.0,5314165.086963375,441402.1919436199,13382338.576531483,0.0,13836399.232464166,R1,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,42059311.52405679,R1,1830386512.0902348,686175295.6523871,P4,1237313201.5078242,1218175295.6523857,5755567.278906995,0.0,5314165.086963375,441402.1919436199,13382338.576531483,0.0,13836399.232464166,R1,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,42059311.52405679,R1,1830386512.0902348,686175295.6523871,0.0,0.0,0.0,0.0,0.0,-5.820766091346741e-11,0.0,unchanged,unchanged,P4->P4,0.0,13836399.232464166,-10400000.0,-26944320.000000004,NONE->R1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-95623514.54190186,71874519.84635091,26944320.0,R1->R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R1->R1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R1->R1,e157647972e02e91783a86b752ca9c861a98c3b0174569ebc1beae96fd84cf2e
LA-0854,854,7ca67d2d1bdcf621c560c0091c4547a16b2156227081c9f634b009cb261bfce9,P4,1235205257.7227948,1216067351.8673563,6642773.994610766,0.0,3189546.2184715993,3453227.776139167,12495131.86082771,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,794373.6259929705,R2,8822514.944440864,491096471.86735624,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1235205257.7227948,1216067351.8673563,6642773.994610766,0.0,3189546.2184715993,3453227.776139167,12495131.86082771,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,117952447.49592593,R2,1752889009.4626489,657123031.8673579,P4,1235205257.7227948,1216067351.8673563,6642773.994610768,0.0,3189546.2184715997,3453227.7761391676,12495131.86082771,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,794373.6259929707,R2,8822514.944440864,491096471.86735624,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-794373.6259929705,734829.1199454255,40903528.13264221,R2->NONE,0.0,117952447.49592593,-109110990.53735113,-40903528.13264215,NONE->R2,0.0,0.0,1.862645149230957e-09,0.0,4.656612873077393e-10,4.656612873077393e-10,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,794373.6259929707,-734829.1199454255,-40903528.13264221,NONE->R2,0.0,-117952447.49592593,109110990.53735113,40903528.13264215,R2->NONE,9ef01e73ff5a44600e56d92287279f2d0e12a48dba8464bea5d03de63a08f11d
LA-0855,855,180156333d55d9a85e6f41be522acb01ef74398f9989bf6602a86b9ce3b9e979,P1,1223739720.2537177,1204601814.3982792,19137905.85543844,19137905.85543844,0.0,0.0,0.0,14941787.429378249,0.0,NONE,0.0,0.0,656222.9562590279,0.0,NONE,9100590.227045834,506575254.3982793,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1223739720.2537177,1204601814.3982792,19137905.85543844,19137905.85543844,0.0,0.0,0.0,14941787.429378249,0.0,NONE,0.0,0.0,656222.9562590279,0.0,NONE,9100590.227045834,506575254.3982793,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1223739720.2537177,1204601814.3982792,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14941787.429378249,0.0,NONE,0.0,0.0,656222.9562590306,0.0,NONE,9100590.227045832,506575254.3982792,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,3.725290298461914e-08,3.725290298461914e-08,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,2.6775524020195007e-09,0.0,-1.862645149230957e-09,-1.1920928955078125e-07,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,eb773d05f60396cd43f6e0a97905d6daaa941f50de08d360203d7f8c553d0abd
